RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,19846,Brian Gay,.72,4,558
2,0,12660,Jesper Parnevik,.93,4,432
3,0,26420,Richard Johnson,.96,5,522
4,0,06522,Ernie Els,1.04,3,288
5,0,06197,Michael Allen,1.39,6,432
6,0,12755,Vance Veazey,1.46,5,342
7,0,01320,Bob Estes,1.56,7,450
8,0,20766,Padraig Harrington,1.59,4,252
9,0,25632,Jimmy Walker,1.67,6,360
10,0,10809,Jim Furyk,1.69,7,414
11,0,06527,Steve Stricker,1.74,5,288
12,0,22046,Geoff Ogilvy,1.75,6,342
13,0,24024,Zach Johnson,1.78,8,450
14,0,20593,Greg Chalmers,1.85,9,486
14,0,20229,Stewart Cink,1.85,8,432
14,0,23541,Ben Crane,1.85,7,378
14,0,21209,Sergio Garcia,1.85,5,270
14,0,01473,Todd Hamilton,1.85,9,486
14,0,21731,Freddie Jacobson,1.85,6,324
14,0,01619,Skip Kendall,1.85,7,378
14,0,12680,Shigeki Maruyama,1.85,9,486
14,0,02223,Bob Tway,1.85,8,432
23,0,20850,Daniel Chopra,1.91,11,576
24,0,22293,Heath Slocum,1.92,10,522
25,0,26596,Ryan Moore,1.94,7,360
26,0,11032,Frank Lickliter II,1.98,10,504
26,0,06515,Shaun Micheel,1.98,10,504
26,0,08793,Tiger Woods,1.98,5,252
29,0,10860,Justin Leonard,2.08,9,432
29,0,06373,José María Olazábal,2.08,6,288
31,0,20098,Stuart Appleby,2.12,8,378
31,0,20628,Arron Oberholser,2.12,8,378
33,0,01724,Jeff Maggert,2.14,10,468
34,0,22548,Patrick Sheehan,2.19,13,594
35,0,22405,Justin Rose,2.26,11,486
36,0,23616,Ryan Hietala,2.27,9,396
36,0,01666,Bernhard Langer,2.27,9,396
38,0,01132,Mark Brooks,2.29,14,612
39,0,24507,Jason Bohn,2.30,12,522
39,0,01139,Olin Browne,2.30,12,522
39,0,23718,Nathan Green,2.30,12,522
42,0,22371,Aaron Baddeley,2.31,10,432
43,0,01329,Brad Faxon,2.35,11,468
43,0,12782,Tim Herron,2.35,11,468
45,0,10885,Robert Allenby,2.38,9,378
45,0,06621,Joe Durant,2.38,12,504
45,0,20094,Jonathan Kaye,2.38,12,504
45,0,20634,Peter Lonard,2.38,9,378
49,0,07223,Brian Bateman,2.42,10,414
50,0,23983,Luke Donald,2.43,7,288
50,0,07457,Steve Flesch,2.43,14,576
52,0,24357,K.J. Choi,2.44,11,450
52,0,06012,Greg Kraft,2.44,11,450
52,0,20127,Chris Riley,2.44,11,450
52,0,19913,Ron Whittaker,2.44,11,450
56,0,06034,Marco Dawson,2.47,12,486
56,0,20382,Stephen Leaney,2.47,12,486
58,0,23320,Ryan Palmer,2.49,13,522
59,0,21407,Arjun Atwal,2.51,14,558
59,0,20121,Todd Fischer,2.51,14,558
61,0,01024,Billy Andrade,2.53,10,396
62,0,23048,Eric Axley,2.58,13,504
63,0,01810,Phil Mickelson,2.61,8,306
63,0,01823,Larry Mize,2.61,8,306
63,0,01887,Mark O'Meara,2.61,8,306
66,0,02206,David Toms,2.63,9,342
67,0,01042,Paul Azinger,2.67,12,450
67,0,02246,Duffy Waldorf,2.67,13,486
69,0,12510,Chad Campbell,2.78,12,432
69,0,12716,Charley Hoffman,2.78,14,504
69,0,24138,Ian Poulter,2.78,7,252
69,0,07749,Brett Quigley,2.78,16,576
69,0,23325,Vaughn Taylor,2.78,13,468
74,0,12602,Dean Wilson,2.86,17,594
75,0,10505,Shane Bertsch,2.87,16,558
75,0,24924,Bill Haas,2.87,15,522
77,0,01381,Fred Funk,2.88,14,486
78,0,01142,Bart Bryant,2.89,13,450
78,0,22621,Ben Curtis,2.89,13,450
80,0,01706,Davis Love III,2.91,11,378
81,0,21959,Ted Purdy,2.95,17,576
82,0,21646,David Branshaw,2.98,15,504
82,0,20472,Alex Cejka,2.98,15,504
82,0,21949,Joe Ogilvie,2.98,15,504
85,0,01219,John Cook,3.03,12,396
85,0,01928,Corey Pavin,3.03,12,396
87,0,08075,Jerry Kelly,3.05,17,558
88,0,21350,Ryuji Imada,3.07,16,522
89,0,08835,Kris Cox,3.09,15,486
89,0,21805,Harrison Frazar,3.09,15,486
89,0,24980,Scott Gutschewski,3.09,10,324
92,0,23497,Tag Ridings,3.13,18,576
93,0,01035,Tommy Armour III,3.17,12,378
93,0,19824,Craig Barlow,3.17,12,378
93,0,02110,Jerry Smith,3.17,16,504
93,0,27770,Camilo Villegas,3.17,16,504
97,0,24358,Robert Garrigus,3.21,15,468
98,0,19881,Robert Damron,3.23,18,558
99,0,22378,Trevor Immelman,3.24,14,432
100,0,25900,Lucas Glover,3.26,17,522
101,0,06004,Stephen Ames,3.27,10,306
102,0,21961,Charles Howell III,3.29,16,486
103,0,27120,Troy Matteson,3.30,19,576
104,0,06350,Bob May,3.33,12,360
104,0,25804,Bubba Watson,3.33,15,450
106,0,06595,Kevin Sutherland,3.37,17,504
107,0,06573,Brandt Jobe,3.42,16,468
107,0,01599,Steve Jones,3.42,16,468
109,0,23135,Tim Clark,3.44,13,378
110,0,21470,Daisuke Maruyama,3.47,15,432
110,0,01941,Tom Pernice Jr.,3.47,20,576
112,0,23353,J.J. Henry,3.50,17,486
112,0,25240,D.A. Points,3.50,17,486
112,0,22913,John Rollins,3.50,17,486
112,0,21660,Jason Schultz,3.50,17,486
116,0,01388,Robert Gamez,3.52,19,540
116,0,23788,D.J. Trahan,3.52,19,540
118,0,01761,Len Mattiace,3.54,14,396
118,0,20691,Greg Owen,3.54,14,396
118,0,20572,Rod Pampling,3.54,14,396
121,0,06575,Dudley Hart,3.56,16,450
122,0,10565,Ian Leggatt,3.57,18,504
122,0,01766,Billy Mayfair,3.57,18,504
124,0,20812,Tjaart van der Walt,3.61,13,360
125,0,09011,David Duval,3.62,15,414
125,0,23621,Rory Sabbatini,3.62,15,414
125,0,02239,Scott Verplank,3.62,15,414
125,0,21878,Mark Wilson,3.62,15,414
129,0,21753,Brian Davis,3.63,17,468
129,0,25842,Jon Mills,3.63,17,468
129,0,06567,Vijay Singh,3.63,17,468
132,0,23409,James Driscoll,3.64,19,522
133,0,22946,Henrik Bjornstad,3.70,20,540
133,0,06251,Chris DiMarco,3.70,16,432
133,0,12760,Danny Ellis,3.70,14,378
133,0,06643,Paul Goydos,3.70,16,432
133,0,01677,Tom Lehman,3.70,12,324
133,0,20631,David McKenzie,3.70,18,486
133,0,24361,Pat Perez,3.70,10,270
133,0,24502,Adam Scott,3.70,12,324
133,0,08385,Omar Uresti,3.70,14,378
142,0,12645,Brent Geiberger,3.77,19,504
142,0,20105,Jeff Gove,3.77,19,504
142,0,01707,Steve Lowery,3.77,19,504
142,0,27095,Nick Watney,3.77,19,504
146,0,08375,Paul Stankowski,3.79,15,396
147,0,24925,Jonathan Byrd,3.80,13,342
148,0,08123,Jeff Brehaut,3.82,22,576
148,0,01313,Steve Elkington,3.82,11,288
148,0,20157,Retief Goosen,3.82,11,288
