RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,10885,Robert Allenby,.00,0,123,100.0
1,0,20098,Stuart Appleby,.00,0,114,100.0
1,0,22371,Aaron Baddeley,.00,0,128,100.0
1,0,24357,K.J. Choi,.00,0,148,100.0
1,0,01226,Fred Couples,.00,0,59,100.0
1,0,06034,Marco Dawson,.00,0,151,100.0
1,0,06251,Chris DiMarco,.00,0,135,100.0
1,0,01313,Steve Elkington,.00,0,90,100.0
1,0,06522,Ernie Els,.00,0,86,100.0
1,0,01329,Brad Faxon,.00,0,132,100.0
1,0,20121,Todd Fischer,.00,0,173,100.0
1,0,12823,Carlos Franco,.00,0,125,100.0
1,0,21209,Sergio Garcia,.00,0,71,100.0
1,0,12645,Brent Geiberger,.00,0,146,100.0
1,0,20157,Retief Goosen,.00,0,88,100.0
1,0,20608,David Howell,.00,0,54,100.0
1,0,01677,Tom Lehman,.00,0,89,100.0
1,0,01761,Len Mattiace,.00,0,91,100.0
1,0,20628,Arron Oberholser,.00,0,120,100.0
1,0,06373,José María Olazábal,.00,0,81,100.0
1,0,25240,D.A. Points,.00,0,139,100.0
1,0,06527,Steve Stricker,.00,0,104,100.0
1,0,02239,Scott Verplank,.00,0,138,100.0
24,0,01941,Tom Pernice Jr.,.54,1,186,99.4
24,0,22293,Heath Slocum,.54,1,184,99.4
26,0,06595,Kevin Sutherland,.56,1,179,99.4
27,0,23048,Eric Axley,.60,1,166,99.4
28,0,24024,Zach Johnson,.61,1,164,99.3
29,0,20382,Stephen Leaney,.64,1,157,99.3
29,0,28475,Jeff Overton,.64,1,156,99.3
31,0,22946,Henrik Bjornstad,.65,1,155,99.3
31,0,21949,Joe Ogilvie,.65,1,154,99.3
33,0,10809,Jim Furyk,.66,1,152,99.3
34,0,01042,Paul Azinger,.68,1,147,99.3
34,0,01707,Steve Lowery,.68,1,146,99.3
36,0,01945,Kenny Perry,.69,1,144,99.3
37,0,20105,Jeff Gove,.70,1,143,99.3
38,0,19913,Ron Whittaker,.73,1,137,99.2
39,0,01320,Bob Estes,.75,1,134,99.2
40,0,11123,Chris Couch,.76,1,131,99.2
41,0,02106,Chris Smith,.77,1,130,99.2
42,0,12660,Jesper Parnevik,.78,1,128,99.2
42,0,21660,Jason Schultz,.78,1,128,99.2
44,0,20572,Rod Pampling,.79,1,126,99.2
45,0,01599,Steve Jones,.81,1,123,99.1
46,0,01619,Skip Kendall,.82,1,122,99.1
47,0,01219,John Cook,.83,1,121,99.1
48,0,01928,Corey Pavin,.87,1,115,99.1
49,0,26596,Ryan Moore,.93,1,108,99.0
50,0,23616,Ryan Hietala,.94,1,106,99.0
50,0,06350,Bob May,.94,1,106,99.0
52,0,11011,Mike Sposa,.96,1,104,99.0
53,0,19824,Craig Barlow,.97,1,103,99.0
54,0,06621,Joe Durant,.99,2,202,99.0
54,0,20812,Tjaart van der Walt,.99,1,101,99.0
56,0,22046,Geoff Ogilvy,1.01,1,99,98.9
57,0,01706,Davis Love III,1.03,1,97,98.9
58,0,21646,David Branshaw,1.05,2,191,98.9
58,0,23497,Tag Ridings,1.05,2,191,98.9
60,0,24980,Scott Gutschewski,1.06,1,94,98.9
61,0,20574,Mathew Goggin,1.11,1,90,98.8
62,0,06004,Stephen Ames,1.16,1,86,98.8
62,0,10505,Shane Bertsch,1.16,2,172,98.8
62,0,01823,Larry Mize,1.16,1,86,98.8
62,0,24138,Ian Poulter,1.16,1,86,98.8
66,0,08075,Jerry Kelly,1.20,2,167,98.8
66,0,11032,Frank Lickliter II,1.20,2,167,98.8
68,0,06567,Vijay Singh,1.21,2,165,98.7
69,0,24507,Jason Bohn,1.23,2,163,98.7
69,0,24924,Bill Haas,1.23,2,162,98.7
69,0,20645,John Senden,1.23,2,162,98.7
69,0,23349,Charles Warren,1.23,2,162,98.7
73,0,27120,Troy Matteson,1.24,2,161,98.7
74,0,06515,Shaun Micheel,1.27,2,157,98.7
74,0,22913,John Rollins,1.27,2,157,98.7
76,0,23983,Luke Donald,1.30,1,77,98.7
76,0,12680,Shigeki Maruyama,1.30,2,154,98.7
76,0,02101,Joey Sindelar,1.30,2,154,98.7
79,0,01249,John Daly,1.32,1,76,98.6
80,0,20378,Mathias Grönberg,1.34,2,149,98.6
81,0,23322,Brett Wetterich,1.36,2,147,98.6
82,0,20229,Stewart Cink,1.37,2,146,98.6
83,0,01142,Bart Bryant,1.38,2,145,98.6
83,0,21878,Mark Wilson,1.38,2,145,98.6
85,0,23325,Vaughn Taylor,1.42,2,141,98.5
86,0,06197,Michael Allen,1.47,2,136,98.5
87,0,01161,Mark Calcavecchia,1.52,2,132,98.4
87,0,08793,Tiger Woods,1.52,1,66,98.4
89,0,24912,Will MacKenzie,1.55,2,129,98.4
90,0,01766,Billy Mayfair,1.56,2,128,98.4
90,0,08375,Paul Stankowski,1.56,2,128,98.4
92,0,26420,Richard Johnson,1.57,3,191,98.4
93,0,23541,Ben Crane,1.59,2,126,98.4
93,0,22378,Trevor Immelman,1.59,2,126,98.4
93,0,10860,Justin Leonard,1.59,2,126,98.4
96,0,02104,Jeff Sluman,1.65,3,182,98.3
97,0,01887,Mark O'Meara,1.69,1,59,98.3
98,0,23135,Tim Clark,1.71,2,117,98.2
98,0,01666,Bernhard Langer,1.71,2,117,98.2
