RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
1,0,25804,Bubba Watson,68.45,753,11
2,0,21528,Henrik Stenson,69.08,898,13
3,0,23108,Matt Kuchar,69.21,1315,19
4,0,29420,Billy Horschel,69.22,1246,18
5,0,28475,Jeff Overton,69.28,2702,39
6,0,08793,Tiger Woods,69.30,693,10
7,0,20766,Padraig Harrington,69.31,901,13
8,0,27895,Jonas Blixt,69.63,1671,24
8,0,25345,Carl Pettersson,69.63,2089,30
10,0,21209,Sergio Garcia,69.71,976,14
11,0,29479,Scott Brown,69.79,1326,19
12,0,20104,Ken Duke,69.83,2514,36
13,0,10809,Jim Furyk,69.85,1397,20
14,0,19846,Brian Gay,69.86,2026,29
14,0,23320,Ryan Palmer,69.86,1956,28
16,0,24138,Ian Poulter,69.87,1048,15
17,0,21961,Charles Howell III,69.91,2377,34
17,0,20691,Greg Owen,69.91,2447,35
19,0,27141,J.B. Holmes,69.92,1748,25
20,0,12782,Tim Herron,69.93,2028,29
21,0,25818,Scott Piercy,70.00,2170,31
21,0,27330,Josh Teater,70.00,2450,35
23,0,23638,Brendon de Jonge,70.05,2592,37
24,0,28455,Will Claxton,70.06,2172,31
25,0,25632,Jimmy Walker,70.07,1962,28
26,0,23548,Bill Lunde,70.08,1752,25
27,0,20593,Greg Chalmers,70.09,2243,32
27,0,01706,Davis Love III,70.09,771,11
29,0,29476,Kyle Reifers,70.10,1472,21
29,0,22405,Justin Rose,70.10,1402,20
31,0,30925,Dustin Johnson,70.13,1052,15
32,0,24357,K.J. Choi,70.17,1614,23
33,0,23623,Bo Van Pelt,70.19,1895,27
34,0,33122,Russell Knox,70.20,1404,20
35,0,01320,Bob Estes,70.21,2036,29
36,0,23204,Gary Christian,70.22,1896,27
36,0,22548,Patrick Sheehan,70.22,1264,18
38,0,23325,Vaughn Taylor,70.24,1475,21
39,0,28500,Martin Flores,70.25,2248,32
39,0,26679,Kevin Stadler,70.25,1405,20
41,0,29910,Blake Adams,70.26,2459,35
42,0,29926,Danny Lee,70.28,1265,18
43,0,10213,Dicky Pride,70.30,1406,20
44,0,35139,Richard Lee,70.32,1336,19
45,0,01724,Jeff Maggert,70.38,2041,29
45,0,22961,David Mathis,70.38,1478,21
47,0,24781,Hunter Mahan,70.40,1760,25
48,0,25240,D.A. Points,70.42,2183,31
49,0,24924,Bill Haas,70.43,1620,23
49,0,27644,Brian Harman,70.43,2113,30
51,0,25396,Kevin Na,70.46,1832,26
51,0,27214,Kevin Streelman,70.46,1832,26
53,0,31202,William McGirt,70.47,2114,30
53,0,27095,Nick Watney,70.47,2255,32
55,0,27963,Chris Stroud,70.48,1762,25
56,0,33141,Keegan Bradley,70.50,1551,22
56,0,20645,John Senden,70.50,1692,24
58,0,32200,Roberto Castro,70.52,2327,33
59,0,24502,Adam Scott,70.53,1340,19
60,0,08075,Jerry Kelly,70.56,2399,34
61,0,25834,Daniel Summerhays,70.58,2188,31
62,0,06567,Vijay Singh,70.60,2471,35
62,0,20396,Lee Westwood,70.60,1059,15
64,0,27466,Spencer Levin,70.61,2189,31
65,0,23718,Nathan Green,70.62,1483,21
66,0,26329,Louis Oosthuizen,70.63,1695,24
67,0,32334,Charlie Beljan,70.64,989,14
67,0,27436,Graham DeLaet,70.64,1766,25
67,0,29221,Webb Simpson,70.64,989,14
67,0,31323,Gary Woodland,70.64,989,14
71,0,24361,Pat Perez,70.67,1696,24
72,0,24024,Zach Johnson,70.70,1909,27
72,0,24140,Sean O'Hair,70.70,2121,30
74,0,24604,Hunter Haas,70.71,1697,24
74,0,01810,Phil Mickelson,70.71,1202,17
74,0,27649,Brandt Snedeker,70.71,1202,17
77,0,29289,S.Y. Noh,70.72,2546,36
78,0,25572,Graeme McDowell,70.73,1061,15
79,0,33419,Cameron Tringale,70.75,2264,32
80,0,20070,Matt Bettencourt,70.76,1203,17
81,0,30926,Chris Kirk,70.78,2265,32
82,0,02206,David Toms,70.79,1345,19
83,0,30110,Kyle Stanley,70.83,2054,29
84,0,26289,Boo Weekley,70.84,1771,25
85,0,23541,Ben Crane,70.85,1842,26
86,0,12716,Charley Hoffman,70.87,2197,31
87,0,23983,Luke Donald,70.88,1205,17
88,0,01766,Billy Mayfair,70.89,1347,19
89,0,23621,Rory Sabbatini,70.91,2269,32
90,0,11123,Chris Couch,70.94,1135,16
90,0,22046,Geoff Ogilvy,70.94,2199,31
92,0,25686,Jason Dufner,70.95,1348,19
93,0,32150,Michael Thompson,70.96,1845,26
94,0,23409,James Driscoll,71.00,1988,28
94,0,21350,Ryuji Imada,71.00,1775,25
94,0,26476,Chez Reavie,71.00,2130,30
94,0,26951,Johnson Wagner,71.00,2201,31
98,0,26758,David Hearn,71.03,2415,34
99,0,28093,Miguel Angel Carballo,71.04,1776,25
99,0,27936,Martin Laird,71.04,1847,26
101,0,28308,Troy Kelly,71.06,1279,18
102,0,28087,Kris Blanks,71.08,1706,24
102,0,01249,John Daly,71.08,924,13
104,0,24494,Erik Compton,71.10,1493,21
104,0,24358,Robert Garrigus,71.10,2133,30
104,0,20574,Mathew Goggin,71.10,1422,20
107,0,22913,John Rollins,71.11,1351,19
108,0,34021,Bud Cauley,71.12,1849,26
109,0,22621,Ben Curtis,71.13,1138,16
110,0,08725,Tom Gillis,71.14,2063,29
110,0,26596,Ryan Moore,71.14,1565,22
112,0,12510,Chad Campbell,71.15,1850,26
112,0,06527,Steve Stricker,71.15,925,13
114,0,22371,Aaron Baddeley,71.19,2278,32
114,0,21753,Brian Davis,71.19,1495,21
116,0,33120,Mark Anderson,71.23,1852,26
116,0,20160,Charlie Wi,71.23,1852,26
118,0,27120,Troy Matteson,71.25,2280,32
119,0,27933,John Merrick,71.26,1639,23
120,0,23788,D.J. Trahan,71.29,998,14
121,0,01797,Rocco Mediate,71.33,1498,21
122,0,32102,Rickie Fowler,71.34,2069,29
123,0,24925,Jonathan Byrd,71.35,1641,23
123,0,27797,Derek Lamely,71.35,1427,20
125,0,22582,Kyle Thompson,71.38,928,13
126,0,06251,Chris DiMarco,71.39,1642,23
126,0,27302,Garth Mulroy,71.39,1285,18
128,0,21407,Arjun Atwal,71.41,1928,27
128,0,29478,Kevin Kisner,71.41,1214,17
130,0,34174,John Huh,71.43,3000,42
131,0,26287,Roland Thatcher,71.44,1286,18
132,0,28307,Matt Every,71.46,1715,24
133,0,32698,Bobby Gates,71.48,1787,25
134,0,28259,Sangmoon Bae,71.50,1716,24
134,0,20850,Daniel Chopra,71.50,1001,14
134,0,20623,Gavin Coles,71.50,1716,24
134,0,28089,Jason Day,71.50,1287,18
138,0,23800,Bryce Molder,71.52,1931,27
139,0,27060,John Mallinger,71.53,1359,19
140,0,26851,Marc Leishman,71.55,2075,29
140,0,27770,Camilo Villegas,71.55,1431,20
142,0,24507,Jason Bohn,71.58,1718,24
142,0,20572,Rod Pampling,71.58,2720,38
144,0,30750,Tommy Gainey,71.60,1432,20
145,0,06522,Ernie Els,71.61,1289,18
146,0,06036,Scott Dunlap,71.62,931,13
146,0,21731,Freddie Jacobson,71.62,1504,21
148,0,26300,Matt Jones,71.64,1003,14
149,0,21805,Harrison Frazar,71.65,1218,17
149,0,24940,Edward Loar,71.65,1218,17
151,0,32366,Kevin Chappell,71.66,2078,29
152,0,20098,Stuart Appleby,71.67,860,12
152,0,22293,Heath Slocum,71.67,2150,30
154,0,23353,J.J. Henry,71.68,2437,34
154,0,30711,Colt Knost,71.68,1577,22
156,0,30852,Ryo Ishikawa,71.71,1004,14
156,0,26331,Charl Schwartzel,71.71,1004,14
158,0,30692,Scott Stallings,71.72,1793,25
159,0,30927,Brendon Todd,71.78,1292,18
160,0,27064,Jhonattan Vegas,71.79,2010,28
161,0,34099,Harris English,71.81,2298,32
161,0,06573,Brandt Jobe,71.81,1867,26
163,0,29222,Billy Hurley III,71.82,2011,28
164,0,28237,Rory McIlroy,71.86,503,7
165,0,25892,Steve Wheatcroft,71.87,1078,15
166,0,23542,Tommy Biershenk,71.92,1726,24
167,0,06004,Stephen Ames,71.93,1007,14
168,0,19970,Robert Karlsson,71.95,1439,20
169,0,24846,Ricky Barnes,71.96,1727,24
170,0,10885,Robert Allenby,72.00,2160,30
170,0,24490,George McNeill,72.00,2520,35
170,0,01941,Tom Pernice Jr.,72.00,864,12
173,0,25457,Alexandre Rocha,72.04,1657,23
174,0,12652,Cameron Beckman,72.05,1441,20
175,0,30944,Jason Kokrak,72.06,1297,18
176,0,31558,J.J. Killeen,72.08,1874,26
177,0,24663,Y.E. Yang,72.14,1515,21
178,0,22378,Trevor Immelman,72.15,1876,26
179,0,23135,Tim Clark,72.18,1227,17
180,0,06034,Marco Dawson,72.20,1444,20
181,0,20848,Ángel Cabrera,72.24,1228,17
182,0,22348,Nick O'Hern,72.33,1736,24
182,0,29518,Brendan Steele,72.33,1953,27
184,0,27556,Ted Potter Jr.,72.42,1883,26
185,0,01116,Michael Bradley,72.44,1811,25
186,0,10860,Justin Leonard,72.46,1884,26
187,0,21878,Mark Wilson,72.47,2754,38
188,0,27974,Sung Kang,72.54,1741,24
189,0,25562,Andres Romero,72.72,1309,18
190,0,20229,Stewart Cink,72.73,1600,22
191,0,23903,Stephen Gangluff,73.40,1101,15
