RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,33404,Chris Baker,+.318,107,+34.00
2,0,35450,Patrick Cantlay,+.342,149,+51.00
3,0,45526,Abraham Ancer,+.348,178,+62.00
4,0,49766,Hank Lebioda,+.350,143,+50.00
5,0,39953,Chase Seiffert,+.356,146,+52.00
6,0,25364,Paul Casey,+.360,111,+40.00
6,0,25686,Jason Dufner,+.360,172,+62.00
6,0,24140,Sean O'Hair,+.360,86,+31.00
9,0,40026,Daniel Berger,+.361,144,+52.00
9,0,34098,Russell Henley,+.361,155,+56.00
9,0,26329,Louis Oosthuizen,+.361,147,+53.00
12,0,34174,John Huh,+.362,105,+38.00
13,0,37455,Si Woo Kim,+.372,172,+64.00
13,0,46970,Jon Rahm,+.372,113,+42.00
15,0,28252,Seamus Power,+.373,110,+41.00
16,0,27644,Brian Harman,+.376,194,+73.00
16,0,35891,Cameron Smith,+.376,125,+47.00
18,0,33419,Cameron Tringale,+.377,162,+61.00
18,0,47483,Will Zalatoris,+.377,159,+60.00
20,0,30692,Scott Stallings,+.379,169,+64.00
20,0,40006,Erik van Rooyen,+.379,145,+55.00
22,0,31560,Brian Stuard,+.380,213,+81.00
23,0,46717,Viktor Hovland,+.383,154,+59.00
24,0,33399,Adam Hadwin,+.384,198,+76.00
24,0,34360,Patrick Reed,+.384,177,+68.00
26,0,24361,Pat Perez,+.385,195,+75.00
27,0,25396,Kevin Na,+.389,167,+65.00
28,0,27649,Brandt Snedeker,+.392,143,+56.00
29,0,33141,Keegan Bradley,+.397,146,+58.00
30,0,25818,Scott Piercy,+.398,166,+66.00
31,0,25900,Lucas Glover,+.400,185,+74.00
32,0,22056,Cameron Percy,+.404,146,+59.00
33,0,32139,Danny Willett,+.406,106,+43.00
34,0,30110,Kyle Stanley,+.407,182,+74.00
35,0,29908,C.T. Pan,+.411,129,+53.00
35,0,48119,Ben Taylor,+.411,107,+44.00
