RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE
1,0,27129,Luke List,459,Sentry,3,7,656
2,0,28420,Ryan Brehm,455,Sentry,3,18,656
3,0,46046,Scottie Scheffler,451,Sentry,4,18,656
4,0,39324,J.J. Spaun,446,Sentry,4,18,656
5,0,49964,Aaron Wise,439,Sentry,3,7,656
6,0,30692,Scott Stallings,435,Sentry,3,18,656
7,0,33448,Justin Thomas,429,Genesis Scottish Open,4,7,977
8,0,28237,Rory McIlroy,428,Genesis Scottish Open,4,7,977
9,0,39971,Sungjae Im,427,Sentry,4,7,656
10,0,32394,Tapio Pulkkanen,425,Genesis Scottish Open,4,7,977
10,0,64442,Gordon Sargent,425,John Deere,2,14,669
12,0,57975,Harry Hall,423,Valero,2,18,770
13,0,35532,Tom Hoge,420,Sentry,4,7,656
13,0,34046,Jordan Spieth,420,Sentry,4,7,656
15,0,39977,Max Homa,419,Sentry,4,7,656
16,0,47483,Will Zalatoris,417,Sentry,3,7,656
17,0,35506,Mackenzie Hughes,416,Sentry,2,7,656
17,0,57366,Cameron Young,416,Sentry,2,7,656
19,0,46970,Jon Rahm,415,Sentry,2,12,656
20,0,35450,Patrick Cantlay,413,Sentry,3,18,656
20,0,27644,Brian Harman,413,Sentry,4,7,656
20,0,50525,Collin Morikawa,413,Sentry,3,7,656
20,0,46601,Trey Mullinax,413,Sentry,3,7,656
24,0,39524,Sean Crocker,412,Genesis Scottish Open,4,7,977
24,0,29936,Ryan Fox,412,Genesis Scottish Open,4,15,977
26,0,33948,Byeong Hun An,411,AT&T Pebble Beach,2,9,005
26,0,56762,Will Gordon,411,Genesis Scottish Open,4,7,977
28,0,30911,Tommy Fleetwood,410,Genesis Scottish Open,4,7,977
29,0,33597,Harry Higgs,409,Sanderson Farms,4,5,746
29,0,58696,Peter Kuest,409,Barbasol,1,5,884
29,0,24502,Adam Scott,409,Sentry,4,7,656
32,0,46717,Viktor Hovland,408,Sentry,3,12,656
33,0,39067,MJ Daffue,407,Barbasol,2,5,884
33,0,40098,Matt Fitzpatrick,407,Sentry,2,7,656
33,0,37378,Min Woo Lee,407,U.S. Open,2,16,043
36,0,51766,Wyndham Clark,406,Genesis Scottish Open,4,7,977
36,0,39997,Corey Conners,406,Sentry,4,17,656
36,0,55182,Tom Kim,406,Sentry,4,7,656
36,0,45242,Kevin Yu,406,Shriners Children's Open,1,4,538
40,0,33141,Keegan Bradley,405,Sentry,3,17,656
40,0,47504,Sam Burns,405,Sentry,4,7,656
40,0,51070,Vincent Norrman,405,Barbasol,1,5,884
40,0,51634,Sahith Theegala,405,Sentry,4,12,656
44,0,34098,Russell Henley,403,Sentry,4,17,656
45,0,52453,Nicolai Hojgaard,402,Corales Puntacana,2,12,244
45,0,33204,Shane Lowry,402,Genesis Scottish Open,4,7,977
45,0,40115,Adam Svensson,402,Sentry,4,17,656
48,0,49453,Trevor Cone,401,Wells Fargo,1,16,872
48,0,32662,Michael Gligic,401,Barbasol,1,5,884
48,0,31273,Gavin Green,401,Genesis Scottish Open,4,7,977
51,0,46955,Haydn Barron,400,The Open,2,2,923
51,0,65280,Niklas Norgaard,400,Barbasol,1,4,884
51,0,28252,Seamus Power,400,Sentry,2,7,656
51,0,47983,Chad Ramey,400,Sentry,4,17,656
51,0,45847,JC Ritchie,400,Barbasol,2,4,884
51,0,39335,Kevin Roy,400,AT&T Pebble Beach,3,10,005
57,0,30978,Kiradech Aphibarnrat,399,Barbasol,2,5,884
57,0,32791,K.H. Lee,399,Sentry,1,12,656
57,0,32839,Hideki Matsuyama,399,Sentry,2,7,656
60,0,27554,Scott Harrington,398,Barbasol,4,5,884
60,0,29420,Billy Horschel,398,Sentry,1,17,656
60,0,49960,Sepp Straka,398,Sentry,3,17,656
63,0,29725,Tony Finau,397,Sentry,3,7,656
63,0,39834,Guido Migliozzi,397,Genesis Scottish Open,4,7,977
63,0,26476,Chez Reavie,397,Sentry,3,7,656
63,0,54364,Stephen Stallings Jr.,397,Barbasol,1,5,884
63,0,27330,Josh Teater,397,Barbasol,1,5,884
68,0,45157,Cam Davis,396,Shriners Children's Open,1,4,538
68,0,37250,Romain Langasque,396,The Open,2,2,923
68,0,51003,Marco Penge,396,The Open,2,2,923
71,0,29970,Dylan Frittelli,395,WM Phoenix Open,4,18,510
71,0,52215,Robert MacIntyre,395,Genesis Scottish Open,4,7,977
73,0,57362,Austin Eckroat,394,Shriners Children's Open,1,4,538
73,0,39546,Keith Mitchell,394,John Deere,1,14,669
73,0,36871,Matt NeSmith,394,Wyndham,1,5,752
76,0,63342,Barclay Brown,393,U.S. Open,2,16,043
76,0,65071,Tiger Christensen,393,The Open,2,2,923
76,0,34363,Tyrrell Hatton,393,Genesis Scottish Open,4,7,977
76,0,51491,Brandon Matthews,393,Barbasol,1,5,884
80,0,47591,Eric Cole,392,Valero,4,9,770
80,0,47995,Davis Riley,392,Genesis Scottish Open,4,7,977
80,0,48867,Matti Schmid,392,Barbasol,1,4,884
80,0,37052,Martin Simonsen,392,Barbasol,2,4,884
84,0,54628,Lee Hodges,391,Genesis Scottish Open,4,10,977
84,0,50188,S.H. Kim,391,ZOZO CHAMPIONSHIP,1,14,875
84,0,49771,J.T. Poston,391,Sentry,4,18,656
87,0,31577,Tano Goya,390,3M Open,1,15,883
87,0,48293,Mikael Lindberg,390,Barbasol,1,5,884
87,0,46441,Robby Shelton,390,Shriners Children's Open,1,4,538
87,0,48119,Ben Taylor,390,Genesis Scottish Open,4,15,977
