RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
1,0,28237,Rory McIlroy,311.0,251308,808
2,0,57366,Cameron Young,307.7,289865,942
3,0,49453,Trevor Cone,306.3,268947,878
4,0,27129,Luke List,305.2,351616,1152
5,0,33948,Byeong Hun An,304.6,374621,1230
6,0,52453,Nicolai Hojgaard,304.2,142963,470
7,0,46970,Jon Rahm,304.0,254127,836
8,0,39546,Keith Mitchell,303.5,312016,1028
9,0,51491,Brandon Matthews,303.4,177178,584
10,0,52955,Ludvig Åberg,303.0,190254,628
11,0,51414,Brent Grant,302.7,240379,794
12,0,51766,Wyndham Clark,302.5,358160,1184
12,0,46046,Scottie Scheffler,302.5,310972,1028
14,0,45242,Kevin Yu,302.4,202580,670
15,0,46601,Trey Mullinax,302.2,282825,936
15,0,24502,Adam Scott,302.2,220022,728
15,0,52411,Kyle Westmoreland,302.2,243585,806
18,0,58696,Peter Kuest,302.1,166172,550
19,0,39067,MJ Daffue,302.0,311654,1032
19,0,51070,Vincent Norrman,302.0,273049,904
21,0,35450,Patrick Cantlay,300.9,260574,866
21,0,46717,Viktor Hovland,300.9,293657,976
21,0,55893,Sam Stevens,300.9,346592,1152
24,0,34255,Joseph Bramlett,300.8,282105,938
24,0,48699,Callum Tarren,300.8,344125,1144
26,0,36699,Patrick Rodgers,300.6,348109,1158
27,0,52372,Cameron Champ,299.9,245890,820
28,0,34363,Tyrrell Hatton,299.6,275612,920
28,0,40250,Taylor Pendrith,299.6,333713,1114
28,0,55454,Carl Yuan,299.6,286991,958
31,0,31323,Gary Woodland,299.4,304152,1016
32,0,47504,Sam Burns,299.1,303593,1015
32,0,27554,Scott Harrington,299.1,237513,794
34,0,39977,Max Homa,299.0,321727,1076
35,0,54421,Garrick Higgo,298.8,374041,1252
35,0,33448,Justin Thomas,298.8,278505,932
37,0,48867,Matti Schmid,298.5,216735,726
38,0,28420,Ryan Brehm,298.4,279934,938
38,0,39058,Lucas Herbert,298.4,198723,666
38,0,58168,Davis Thompson,298.4,361649,1212
41,0,12716,Charley Hoffman,298.3,238066,798
42,0,45157,Cam Davis,298.1,332626,1116
42,0,32333,Kevin Tway,298.1,332130,1114
44,0,34046,Jordan Spieth,298.0,257484,864
45,0,39997,Corey Conners,297.9,313387,1052
46,0,33141,Keegan Bradley,297.6,279742,940
47,0,36724,Augusto Núñez,297.5,239755,806
48,0,36799,Stephan Jaeger,297.0,441279,1486
49,0,28089,Jason Day,296.8,264163,890
49,0,35461,Beau Hossler,296.8,363274,1224
51,0,29725,Tony Finau,296.6,300762,1014
52,0,20229,Stewart Cink,296.5,271620,916
53,0,40098,Matt Fitzpatrick,296.3,261332,882
54,0,29970,Dylan Frittelli,296.2,242277,818
55,0,23320,Ryan Palmer,296.0,268777,908
56,0,47988,Nick Hardy,295.9,366939,1240
56,0,25632,Jimmy Walker,295.9,311841,1054
58,0,48081,Xander Schauffele,295.8,254694,861
58,0,58967,Trevor Werbylo,295.8,237823,804
60,0,40006,Erik van Rooyen,295.7,228582,773
61,0,50188,S.H. Kim,295.5,398336,1348
62,0,48117,Kurt Kitayama,295.4,225699,764
62,0,30692,Scott Stallings,295.4,277115,938
64,0,56630,Akshay Bhatia,295.2,239152,810
64,0,49947,Taylor Moore,295.2,332413,1126
64,0,51634,Sahith Theegala,295.2,354879,1202
67,0,37338,Zecheng Dou,295.1,311017,1054
68,0,32662,Michael Gligic,295.0,213008,722
68,0,39971,Sungjae Im,295.0,351012,1190
70,0,55708,Hayden Buckley,294.7,267588,908
71,0,33653,Thomas Detry,294.5,275028,934
72,0,47995,Davis Riley,294.2,309469,1052
73,0,32102,Rickie Fowler,294.1,331211,1126
73,0,56762,Will Gordon,294.1,362971,1234
75,0,32366,Kevin Chappell,293.7,147452,502
76,0,31577,Tano Goya,293.6,264827,902
77,0,57362,Austin Eckroat,293.4,291006,992
78,0,39975,Michael Kim,293.2,279736,954
79,0,33597,Harry Higgs,293.1,242142,826
79,0,55182,Tom Kim,293.1,310646,1060
79,0,47347,Adam Schenk,293.1,399856,1364
82,0,55789,Taylor Montgomery,293.0,346378,1182
83,0,32791,K.H. Lee,292.9,334450,1142
84,0,39324,J.J. Spaun,292.8,341448,1166
84,0,48887,Matt Wallace,292.8,271153,926
86,0,29420,Billy Horschel,292.7,216000,738
86,0,37455,Si Woo Kim,292.7,350116,1196
86,0,39335,Kevin Roy,292.7,215419,736
86,0,48119,Ben Taylor,292.7,344185,1176
90,0,54591,Ben Griffin,292.6,365144,1248
90,0,28252,Seamus Power,292.6,266876,912
90,0,35617,Martin Trainer,292.6,155655,532
93,0,33204,Shane Lowry,292.4,228100,780
94,0,30911,Tommy Fleetwood,292.2,251276,860
95,0,35506,Mackenzie Hughes,292.1,289212,990
96,0,45609,Tyler Duncan,291.9,322264,1104
97,0,32839,Hideki Matsuyama,291.8,285376,978
97,0,50525,Collin Morikawa,291.8,253303,868
97,0,29289,S.Y. Noh,291.8,186753,640
100,0,35310,Lanto Griffin,291.7,183161,628
100,0,31646,Emiliano Grillo,291.7,357679,1226
102,0,27644,Brian Harman,291.5,320647,1100
102,0,34431,Robert Streb,291.5,252430,866
104,0,34466,Peter Malnati,291.3,309344,1062
105,0,34563,Chesson Hadley,291.2,318043,1092
105,0,46340,Alex Smalley,291.2,376818,1294
105,0,49960,Sepp Straka,291.2,313917,1078
108,0,39954,Cody Gribble,291.1,202572,696
108,0,54628,Lee Hodges,291.1,359790,1236
108,0,50095,Austin Smotherman,291.1,328694,1129
111,0,25686,Jason Dufner,290.9,280424,964
112,0,32757,Patton Kizzire,290.8,337324,1160
112,0,27349,Alex Noren,290.8,294311,1012
114,0,34076,Joel Dahmen,290.7,294214,1012
114,0,46442,Maverick McNealy,290.7,196510,676
114,0,49771,J.T. Poston,290.7,348277,1198
117,0,59018,Ryan Gerard,290.2,196726,678
118,0,30926,Chris Kirk,290.1,308077,1062
118,0,51997,Andrew Novak,290.1,274981,948
120,0,33408,Tyson Alexander,290.0,281871,972
120,0,47591,Eric Cole,290.0,438416,1512
120,0,47983,Chad Ramey,290.0,361305,1246
123,0,32448,James Hahn,289.7,277572,958
124,0,57975,Harry Hall,289.6,297125,1026
125,0,48084,Wesley Bryan,289.5,125066,432
126,0,47128,Richy Werenski,289.3,289856,1002
127,0,51349,Nico Echavarria,289.2,219802,760
127,0,52374,Brandon Wu,289.2,341828,1182
129,0,52375,Doug Ghim,289.1,298320,1032
129,0,25818,Scott Piercy,289.1,282117,976
131,0,40115,Adam Svensson,289.0,416124,1440
132,0,35532,Tom Hoge,288.9,343232,1188
133,0,33399,Adam Hadwin,288.8,325755,1128
133,0,32640,Troy Merritt,288.8,281915,976
133,0,27214,Kevin Streelman,288.8,340256,1178
136,0,25493,Nick Taylor,288.7,300872,1042
137,0,51890,Greyson Sigg,288.5,358302,1242
138,0,29221,Webb Simpson,288.2,212676,738
139,0,54783,Dylan Wu,288.1,315760,1096
140,0,28775,Nate Lashley,287.9,338008,1174
141,0,37275,Sam Ryder,287.8,352792,1226
142,0,49298,Kramer Hickok,287.5,312783,1088
142,0,34610,Matthias Schwab,287.5,324327,1128
142,0,50493,Justin Suh,287.5,386913,1346
145,0,23108,Matt Kuchar,287.4,318399,1108
145,0,36871,Matt NeSmith,287.4,336889,1172
147,0,47079,Harrison Endycott,287.3,272370,948
148,0,25900,Lucas Glover,287.0,320886,1118
149,0,46414,Aaron Rai,286.7,348047,1214
149,0,53165,Doc Redman,286.7,267243,932
151,0,32139,Danny Willett,286.5,211724,739
152,0,47993,Denny McCarthy,286.2,349150,1220
153,0,40162,Justin Lower,286.1,320449,1120
153,0,52513,Carson Young,286.1,298690,1044
155,0,49766,Hank Lebioda,285.9,166419,582
156,0,29908,C.T. Pan,285.8,156609,548
157,0,34098,Russell Henley,285.7,291364,1020
157,0,24140,Sean O'Hair,285.7,122842,430
157,0,22056,Cameron Percy,285.7,178829,626
160,0,33413,Ben Martin,285.5,316284,1108
160,0,30163,Henrik Norlander,285.5,270663,948
162,0,36801,Mark Hubbard,285.0,354193,1243
162,0,33410,Andrew Landry,285.0,251360,882
162,0,46441,Robby Shelton,285.0,328930,1154
165,0,27095,Nick Watney,284.9,218272,766
166,0,45522,Christiaan Bezuidenhout,284.8,314426,1104
166,0,34099,Harris English,284.8,324698,1140
168,0,22405,Justin Rose,284.5,212769,748
169,0,27936,Martin Laird,284.2,268900,946
169,0,51950,Max McGreevy,284.2,252980,890
171,0,36326,David Lipsky,283.8,318981,1124
172,0,27974,Sung Kang,283.2,123482,436
173,0,31557,Jim Herman,283.1,245456,867
174,0,29535,Brice Garnett,282.8,248878,880
174,0,35449,Adam Long,282.8,338767,1198
176,0,24925,Jonathan Byrd,282.6,145823,516
176,0,32816,Satoshi Kodaira,282.6,168991,598
178,0,27963,Chris Stroud,282.3,161485,572
179,0,24024,Zach Johnson,281.9,219331,778
180,0,26476,Chez Reavie,281.2,335168,1192
181,0,35879,Kelly Kraft,281.1,286157,1018
181,0,26596,Ryan Moore,281.1,251286,894
