RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,55893,Sam Stevens,36.11%,416,1152,-0.118
2,0,36699,Patrick Rodgers,34.28%,397,1158,-0.118
3,0,28089,Jason Day,34.27%,305,890,-0.105
4,0,51070,Vincent Norrman,33.96%,307,904,-0.114
5,0,34363,Tyrrell Hatton,33.91%,312,920,-0.189
6,0,39546,Keith Mitchell,33.85%,348,1028,-0.069
7,0,36799,Stephan Jaeger,33.65%,500,1486,-0.168
8,0,23320,Ryan Palmer,33.26%,302,908,-0.093
9,0,35461,Beau Hossler,33.17%,406,1224,-0.214
10,0,12716,Charley Hoffman,32.83%,262,798,-0.149
11,0,50188,S.H. Kim,32.49%,438,1348,-0.121
12,0,27129,Luke List,32.47%,374,1152,-0.053
13,0,46970,Jon Rahm,32.18%,269,836,-0.097
14,0,51414,Brent Grant,31.99%,254,794,E
15,0,46717,Viktor Hovland,31.97%,312,976,-0.138
16,0,29970,Dylan Frittelli,31.91%,261,818,-0.115
17,0,37338,Zecheng Dou,31.88%,336,1054,-0.161
18,0,45157,Cam Davis,31.72%,354,1116,-0.203
19,0,58168,Davis Thompson,31.68%,384,1212,-0.146
20,0,29725,Tony Finau,31.36%,318,1014,-0.154
21,0,54421,Garrick Higgo,31.15%,390,1252,-0.115
22,0,34046,Jordan Spieth,31.13%,269,864,-0.108
23,0,46046,Scottie Scheffler,31.03%,319,1028,-0.185
24,0,27554,Scott Harrington,30.86%,245,794,-0.073
25,0,33141,Keegan Bradley,30.85%,290,940,-0.097
26,0,39997,Corey Conners,30.80%,324,1052,-0.114
27,0,32333,Kevin Tway,30.79%,343,1114,-0.125
28,0,33204,Shane Lowry,30.77%,240,780,-0.058
28,0,48699,Callum Tarren,30.77%,352,1144,-0.082
30,0,39977,Max Homa,30.76%,331,1076,-0.215
31,0,52955,Ludvig Åberg,30.73%,193,628,-0.202
32,0,35450,Patrick Cantlay,30.72%,266,866,-0.195
33,0,28420,Ryan Brehm,30.70%,288,938,+0.031
34,0,39067,MJ Daffue,30.52%,315,1032,-0.105
35,0,20229,Stewart Cink,30.46%,279,916,-0.075
36,0,49947,Taylor Moore,30.28%,341,1126,-0.103
37,0,49453,Trevor Cone,30.18%,265,878,-0.053
38,0,47988,Nick Hardy,30.16%,374,1240,-0.139
39,0,54628,Lee Hodges,29.85%,369,1236,-0.152
40,0,33948,Byeong Hun An,29.76%,366,1230,-0.096
41,0,47504,Sam Burns,29.75%,302,1015,-0.066
41,0,47995,Davis Riley,29.75%,313,1052,-0.112
43,0,48081,Xander Schauffele,29.62%,255,861,-0.235
44,0,56630,Akshay Bhatia,29.51%,239,810,-0.201
45,0,47347,Adam Schenk,29.40%,401,1364,-0.125
45,0,33448,Justin Thomas,29.40%,274,932,-0.212
47,0,32102,Rickie Fowler,29.31%,330,1126,-0.164
48,0,40250,Taylor Pendrith,29.26%,326,1114,-0.092
49,0,29289,S.Y. Noh,29.22%,187,640,-0.166
50,0,34431,Robert Streb,29.10%,252,866,-0.131
51,0,39971,Sungjae Im,29.08%,346,1190,-0.243
52,0,31323,Gary Woodland,29.04%,295,1016,-0.031
53,0,40006,Erik van Rooyen,28.98%,224,773,-0.058
53,0,58967,Trevor Werbylo,28.98%,233,804,-0.090
55,0,51634,Sahith Theegala,28.95%,348,1202,-0.112
56,0,46601,Trey Mullinax,28.85%,270,936,-0.022
57,0,35506,Mackenzie Hughes,28.79%,285,990,-0.109
58,0,46340,Alex Smalley,28.75%,372,1294,-0.172
58,0,25632,Jimmy Walker,28.75%,303,1054,-0.119
60,0,34255,Joseph Bramlett,28.68%,269,938,-0.097
61,0,57362,Austin Eckroat,28.63%,284,992,-0.162
62,0,30911,Tommy Fleetwood,28.60%,246,860,-0.138
62,0,31577,Tano Goya,28.60%,258,902,-0.089
64,0,52453,Nicolai Hojgaard,28.51%,134,470,-0.097
65,0,54591,Ben Griffin,28.45%,355,1248,-0.118
66,0,39058,Lucas Herbert,28.38%,189,666,-0.079
67,0,45609,Tyler Duncan,28.35%,313,1104,-0.096
68,0,55454,Carl Yuan,28.29%,271,958,-0.140
69,0,37455,Si Woo Kim,28.18%,337,1196,-0.172
