RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,23349,Charles Warren,5,1,4
2,0,27436,Graham DeLaet,8,2,6
3,0,20645,John Senden,15,14,1
4,0,06621,Joe Durant,17,14,3
4,0,01706,Davis Love III,17,4,13
6,0,26289,Boo Weekley,21,4,17
7,0,27933,John Merrick,24,10,14
8,0,08375,Paul Stankowski,37,28,9
9,0,06595,Kevin Sutherland,42,40,2
9,0,23788,D.J. Trahan,42,35,7
11,0,24924,Bill Haas,43,22,21
12,0,32102,Rickie Fowler,46,24,22
12,0,01945,Kenny Perry,46,6,40
14,0,24781,Hunter Mahan,52,3,49
15,0,27120,Troy Matteson,54,49,5
16,0,23623,Bo Van Pelt,55,18,37
17,0,28087,Kris Blanks,56,48,8
17,0,27095,Nick Watney,56,26,30
19,0,01313,Steve Elkington,58,11,47
20,0,01766,Billy Mayfair,60,31,29
21,0,23353,J.J. Henry,62,16,46
22,0,28620,Aron Price,64,54,10
23,0,24502,Adam Scott,66,35,31
24,0,20574,Mathew Goggin,68,42,26
25,0,23108,Matt Kuchar,72,38,34
26,0,27302,Garth Mulroy,73,56,17
26,0,22913,John Rollins,73,7,66
26,0,10425,Jay Williamson,73,30,43
29,0,24912,Will MacKenzie,74,18,56
30,0,27330,Josh Teater,76,31,45
31,0,12510,Chad Campbell,77,38,39
32,0,23638,Brendon de Jonge,78,61,17
33,0,20436,Garrett Willis,80,56,24
34,0,20229,Stewart Cink,83,31,52
35,0,21878,Mark Wilson,85,73,12
36,0,22293,Heath Slocum,90,58,32
37,0,23307,Roger Tambellini,91,64,27
38,0,06567,Vijay Singh,95,44,51
39,0,33419,Cameron Tringale,101,86,15
40,0,22946,Henrik Bjornstad,102,64,38
41,0,23541,Ben Crane,103,40,63
42,0,23325,Vaughn Taylor,104,45,59
43,0,25364,Paul Casey,106,58,48
44,0,22056,Cameron Percy,107,96,11
45,0,06527,Steve Stricker,109,49,60
46,0,24361,Pat Perez,110,67,43
47,0,26596,Ryan Moore,112,8,104
48,0,29910,Blake Adams,113,11,102
49,0,10885,Robert Allenby,114,47,67
50,0,20378,Mathias Grönberg,117,18,99
51,0,25900,Lucas Glover,118,28,90
52,0,24925,Jonathan Byrd,121,101,20
53,0,11123,Chris Couch,122,8,114
53,0,23322,Brett Wetterich,122,54,68
53,0,12602,Dean Wilson,122,80,42
56,0,24140,Sean O'Hair,124,61,63
57,0,27936,Martin Laird,126,49,77
58,0,27214,Kevin Streelman,129,25,104
59,0,20691,Greg Owen,130,89,41
59,0,02206,David Toms,130,43,87
59,0,25804,Bubba Watson,130,75,55
62,0,20105,Jeff Gove,131,103,28
63,0,30946,Alex Prugh,135,82,53
64,0,28780,Nicholas Thompson,139,64,75
65,0,30925,Dustin Johnson,140,70,70
65,0,26695,Michael Letzig,140,68,72
67,0,26420,Richard Johnson,141,83,58
67,0,28237,Rory McIlroy,141,21,120
69,0,08725,Tom Gillis,142,11,131
70,0,12716,Charley Hoffman,147,35,112
70,0,01941,Tom Pernice Jr.,147,122,25
72,0,26679,Kevin Stadler,149,79,70
73,0,24357,K.J. Choi,150,94,56
73,0,12705,Cliff Kresge,150,46,104
75,0,08385,Omar Uresti,152,89,63
76,0,25686,Jason Dufner,153,49,104
77,0,08075,Jerry Kelly,156,68,88
78,0,21209,Sergio Garcia,157,34,123
78,0,01797,Rocco Mediate,157,122,35
80,0,28089,Jason Day,159,75,84
80,0,24358,Robert Garrigus,159,73,86
80,0,20157,Retief Goosen,159,26,133
83,0,20498,Briny Baird,160,127,33
83,0,24024,Zach Johnson,160,49,111
85,0,10585,Scott McCarron,163,23,140
86,0,27060,John Mallinger,164,70,94
87,0,06251,Chris DiMarco,166,75,91
87,0,26881,Jarrod Lyle,166,17,149
89,0,27466,Spencer Levin,168,145,23
90,0,27963,Chris Stroud,170,134,36
91,0,22405,Justin Rose,177,58,119
92,0,25818,Scott Piercy,178,96,82
93,0,10809,Jim Furyk,179,86,93
94,0,06004,Stephen Ames,180,101,79
95,0,28158,Steve Marino,184,96,88
96,0,22621,Ben Curtis,185,116,69
97,0,26301,James Nitties,186,70,116
98,0,07867,Woody Austin,188,116,72
99,0,21961,Charles Howell III,193,139,54
99,0,26851,Marc Leishman,193,89,104
101,0,20472,Alex Cejka,195,86,109
101,0,07749,Brett Quigley,195,179,16
101,0,24663,Y.E. Yang,195,61,134
104,0,23135,Tim Clark,198,96,102
105,0,20127,Chris Riley,201,109,92
106,0,28475,Jeff Overton,202,106,96
107,0,24507,Jason Bohn,206,127,79
108,0,01724,Jeff Maggert,212,112,100
108,0,25240,D.A. Points,212,138,74
110,0,26951,Johnson Wagner,228,167,61
111,0,23409,James Driscoll,229,132,97
111,0,27141,J.B. Holmes,229,85,144
111,0,12714,Chris Tidland,229,112,117
114,0,20848,Ángel Cabrera,230,89,141
115,0,01116,Michael Bradley,231,182,49
116,0,06522,Ernie Els,233,158,75
117,0,23320,Ryan Palmer,234,89,145
118,0,22378,Trevor Immelman,241,115,126
119,0,24846,Ricky Barnes,243,181,62
120,0,22371,Aaron Baddeley,245,81,164
120,0,06643,Paul Goydos,245,111,134
122,0,29285,Brent Delahoussaye,246,148,98
122,0,28307,Matt Every,246,84,162
122,0,21731,Freddie Jacobson,246,168,78
125,0,01249,John Daly,248,106,142
125,0,01320,Bob Estes,248,169,79
127,0,01577,Lee Janzen,249,165,84
127,0,01948,Tim Petrovic,249,131,118
127,0,23621,Rory Sabbatini,249,148,101
130,0,27770,Camilo Villegas,252,125,127
131,0,01619,Skip Kendall,254,75,179
132,0,22046,Geoff Ogilvy,255,172,83
132,0,20572,Rod Pampling,255,96,159
134,0,23673,Michael Connell,256,161,95
135,0,12652,Cameron Beckman,259,137,122
135,0,10860,Justin Leonard,259,103,156
137,0,22122,Andrew McLardy,261,129,132
138,0,20160,Charlie Wi,263,153,110
139,0,25190,Jeff Quinney,264,116,148
139,0,25892,Steve Wheatcroft,264,94,170
141,0,01810,Phil Mickelson,271,116,155
142,0,24227,Justin Bolli,272,112,160
143,0,08537,J.P. Hayes,275,145,130
144,0,12782,Tim Herron,276,163,113
144,0,24490,George McNeill,276,148,128
146,0,19846,Brian Gay,277,106,171
147,0,21753,Brian Davis,278,103,175
148,0,25562,Andres Romero,279,122,157
149,0,23548,Bill Lunde,282,143,139
149,0,25396,Kevin Na,282,145,137
151,0,02239,Scott Verplank,284,116,168
152,0,28500,Martin Flores,286,125,161
152,0,26300,Matt Jones,286,135,151
154,0,07363,Craig Bowden,287,109,178
155,0,20663,Brenden Pappas,288,173,115
156,0,29221,Webb Simpson,291,170,121
157,0,25632,Jimmy Walker,293,155,138
158,0,31560,Brian Stuard,294,136,158
159,0,21959,Ted Purdy,296,129,167
160,0,26287,Roland Thatcher,297,161,136
161,0,21949,Joe Ogilvie,298,173,125
162,0,09011,David Duval,301,177,124
162,0,01707,Steve Lowery,301,158,143
162,0,26882,Michael Sim,301,152,149
165,0,20070,Matt Bettencourt,305,116,189
165,0,26392,Chris Wilson,305,132,173
167,0,20686,Jeev Milkha Singh,308,156,152
168,0,32640,Troy Merritt,309,164,145
169,0,27613,David Lutterus,317,151,166
170,0,01161,Mark Calcavecchia,318,173,145
171,0,20593,Greg Chalmers,319,190,129
172,0,27797,Derek Lamely,323,140,183
