RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
1,0,33141,Keegan Bradley,4.45,579,130
2,0,08793,Tiger Woods,4.47,447,100
3,0,25804,Bubba Watson,4.50,513,114
4,0,12510,Chad Campbell,4.51,492,109
5,0,26679,Kevin Stadler,4.52,538,119
5,0,29425,Andrew Svoboda,4.52,276,61
7,0,22405,Justin Rose,4.53,435,96
7,0,26331,Charl Schwartzel,4.53,471,104
7,0,21528,Henrik Stenson,4.53,480,106
10,0,21209,Sergio Garcia,4.54,463,102
10,0,30926,Chris Kirk,4.54,604,133
10,0,23800,Bryce Molder,4.54,540,119
10,0,34431,Robert Streb,4.54,459,101
14,0,23452,Nicolas Colsaerts,4.55,355,78
14,0,23320,Ryan Palmer,4.55,523,115
14,0,20443,Jin Park,4.55,341,75
14,0,25834,Daniel Summerhays,4.55,587,129
18,0,32200,Roberto Castro,4.56,671,147
18,0,32102,Rickie Fowler,4.56,556,122
18,0,22792,Peter Hanson,4.56,269,59
18,0,23621,Rory Sabbatini,4.56,534,117
22,0,12716,Charley Hoffman,4.57,622,136
22,0,23108,Matt Kuchar,4.57,630,138
22,0,20572,Rod Pampling,4.57,288,63
22,0,27649,Brandt Snedeker,4.57,590,129
26,0,29740,Brad Fritsch,4.58,541,118
26,0,08725,Tom Gillis,4.58,408,89
26,0,32448,James Hahn,4.58,518,113
26,0,30944,Jason Kokrak,4.58,540,118
30,0,06004,Stephen Ames,4.59,317,69
30,0,23541,Ben Crane,4.59,381,83
30,0,28089,Jason Day,4.59,620,135
30,0,21731,Freddie Jacobson,4.59,427,93
30,0,24024,Zach Johnson,4.59,597,130
30,0,29221,Webb Simpson,4.59,620,135
30,0,27095,Nick Watney,4.59,638,139
30,0,26289,Boo Weekley,4.59,697,152
38,0,27436,Graham DeLaet,4.60,663,144
38,0,28092,D.H. Lee,4.60,455,99
38,0,01810,Phil Mickelson,4.60,566,123
38,0,24502,Adam Scott,4.60,460,100
42,0,25274,Steven Bowditch,4.61,447,97
42,0,20593,Greg Chalmers,4.61,516,112
42,0,24781,Hunter Mahan,4.61,641,139
42,0,26596,Ryan Moore,4.61,507,110
42,0,20645,John Senden,4.61,581,126
47,0,20229,Stewart Cink,4.62,559,121
47,0,23135,Tim Clark,4.62,430,93
47,0,23638,Brendon de Jonge,4.62,763,165
47,0,06522,Ernie Els,4.62,453,98
47,0,30711,Colt Knost,4.62,453,98
47,0,33869,Eric Meierdierks,4.62,328,71
47,0,22056,Cameron Percy,4.62,439,95
47,0,27214,Kevin Streelman,4.62,614,133
47,0,23788,D.J. Trahan,4.62,300,65
56,0,22371,Aaron Baddeley,4.63,495,107
56,0,34021,Bud Cauley,4.63,454,98
56,0,35539,Luke Guthrie,4.63,607,131
56,0,31557,Jim Herman,4.63,366,79
56,0,27963,Chris Stroud,4.63,667,144
61,0,28500,Martin Flores,4.64,566,122
61,0,21961,Charles Howell III,4.64,617,133
61,0,26300,Matt Jones,4.64,598,129
61,0,27933,John Merrick,4.64,552,119
61,0,25562,Andres Romero,4.64,394,85
61,0,34046,Jordan Spieth,4.64,599,129
61,0,33419,Cameron Tringale,4.64,571,123
61,0,25632,Jimmy Walker,4.64,617,133
69,0,24846,Ricky Barnes,4.65,488,105
69,0,10809,Jim Furyk,4.65,590,127
69,0,20766,Padraig Harrington,4.65,349,75
69,0,12782,Tim Herron,4.65,321,69
69,0,30925,Dustin Johnson,4.65,502,108
69,0,27408,Martin Kaymer,4.65,437,94
69,0,27129,Luke List,4.65,428,92
69,0,30163,Henrik Norlander,4.65,493,106
69,0,25336,Alistair Presnell,4.65,395,85
69,0,34360,Patrick Reed,4.65,567,122
69,0,28310,Lee Williams,4.65,423,91
80,0,34099,Harris English,4.66,675,145
80,0,06573,Brandt Jobe,4.66,429,92
80,0,08075,Jerry Kelly,4.66,564,121
80,0,28135,Aaron Watkins,4.66,303,65
80,0,10423,Mike Weir,4.66,405,87
85,0,24399,Scott Gardiner,4.67,416,89
85,0,28679,Fabián Gómez,4.67,462,99
85,0,24924,Bill Haas,4.67,616,132
85,0,22806,Doug LaBelle II,4.67,500,107
85,0,27503,Steve LeBrun,4.67,444,95
85,0,20396,Lee Westwood,4.67,528,113
85,0,24663,Y.E. Yang,4.67,364,78
92,0,01116,Michael Bradley,4.68,365,78
92,0,29420,Billy Horschel,4.68,697,149
92,0,35139,Richard Lee,4.68,580,124
92,0,26851,Marc Leishman,4.68,562,120
92,0,21099,David Lynn,4.68,534,114
92,0,24490,George McNeill,4.68,463,99
92,0,23497,Tag Ridings,4.68,454,97
92,0,27770,Camilo Villegas,4.68,557,119
92,0,21878,Mark Wilson,4.68,356,76
101,0,29479,Scott Brown,4.69,502,107
101,0,25686,Jason Dufner,4.69,572,122
101,0,33461,Morgan Hoffmann,4.69,417,89
101,0,10860,Justin Leonard,4.69,619,132
101,0,28237,Rory McIlroy,4.69,455,97
101,0,24140,Sean O'Hair,4.69,413,88
101,0,28475,Jeff Overton,4.69,549,117
101,0,20691,Greg Owen,4.69,469,100
101,0,33418,Shawn Stefani,4.69,446,95
101,0,23325,Vaughn Taylor,4.69,314,67
111,0,23983,Luke Donald,4.70,451,96
111,0,22378,Trevor Immelman,4.70,498,106
111,0,34261,Scott Langley,4.70,559,119
111,0,25572,Graeme McDowell,4.70,362,77
111,0,25345,Carl Pettersson,4.70,588,125
111,0,24138,Ian Poulter,4.70,404,86
111,0,22913,John Rollins,4.70,531,113
111,0,30692,Scott Stallings,4.70,574,122
119,0,32334,Charlie Beljan,4.71,447,95
119,0,32366,Kevin Chappell,4.71,598,127
119,0,24357,K.J. Choi,4.71,631,134
119,0,27936,Martin Laird,4.71,565,120
