RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
1,0,25804,Bubba Watson,9.9
2,0,37351,Oliver Goss,9.7
2,0,40250,Taylor Pendrith,9.7
4,0,28237,Rory McIlroy,9.6
5,0,30925,Dustin Johnson,9.5
5,0,35300,Andrew Loupe,9.5
5,0,24502,Adam Scott,9.5
5,0,37189,Harold Varner III,9.5
9,0,23063,Scott Hend,9.4
9,0,23320,Ryan Palmer,9.4
11,0,36689,Brooks Koepka,9.3
11,0,29461,Jamie Lovemark,9.3
13,0,28339,Victor Dubuisson,9.2
13,0,27141,J.B. Holmes,9.2
13,0,36699,Patrick Rodgers,9.2
16,0,27064,Jhonattan Vegas,9.1
17,0,20848,Ángel Cabrera,9.0
17,0,27436,Graham DeLaet,9.0
19,0,32334,Charlie Beljan,8.9
19,0,24358,Robert Garrigus,8.9
19,0,31323,Gary Woodland,8.9
22,0,28089,Jason Day,8.8
22,0,21961,Charles Howell III,8.8
22,0,30944,Jason Kokrak,8.8
25,0,25274,Steven Bowditch,8.7
25,0,35840,Kevin Foley,8.7
25,0,22000,Chris Wood,8.7
28,0,37273,Derek Ernst,8.6
28,0,26300,Matt Jones,8.6
28,0,34409,David Lingmerth,8.6
28,0,46048,Jordan Niebrugge,8.6
28,0,25818,Scott Piercy,8.6
28,0,29454,Bernd Wiesberger,8.6
34,0,28158,Steve Marino,8.4
34,0,30946,Alex Prugh,8.4
34,0,32333,Kevin Tway,8.4
37,0,33141,Keegan Bradley,8.3
37,0,28937,George Coetzee,8.3
37,0,32102,Rickie Fowler,8.3
37,0,29974,Branden Grace,8.3
37,0,12716,Charley Hoffman,8.3
37,0,27936,Martin Laird,8.3
37,0,34579,Alexander Levy,8.3
37,0,30692,Scott Stallings,8.3
37,0,34264,Hudson Swafford,8.3
46,0,29740,Brad Fritsch,8.2
46,0,33461,Morgan Hoffmann,8.2
46,0,29420,Billy Horschel,8.2
46,0,26851,Marc Leishman,8.2
46,0,24140,Sean O'Hair,8.2
46,0,23621,Rory Sabbatini,8.2
52,0,27120,Troy Matteson,8.1
52,0,26329,Louis Oosthuizen,8.1
52,0,26331,Charl Schwartzel,8.1
52,0,25632,Jimmy Walker,8.1
56,0,22405,Justin Rose,8.0
56,0,29484,Peter Uihlein,8.0
58,0,25369,Jamie Donaldson,7.9
58,0,34099,Harris English,7.9
58,0,40098,Matt Fitzpatrick,7.9
58,0,34431,Robert Streb,7.9
62,0,34021,Bud Cauley,7.8
62,0,32366,Kevin Chappell,7.8
62,0,34076,Joel Dahmen,7.8
62,0,33448,Justin Thomas,7.8
62,0,20396,Lee Westwood,7.8
67,0,37365,Brady Watt,7.7
68,0,39977,Max Homa,7.6
68,0,33204,Shane Lowry,7.6
68,0,45294,Kevin Penner,7.6
68,0,33418,Shawn Stefani,7.6
68,0,27330,Josh Teater,7.6
73,0,30978,Kiradech Aphibarnrat,7.5
73,0,01706,Davis Love III,7.5
73,0,29223,Sam Saunders,7.5
73,0,30110,Kyle Stanley,7.5
77,0,39974,Steven Ihm,7.4
77,0,29289,S.Y. Noh,7.4
77,0,20691,Greg Owen,7.4
77,0,35732,Wes Roach,7.4
77,0,27649,Brandt Snedeker,7.4
82,0,25364,Paul Casey,7.3
82,0,20721,Darren Fichardt,7.3
82,0,21209,Sergio Garcia,7.3
82,0,20766,Padraig Harrington,7.3
82,0,35139,Richard Lee,7.3
82,0,24781,Hunter Mahan,7.3
88,0,30750,Tommy Gainey,7.2
88,0,30852,Ryo Ishikawa,7.2
88,0,46507,Bobby Wyatt,7.2
91,0,26949,Josh Broadaway,7.1
91,0,32200,Roberto Castro,7.1
91,0,20376,Stephen Gallacher,7.1
91,0,29535,Brice Garnett,7.1
91,0,33399,Adam Hadwin,7.1
91,0,24940,Edward Loar,7.1
91,0,33413,Ben Martin,7.1
91,0,25562,Andres Romero,7.1
99,0,22892,Jason Gore,7.0
99,0,29518,Brendan Steele,7.0
99,0,21528,Henrik Stenson,7.0
102,0,29478,Kevin Kisner,6.9
102,0,34265,Will Wilcox,6.9
104,0,06522,Ernie Els,6.8
104,0,34098,Russell Henley,6.8
104,0,01810,Phil Mickelson,6.8
104,0,25841,Marc Warren,6.8
104,0,27095,Nick Watney,6.8
109,0,20229,Stewart Cink,6.7
109,0,25444,Justin Hicks,6.7
109,0,23623,Bo Van Pelt,6.7
112,0,28259,Sangmoon Bae,6.6
112,0,26499,Rafa Cabrera Bello,6.6
112,0,31416,Derek Fathauer,6.6
112,0,22378,Trevor Immelman,6.6
112,0,02106,Chris Smith,6.6
112,0,32139,Danny Willett,6.6
118,0,23540,Jason Allred,6.5
118,0,31557,Jim Herman,6.5
118,0,27408,Martin Kaymer,6.5
118,0,27770,Camilo Villegas,6.5
122,0,24924,Bill Haas,6.4
122,0,25345,Carl Pettersson,6.4
122,0,24459,Richard Sterne,6.4
122,0,32150,Michael Thompson,6.4
122,0,26595,Derek Tolan,6.4
127,0,33120,Mark Anderson,6.3
127,0,32839,Hideki Matsuyama,6.3
127,0,34360,Patrick Reed,6.3
130,0,12510,Chad Campbell,6.2
130,0,26360,Bubba Dickerson,6.2
130,0,28486,Michael Putnam,6.2
130,0,22913,John Rollins,6.2
130,0,21498,Hideto Tanihara,6.2
135,0,20593,Greg Chalmers,6.1
135,0,24399,Scott Gardiner,6.1
135,0,33968,Thorbjørn Olesen,6.1
135,0,34046,Jordan Spieth,6.1
135,0,27214,Kevin Streelman,6.1
140,0,25191,Gonzalo Fernandez-Castaño,6.0
140,0,28679,Fabián Gómez,6.0
140,0,20157,Retief Goosen,6.0
140,0,29670,Pablo Larrazabal,6.0
140,0,22046,Geoff Ogilvy,6.0
145,0,35450,Patrick Cantlay,5.9
145,0,28307,Matt Every,5.9
145,0,34563,Chesson Hadley,5.9
145,0,31193,Jim Renner,5.9
145,0,10387,Chris Thompson,5.9
