RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK
1,0,01306,David Edwards,11
2,0,01226,Fred Couples,10
2,0,01928,Corey Pavin,10
4,0,01024,Billy Andrade,9
5,0,01049,Ian Baker-Finch,8
5,0,01444,Ken Green,8
5,0,01549,Mike Hulbert,8
5,0,01938,David Peoples,8
5,0,02303,Robert Wrenn,8
10,0,01381,Fred Funk,7
10,0,01527,Scott Hoch,7
10,0,01724,Jeff Maggert,7
10,0,01771,Blaine McCallister,7
10,0,02104,Jeff Sluman,7
10,0,02185,Lance Ten Broeck,7
10,0,02321,Fuzzy Zoeller,7
17,0,01014,Fulton Allem,6
17,0,01200,Keith Clearwater,6
17,0,01203,Russ Cochran,6
17,0,01219,John Cook,6
17,0,06034,Marco Dawson,6
17,0,01261,Jay Delsing,6
17,0,01313,Steve Elkington,6
17,0,01385,Jim Gallagher Jr.,6
17,0,01559,Hale Irwin,6
17,0,01639,Kenny Knox,6
17,0,01707,Steve Lowery,6
17,0,01723,Andrew Magee,6
17,0,06090,Jim McGovern,6
17,0,01797,Rocco Mediate,6
17,0,01958,Dan Pohl,6
17,0,02067,Ted Schulz,6
17,0,02100,Tim Simpson,6
17,0,02170,Hal Sutton,6
35,0,06006,JC Anderson,5
35,0,01023,Jerry Anderson,5
35,0,01035,Tommy Armour III,5
35,0,01042,Paul Azinger,5
35,0,01098,Jay Don Blake,5
35,0,01129,Bill Britton,5
35,0,01132,Mark Brooks,5
35,0,01151,Clark Burroughs,5
35,0,01196,Brian Claar,5
35,0,01214,Frank Conner,5
35,0,01266,Clark Dennis,5
35,0,01307,Joel Edwards,5
35,0,01323,Brad Fabel,5
35,0,01329,Brad Faxon,5
35,0,01355,Raymond Floyd,5
35,0,01361,Dan Forsman,5
35,0,01458,Jerry Haas,5
35,0,06284,Jim Hallet,5
35,0,01550,Ed Humenik,5
35,0,01569,Peter Jacobsen,5
35,0,01599,Steve Jones,5
35,0,01633,Tom Kite,5
35,0,01662,Greg Ladehoff,5
35,0,01690,Bruce Lietzke,5
35,0,01701,Bob Lohr,5
35,0,01783,Mark McCumber,5
35,0,01837,Gil Morgan,5
35,0,01846,Jodie Mudd,5
35,0,01887,Mark O'Meara,5
35,0,01968,Nick Price,5
35,0,01971,Dillard Pruitt,5
35,0,02049,Gene Sauers,5
35,0,02099,Scott Simpson,5
35,0,02160,Ron Streck,5
35,0,02223,Bob Tway,5
35,0,02225,Howard Twitty,5
35,0,02230,Stan Utley,5
35,0,02241,Bobby Wadkins,5
35,0,02242,Lanny Wadkins,5
35,0,02257,Brian Watts,5
75,0,01006,John Adams,4
75,0,06142,Mitch Adcock,4
75,0,06197,Michael Allen,4
75,0,01039,Perry Arthur,4
75,0,01040,Emlyn Aubrey,4
75,0,01072,Chip Beck,4
75,0,01078,Jim Benepe,4
75,0,01096,Phil Blackmar,4
75,0,01133,Billy Ray Brown,4
75,0,06118,Greg Bruckner,4
75,0,01157,Tom Byrum,4
75,0,01191,Barry Cheesman,4
75,0,01249,John Daly,4
75,0,01282,Trevor Dodds,4
75,0,01320,Bob Estes,4
75,0,01346,Ed Fiori,4
75,0,01378,David Frost,4
75,0,08533,Gibby Gilbert III,4
75,0,01414,Bob Gilder,4
75,0,01418,Bill Glasson,4
75,0,06044,Scott Gump,4
75,0,01468,Gary Hallberg,4
75,0,01469,Dan Halldorson,4
75,0,01475,Donnie Hammond,4
75,0,01510,Nolan Henke,4
75,0,01553,John Huston,4
75,0,01577,Lee Janzen,4
75,0,01641,Gary Koch,4
75,0,01706,Davis Love III,4
75,0,01725,John Mahaffey,4
75,0,01823,Larry Mize,4
75,0,01861,Jim Nelford,4
75,0,01871,Mike Nicolette,4
75,0,01891,David Ogrin,4
75,0,01926,Steve Pate,4
75,0,01943,Chris Perry,4
75,0,01946,Peter Persons,4
75,0,01975,Tom Purtzer,4
75,0,01998,Jack Renner,4
75,0,02010,Loren Roberts,4
75,0,02033,Dave Rummells,4
75,0,02054,Ken Schall,4
75,0,02087,Don Shirey Jr.,4
75,0,02090,Tom Sieckmann,4
75,0,06132,Sonny Skinner,4
