RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK
1,0,30926,Chris Kirk,13
1,0,25818,Scott Piercy,13
3,0,26951,Johnson Wagner,12
4,0,28237,Rory McIlroy,11
5,0,23638,Brendon de Jonge,10
6,0,21805,Harrison Frazar,9
6,0,08075,Jerry Kelly,9
6,0,27120,Troy Matteson,9
9,0,28475,Jeff Overton,8
9,0,06527,Steve Stricker,8
11,0,23135,Tim Clark,7
11,0,25686,Jason Dufner,7
11,0,21209,Sergio Garcia,7
11,0,24358,Robert Garrigus,7
11,0,33122,Russell Knox,7
11,0,23548,Bill Lunde,7
11,0,31202,William McGirt,7
11,0,01810,Phil Mickelson,7
11,0,27556,Ted Potter Jr.,7
11,0,23621,Rory Sabbatini,7
11,0,24502,Adam Scott,7
11,0,30692,Scott Stallings,7
11,0,32150,Michael Thompson,7
11,0,30927,Brendon Todd,7
25,0,29910,Blake Adams,6
25,0,20850,Daniel Chopra,6
25,0,28455,Will Claxton,6
25,0,23452,Nicolas Colsaerts,6
25,0,23541,Ben Crane,6
25,0,28089,Jason Day,6
25,0,28500,Martin Flores,6
25,0,30750,Tommy Gainey,6
25,0,19846,Brian Gay,6
25,0,12782,Tim Herron,6
25,0,21961,Charles Howell III,6
25,0,28308,Troy Kelly,6
25,0,23108,Matt Kuchar,6
25,0,27936,Martin Laird,6
25,0,35139,Richard Lee,6
25,0,26329,Louis Oosthuizen,6
25,0,25457,Alexandre Rocha,6
25,0,06567,Vijay Singh,6
25,0,21528,Henrik Stenson,6
25,0,27214,Kevin Streelman,6
25,0,27330,Josh Teater,6
25,0,02246,Duffy Waldorf,6
25,0,25632,Jimmy Walker,6
25,0,20396,Lee Westwood,6
25,0,08793,Tiger Woods,6
50,0,20098,Stuart Appleby,5
50,0,24507,Jason Bohn,5
50,0,33141,Keegan Bradley,5
50,0,12510,Chad Campbell,5
50,0,32366,Kevin Chappell,5
50,0,20623,Gavin Coles,5
50,0,21753,Brian Davis,5
50,0,23983,Luke Donald,5
50,0,20104,Ken Duke,5
50,0,34099,Harris English,5
50,0,20574,Mathew Goggin,5
50,0,20766,Padraig Harrington,5
50,0,23353,J.J. Henry,5
50,0,24024,Zach Johnson,5
50,0,29478,Kevin Kisner,5
50,0,30944,Jason Kokrak,5
50,0,27060,John Mallinger,5
50,0,01797,Rocco Mediate,5
50,0,26596,Ryan Moore,5
50,0,27302,Garth Mulroy,5
50,0,29289,S.Y. Noh,5
50,0,24140,Sean O'Hair,5
50,0,22348,Nick O'Hern,5
50,0,01948,Tim Petrovic,5
50,0,25345,Carl Pettersson,5
50,0,25240,D.A. Points,5
50,0,29476,Kyle Reifers,5
50,0,22913,John Rollins,5
50,0,26331,Charl Schwartzel,5
50,0,29221,Webb Simpson,5
50,0,27649,Brandt Snedeker,5
50,0,26679,Kevin Stadler,5
50,0,33419,Cameron Tringale,5
50,0,21878,Mark Wilson,5
84,0,24461,Thomas Aiken,4
84,0,33120,Mark Anderson,4
84,0,21407,Arjun Atwal,4
84,0,28259,Sangmoon Bae,4
84,0,32334,Charlie Beljan,4
84,0,27895,Jonas Blixt,4
84,0,35450,Patrick Cantlay,4
84,0,32200,Roberto Castro,4
84,0,34021,Bud Cauley,4
84,0,23204,Gary Christian,4
84,0,24494,Erik Compton,4
84,0,11123,Chris Couch,4
84,0,27436,Graham DeLaet,4
84,0,06251,Chris DiMarco,4
84,0,23409,James Driscoll,4
84,0,06036,Scott Dunlap,4
84,0,06522,Ernie Els,4
84,0,01320,Bob Estes,4
84,0,10809,Jim Furyk,4
84,0,32698,Bobby Gates,4
84,0,08725,Tom Gillis,4
84,0,22892,Jason Gore,4
84,0,06643,Paul Goydos,4
84,0,23718,Nathan Green,4
84,0,24924,Bill Haas,4
84,0,36690,Hunter Hamrick,4
84,0,27644,Brian Harman,4
84,0,26758,David Hearn,4
84,0,12716,Charley Hoffman,4
84,0,29420,Billy Horschel,4
84,0,34174,John Huh,4
84,0,22378,Trevor Immelman,4
84,0,30925,Dustin Johnson,4
84,0,31558,J.J. Killeen,4
84,0,01706,Davis Love III,4
84,0,01724,Jeff Maggert,4
84,0,28158,Steve Marino,4
84,0,22961,David Mathis,4
84,0,24490,George McNeill,4
84,0,27933,John Merrick,4
84,0,31401,Zack Miller,4
84,0,25396,Kevin Na,4
84,0,10213,Dicky Pride,4
84,0,26476,Chez Reavie,4
84,0,34360,Patrick Reed,4
84,0,22405,Justin Rose,4
84,0,20645,John Senden,4
84,0,22293,Heath Slocum,4
84,0,30110,Kyle Stanley,4
84,0,27963,Chris Stroud,4
84,0,25834,Daniel Summerhays,4
84,0,22582,Kyle Thompson,4
84,0,28118,Peter Tomasulo,4
84,0,23788,D.J. Trahan,4
84,0,23623,Bo Van Pelt,4
84,0,27095,Nick Watney,4
84,0,20160,Charlie Wi,4
84,0,24663,Y.E. Yang,4
142,0,10885,Robert Allenby,3
142,0,06004,Stephen Ames,3
142,0,22371,Aaron Baddeley,3
142,0,24846,Ricky Barnes,3
142,0,12652,Cameron Beckman,3
142,0,20070,Matt Bettencourt,3
142,0,28087,Kris Blanks,3
142,0,25274,Steven Bowditch,3
142,0,01116,Michael Bradley,3
142,0,29479,Scott Brown,3
142,0,20848,Ángel Cabrera,3
142,0,20593,Greg Chalmers,3
142,0,24357,K.J. Choi,3
142,0,20229,Stewart Cink,3
142,0,22621,Ben Curtis,3
142,0,01249,John Daly,3
142,0,28307,Matt Every,3
142,0,24083,Marcus Fraser,3
142,0,20157,Retief Goosen,3
142,0,20378,Mathias Grönberg,3
142,0,35539,Luke Guthrie,3
142,0,27141,J.B. Holmes,3
142,0,29222,Billy Hurley III,3
142,0,21350,Ryuji Imada,3
142,0,30852,Ryo Ishikawa,3
142,0,06573,Brandt Jobe,3
142,0,19970,Robert Karlsson,3
142,0,30711,Colt Knost,3
142,0,29926,Danny Lee,3
142,0,10860,Justin Leonard,3
142,0,27466,Spencer Levin,3
142,0,26881,Jarrod Lyle,3
142,0,24781,Hunter Mahan,3
142,0,01766,Billy Mayfair,3
142,0,25572,Graeme McDowell,3
142,0,23800,Bryce Molder,3
142,0,27349,Alex Noren,3
142,0,21949,Joe Ogilvie,3
142,0,20691,Greg Owen,3
142,0,23320,Ryan Palmer,3
142,0,24361,Pat Perez,3
142,0,24138,Ian Poulter,3
142,0,34358,Jonathan Randolph,3
142,0,20127,Chris Riley,3
142,0,25562,Andres Romero,3
142,0,22548,Patrick Sheehan,3
142,0,29518,Brendan Steele,3
142,0,23325,Vaughn Taylor,3
142,0,26287,Roland Thatcher,3
142,0,02206,David Toms,3
142,0,27064,Jhonattan Vegas,3
142,0,27770,Camilo Villegas,3
142,0,25804,Bubba Watson,3
142,0,25892,Steve Wheatcroft,3
196,0,20771,Steven Alker,2
196,0,07867,Woody Austin,2
196,0,23048,Eric Axley,2
196,0,20498,Briny Baird,2
196,0,23614,Rich Beem,2
196,0,10505,Shane Bertsch,2
196,0,23542,Tommy Biershenk,2
196,0,10944,Thomas Bjørn,2
196,0,06214,Guy Boros,2
196,0,34255,Joseph Bramlett,2
196,0,01142,Bart Bryant,2
196,0,24925,Jonathan Byrd,2
196,0,26499,Rafa Cabrera Bello,2
196,0,01161,Mark Calcavecchia,2
196,0,26500,Alejandro Cañizares,2
196,0,28093,Miguel Angel Carballo,2
196,0,20472,Alex Cejka,2
196,0,35540,Albin Choi,2
196,0,19825,Darren Clarke,2
196,0,25720,Chad Collins,2
196,0,06034,Marco Dawson,2
196,0,25369,Jamie Donaldson,2
196,0,06621,Joe Durant,2
196,0,32102,Rickie Fowler,2
196,0,29419,Tadd Fujikawa,2
196,0,25900,Lucas Glover,2
196,0,24604,Hunter Haas,2
196,0,01473,Todd Hamilton,2
196,0,22792,Peter Hanson,2
196,0,33520,Randall Hutchison,2
196,0,21731,Freddie Jacobson,2
196,0,01577,Lee Janzen,2
196,0,19958,Miguel Angel Jiménez,2
196,0,26300,Matt Jones,2
196,0,27974,Sung Kang,2
196,0,27408,Martin Kaymer,2
196,0,01619,Skip Kendall,2
196,0,28258,K.T. Kim,2
196,0,35879,Kelly Kraft,2
196,0,22806,Doug LaBelle II,2
196,0,27797,Derek Lamely,2
196,0,26851,Marc Leishman,2
196,0,24940,Edward Loar,2
196,0,29461,Jamie Lovemark,2
196,0,28300,Joost Luiten,2
196,0,21099,David Lynn,2
196,0,06515,Shaun Micheel,2
196,0,25198,Francesco Molinari,2
196,0,36684,Dustin Morris,2
196,0,27118,Toshinori Muto,2
196,0,22046,Geoff Ogilvy,2
196,0,33968,Thorbjørn Olesen,2
196,0,20572,Rod Pampling,2
196,0,01928,Corey Pavin,2
196,0,01941,Tom Pernice Jr.,2
196,0,07749,Brett Quigley,2
196,0,01978,Fran Quinn,2
196,0,26539,Robert Rock,2
196,0,02049,Gene Sauers,2
196,0,08375,Paul Stankowski,2
196,0,06595,Kevin Sutherland,2
196,0,26289,Boo Weekley,2
196,0,20436,Garrett Willis,2
196,0,02294,Willie Wood,2
196,0,31323,Gary Woodland,2
