RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,25240,D.A. Points,40,5,1,11,2017220
2,0,12510,Chad Campbell,31,0,1,14,2017070
2,0,33448,Justin Thomas,31,5,1,12,2017110
4,0,33418,Shawn Stefani,29,3,3,17,2017220
5,0,31202,William McGirt,28,4,1,15,2017110
6,0,20229,Stewart Cink,27,1,1,15,2017070
7,0,26596,Ryan Moore,26,0,1,1,2017460
7,0,25396,Kevin Na,26,9,3,14,2017010
7,0,34360,Patrick Reed,26,2,1,18,2017110
7,0,29485,Brett Stegmaier,26,0,2,1,2017020
11,0,33120,Mark Anderson,25,5,3,16,2017160
11,0,20157,Retief Goosen,25,2,2,15,2017460
11,0,22056,Cameron Percy,25,4,2,3,2017400
11,0,31323,Gary Woodland,25,2,4,10,2017060
15,0,29420,Billy Horschel,24,1,3,17,2017150
15,0,30925,Dustin Johnson,24,2,3,14,2017110
15,0,36689,Brooks Koepka,24,1,3,7,2017350
18,0,29745,Tyler Aldridge,23,0,2,15,2017070
18,0,24358,Robert Garrigus,23,0,1,8,2017400
18,0,32757,Patton Kizzire,23,0,2,4,2017400
18,0,35891,Cameron Smith,23,0,1,10,2017460
22,0,35450,Patrick Cantlay,22,3,4,14,2017260
22,0,21209,Sergio Garcia,22,2,3,3,2017500
22,0,25900,Lucas Glover,22,1,4,13,2017450
22,0,27466,Spencer Levin,22,4,3,11,2017400
22,0,46501,Ollie Schniederjans,22,0,2,14,2017390
22,0,34431,Robert Streb,22,1,2,16,2017020
22,0,25493,Nick Taylor,22,0,2,2,2017060
29,0,33141,Keegan Bradley,21,0,1,15,2017240
29,0,39954,Cody Gribble,21,1,2,8,2017170
29,0,27644,Brian Harman,21,0,1,18,2017060
29,0,26758,David Hearn,21,0,3,9,2017220
29,0,49298,Kramer Hickok,21,1,2,9,2017310
29,0,26735,Marty Jertson,21,0,1,10,2017050
29,0,01706,Davis Love III,21,8,1,10,2017460
29,0,29461,Jamie Lovemark,21,0,4,5,2017010
29,0,23800,Bryce Molder,21,0,1,4,2017220
29,0,29221,Webb Simpson,21,3,1,12,2017010
29,0,30692,Scott Stallings,21,0,2,16,2017400
29,0,37189,Harold Varner III,21,7,1,3,2017020
41,0,19803,Ryan Armour,20,0,1,3,2017220
41,0,27895,Jonas Blixt,20,0,1,12,2017070
41,0,47504,Sam Burns,20,1,1,7,2017400
41,0,32366,Kevin Chappell,20,1,4,7,2017020
41,0,34099,Harris English,20,1,1,12,2017070
41,0,30191,Julián Etulain,20,0,2,7,2017400
41,0,32102,Rickie Fowler,20,3,1,18,2017240
41,0,10809,Jim Furyk,20,0,2,8,2017060
41,0,28679,Fabián Gómez,20,0,2,8,2017220
41,0,26851,Marc Leishman,20,3,2,7,2017480
41,0,25818,Scott Piercy,20,2,2,3,2017060
41,0,39324,J.J. Spaun,20,3,1,9,2017220
53,0,33948,Byeong Hun An,19,0,2,11,2017150
53,0,28697,Gaganjeet Bhullar,19,19,3,9,2017020
53,0,27436,Graham DeLaet,19,1,1,7,2017380
53,0,28500,Martin Flores,19,0,4,7,2017220
53,0,30926,Chris Kirk,19,2,2,11,2017060
53,0,46732,Rick Lamb,19,1,2,7,2017220
