RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,01320,Bob Estes,226
2,0,01553,John Huston,255
3,0,01418,Bill Glasson,259
4,0,01876,Greg Norman,294
5,0,01968,Nick Price,301
6,0,01677,Tom Lehman,313
7,0,01201,Lennie Clements,333
8,0,01457,Jay Haas,347
9,0,01475,Donnie Hammond,351
10,0,02214,Kirk Triplett,359
11,0,01161,Mark Calcavecchia,367
11,0,01527,Scott Hoch,367
13,0,02321,Fuzzy Zoeller,370
14,0,02133,Craig Stadler,379
15,0,06214,Guy Boros,381
16,0,01724,Jeff Maggert,391
17,0,06527,Steve Stricker,394
18,0,01143,Brad Bryant,395
19,0,08931,Glen Day,397
19,0,01810,Phil Mickelson,397
21,0,02010,Loren Roberts,412
22,0,01837,Gil Morgan,424
23,0,01266,Clark Dennis,444
24,0,01771,Blaine McCallister,452
25,0,01706,Davis Love III,455
26,0,01549,Mike Hulbert,471
27,0,01783,Mark McCumber,481
28,0,02170,Hal Sutton,487
29,0,02131,Mike Springer,488
30,0,01385,Jim Gallagher Jr.,505
31,0,02218,Ted Tryba,506
32,0,01098,Jay Don Blake,508
33,0,01060,Dave Barr,513
33,0,01261,Jay Delsing,513
35,0,01381,Fred Funk,524
36,0,01690,Bruce Lietzke,528
37,0,01945,Kenny Perry,530
38,0,01374,Robin Freeman,531
39,0,01116,Michael Bradley,536
39,0,02256,Tom Watson,536
41,0,01132,Mark Brooks,538
42,0,01707,Steve Lowery,539
43,0,01928,Corey Pavin,540
44,0,01329,Brad Faxon,543
45,0,01219,John Cook,546
46,0,01226,Fred Couples,554
47,0,08337,Mike Heinen,556
48,0,01723,Andrew Magee,560
49,0,01559,Hale Irwin,567
49,0,01569,Peter Jacobsen,567
51,0,01633,Tom Kite,568
52,0,02159,Curtis Strange,576
53,0,01378,David Frost,582
53,0,01971,Dillard Pruitt,582
55,0,01306,David Edwards,595
56,0,06617,Brian Henninger,599
57,0,01235,Ben Crenshaw,605
58,0,01607,Brian Kamm,606
59,0,06643,Paul Goydos,608
60,0,06090,Jim McGovern,609
61,0,01920,Craig Parry,614
62,0,01072,Chip Beck,615
63,0,06657,Steve Rintoul,622
64,0,01024,Billy Andrade,625
65,0,01388,Robert Gamez,626
66,0,01975,Tom Purtzer,631
67,0,01203,Russ Cochran,636
68,0,02246,Duffy Waldorf,640
69,0,01510,Nolan Henke,643
70,0,01887,Mark O'Meara,644
71,0,02049,Gene Sauers,646
72,0,01701,Bob Lohr,647
72,0,01926,Steve Pate,647
74,0,10809,Jim Furyk,651
74,0,01927,Dennis Paulson,651
76,0,01823,Larry Mize,656
77,0,01577,Lee Janzen,669
78,0,02099,Scott Simpson,670
79,0,02135,Mike Standly,672
80,0,01891,David Ogrin,673
81,0,06332,Neal Lancaster,675
82,0,01200,Keith Clearwater,677
83,0,02267,D.A. Weibring,681
84,0,01331,Rick Fehr,688
85,0,01156,Curt Byrum,696
85,0,01361,Dan Forsman,696
87,0,02241,Bobby Wadkins,700
88,0,01408,Kelly Gibson,702
89,0,01682,Wayne Levi,704
90,0,06251,Chris DiMarco,707
91,0,01444,Ken Green,710
