RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,01810,Phil Mickelson,80.00,4,5
2,0,47347,Adam Schenk,75.00,9,12
3,0,37380,Curtis Luck,71.43,5,7
4,0,29479,Scott Brown,69.23,9,13
4,0,35376,Roberto Díaz,69.23,9,13
6,0,26329,Louis Oosthuizen,66.67,2,3
6,0,28252,Seamus Power,66.67,6,9
6,0,29221,Webb Simpson,66.67,6,9
9,0,39327,Ben Silverman,63.64,7,11
9,0,30692,Scott Stallings,63.64,7,11
11,0,52372,Cameron Champ,62.50,5,8
11,0,30110,Kyle Stanley,62.50,5,8
13,0,34431,Robert Streb,60.00,6,10
14,0,46601,Trey Mullinax,57.14,4,7
14,0,34256,Andrew Putnam,57.14,4,7
16,0,36699,Patrick Rodgers,54.55,6,11
17,0,47128,Richy Werenski,53.85,7,13
18,0,33948,Byeong Hun An,50.00,4,8
18,0,40026,Daniel Berger,50.00,5,10
18,0,06522,Ernie Els,50.00,2,4
18,0,30911,Tommy Fleetwood,50.00,4,8
18,0,25900,Lucas Glover,50.00,2,4
18,0,34363,Tyrrell Hatton,50.00,2,4
18,0,30925,Dustin Johnson,50.00,3,6
18,0,37454,Whee Kim,50.00,6,12
18,0,23108,Matt Kuchar,50.00,3,6
18,0,47993,Denny McCarthy,50.00,11,22
18,0,25198,Francesco Molinari,50.00,1,2
18,0,24138,Ian Poulter,50.00,2,4
18,0,24502,Adam Scott,50.00,3,6
18,0,29484,Peter Uihlein,50.00,5,10
18,0,25632,Jimmy Walker,50.00,6,12
33,0,34360,Patrick Reed,47.83,11,23
34,0,33667,Carlos Ortiz,46.15,6,13
34,0,33418,Shawn Stefani,46.15,6,13
34,0,27095,Nick Watney,46.15,6,13
37,0,33122,Russell Knox,45.45,5,11
37,0,29908,C.T. Pan,45.45,5,11
37,0,33486,Roger Sloan,45.45,5,11
37,0,33448,Justin Thomas,45.45,5,11
41,0,33399,Adam Hadwin,44.44,4,9
41,0,12716,Charley Hoffman,44.44,4,9
41,0,28237,Rory McIlroy,44.44,4,9
41,0,20572,Rod Pampling,44.44,4,9
41,0,25804,Bubba Watson,44.44,4,9
41,0,31323,Gary Woodland,44.44,4,9
47,0,19803,Ryan Armour,43.75,7,16
48,0,49303,Anders Albertson,42.86,3,7
48,0,35450,Patrick Cantlay,42.86,3,7
48,0,34306,John Chin,42.86,3,7
48,0,35732,Wes Roach,42.86,3,7
52,0,29725,Tony Finau,41.67,5,12
52,0,24924,Bill Haas,41.67,5,12
