RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1,0,25198,Francesco Molinari,65.33,49,75,+12.00
2,0,06522,Ernie Els,64.47,49,76,+14.00
3,0,30925,Dustin Johnson,63.86,53,83,+5.00
4,0,30911,Tommy Fleetwood,63.54,61,96,+5.00
5,0,29221,Webb Simpson,62.96,85,135,+23.00
6,0,46402,Talor Gooch,62.50,50,80,+22.00
7,0,37275,Sam Ryder,62.40,78,125,+24.00
8,0,27649,Brandt Snedeker,62.29,109,175,+39.00
9,0,24138,Ian Poulter,62.04,67,108,+25.00
10,0,25632,Jimmy Walker,61.76,84,136,+34.00
11,0,22405,Justin Rose,61.68,66,107,+23.00
12,0,39327,Ben Silverman,61.17,63,103,+20.00
13,0,34256,Andrew Putnam,61.02,72,118,+33.00
14,0,23108,Matt Kuchar,60.82,59,97,+21.00
15,0,33122,Russell Knox,59.57,56,94,+24.00
16,0,25900,Lucas Glover,59.12,81,137,+17.00
17,0,34360,Patrick Reed,58.82,90,153,+21.00
18,0,35891,Cameron Smith,58.68,71,121,+30.00
19,0,33948,Byeong Hun An,58.52,79,135,+25.00
20,0,37189,Harold Varner III,58.47,69,118,+34.00
21,0,27644,Brian Harman,58.45,83,142,+29.00
22,0,36689,Brooks Koepka,58.43,52,89,+13.00
23,0,26851,Marc Leishman,58.21,78,134,+32.00
24,0,26329,Louis Oosthuizen,58.12,68,117,+30.00
25,0,35450,Patrick Cantlay,58.04,65,112,+18.00
26,0,27974,Sung Kang,57.75,82,142,+43.00
27,0,29908,C.T. Pan,57.45,81,141,+43.00
28,0,23325,Vaughn Taylor,56.69,89,157,+46.00
29,0,28252,Seamus Power,56.64,64,113,+18.00
30,0,25572,Graeme McDowell,56.62,77,136,+47.00
31,0,37455,Si Woo Kim,56.60,90,159,+34.00
32,0,33486,Roger Sloan,56.52,78,138,+50.00
33,0,34021,Bud Cauley,56.43,79,140,+36.00
34,0,40026,Daniel Berger,56.20,68,121,+33.00
35,0,33399,Adam Hadwin,55.94,80,143,+44.00
36,0,51766,Wyndham Clark,55.91,71,127,+30.00
37,0,48081,Xander Schauffele,55.65,69,124,+28.00
38,0,40009,Dominic Bozzelli,55.56,60,108,+23.00
38,0,23621,Rory Sabbatini,55.56,80,144,+39.00
40,0,24502,Adam Scott,55.45,56,101,+27.00
41,0,29484,Peter Uihlein,55.38,72,130,+29.00
42,0,28237,Rory McIlroy,55.34,57,103,+24.00
43,0,25396,Kevin Na,55.26,63,114,+30.00
44,0,01810,Phil Mickelson,55.10,54,98,+37.00
45,0,32150,Michael Thompson,54.93,78,142,+36.00
46,0,32102,Rickie Fowler,54.79,80,146,+31.00
47,0,33419,Cameron Tringale,54.65,47,86,+21.00
48,0,34264,Hudson Swafford,54.64,53,97,+23.00
49,0,31420,Anirban Lahiri,54.63,59,108,+39.00
50,0,34046,Jordan Spieth,54.61,77,141,+51.00
51,0,22371,Aaron Baddeley,54.55,54,99,+31.00
52,0,36799,Stephan Jaeger,54.31,63,116,+23.00
53,0,45486,Joaquin Niemann,54.12,92,170,+30.00
54,0,24024,Zach Johnson,54.08,53,98,+19.00
55,0,34363,Tyrrell Hatton,53.76,50,93,+26.00
56,0,32839,Hideki Matsuyama,53.74,79,147,+43.00
57,0,32139,Danny Willett,53.64,59,110,+24.00
58,0,19803,Ryan Armour,53.62,74,138,+44.00
59,0,10809,Jim Furyk,53.41,47,88,+29.00
60,0,29926,Danny Lee,53.19,75,141,+37.00
61,0,35617,Martin Trainer,53.13,51,96,+27.00
62,0,27141,J.B. Holmes,53.10,60,113,+29.00
62,0,26300,Matt Jones,53.10,77,145,+35.00
64,0,26499,Rafa Cabrera Bello,53.06,78,147,+47.00
65,0,34261,Scott Langley,53.04,61,115,+47.00
66,0,31560,Brian Stuard,52.90,73,138,+53.00
67,0,33418,Shawn Stefani,52.88,55,104,+25.00
68,0,49771,J.T. Poston,52.84,93,176,+40.00
69,0,46970,Jon Rahm,52.83,56,106,+19.00
70,0,30978,Kiradech Aphibarnrat,52.73,58,110,+51.00
71,0,27963,Chris Stroud,52.63,50,95,+24.00
72,0,33448,Justin Thomas,52.58,51,97,+18.00
73,0,35376,Roberto Díaz,52.43,54,103,+25.00
74,0,28089,Jason Day,52.38,55,105,+30.00
75,0,35461,Beau Hossler,52.35,78,149,+29.00
76,0,24924,Bill Haas,52.34,56,107,+36.00
77,0,47959,Bryson DeChambeau,52.29,57,109,+32.00
78,0,30786,Brady Schnell,52.24,35,67,+26.00
79,0,49303,Anders Albertson,52.17,48,92,+30.00
80,0,28775,Nate Lashley,52.13,49,94,+30.00
81,0,39997,Corey Conners,51.82,71,137,+38.00
