RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,01329,Brad Faxon,44.39,767,1728
2,0,01024,Billy Andrade,42.83,663,1548
3,0,06643,Paul Goydos,42.67,745,1746
4,0,11653,Paul Curry,42.62,491,1152
5,0,19881,Robert Damron,42.43,695,1638
6,0,20127,Chris Riley,41.67,705,1692
7,0,23621,Rory Sabbatini,41.43,619,1494
8,0,01331,Rick Fehr,41.39,529,1278
8,0,07753,Kevin Wentworth,41.39,596,1440
10,0,10117,Bob Heintz,41.37,633,1530
11,0,01098,Jay Don Blake,41.28,691,1674
12,0,20094,Jonathan Kaye,41.22,831,2016
13,0,01323,Brad Fabel,41.16,652,1584
13,0,10585,Scott McCarron,41.16,726,1764
15,0,19846,Brian Gay,41.08,732,1782
16,0,06613,Tommy Tolles,41.02,443,1080
17,0,11032,Frank Lickliter II,40.90,773,1890
18,0,01042,Paul Azinger,40.74,528,1296
18,0,02131,Mike Springer,40.74,594,1458
20,0,08931,Glen Day,40.58,672,1656
21,0,01928,Corey Pavin,40.47,539,1332
22,0,02218,Ted Tryba,40.44,808,1998
23,0,08375,Paul Stankowski,40.33,530,1314
24,0,08993,Franklin Langham,40.23,659,1638
25,0,10425,Jay Williamson,40.14,737,1836
26,0,01887,Mark O'Meara,40.10,397,990
27,0,01619,Skip Kendall,40.03,807,2016
28,0,01823,Larry Mize,40.02,497,1242
29,0,01489,Steve Hart,40.00,504,1260
30,0,10912,Craig Perks,39.97,590,1476
31,0,21593,Keith Nolan,39.96,410,1026
32,0,22064,Craig Spence,39.93,611,1530
33,0,07749,Brett Quigley,39.86,452,1134
34,0,12823,Carlos Franco,39.75,601,1512
35,0,01175,Jim Carter,39.72,672,1692
36,0,21949,Joe Ogilvie,39.68,650,1638
37,0,21209,Sergio Garcia,39.64,371,936
37,0,01941,Tom Pernice Jr.,39.64,685,1728
39,0,06522,Ernie Els,39.62,485,1224
