RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,09011,David Duval,86' 0",86.000,1
2,0,01766,Billy Mayfair,76' 3",152.500,2
3,0,21350,Ryuji Imada,70' 2",70.167,1
4,0,27095,Nick Watney,63' 7",63.583,1
5,0,23778,Brad Adamonis,62' 10",62.833,1
6,0,22371,Aaron Baddeley,62' 7",187.750,3
7,0,20766,Padraig Harrington,60' 11",60.917,1
8,0,01677,Tom Lehman,60' 7",60.583,1
9,0,24846,Ricky Barnes,59' 6",59.500,1
10,0,06251,Chris DiMarco,58' 5",116.750,2
11,0,20070,Matt Bettencourt,57' 10",115.667,2
12,0,07457,Steve Flesch,57' 9",57.750,1
13,0,23325,Vaughn Taylor,56' 2",168.417,3
14,0,27683,Leif Olson,54' 10",54.833,1
15,0,23621,Rory Sabbatini,54' 1",54.083,1
16,0,24925,Jonathan Byrd,51' 10",51.833,1
17,0,25190,Jeff Quinney,51' 8",103.333,2
18,0,24490,George McNeill,51' 2",51.167,1
19,0,01142,Bart Bryant,49' 3",49.250,1
20,0,27933,John Merrick,47' 9",47.750,1
21,0,21753,Brian Davis,47' 6",47.500,1
22,0,23048,Eric Axley,47' 4",94.583,2
23,0,23718,Nathan Green,47' 2",47.167,1
24,0,12782,Tim Herron,46' 5",46.417,1
25,0,23108,Matt Kuchar,46' 2",46.167,1
26,0,08075,Jerry Kelly,45' 0",45.000,1
27,0,26679,Kevin Stadler,44' 11",44.917,1
28,0,01161,Mark Calcavecchia,44' 9",89.500,2
29,0,26497,Casey Wittenberg,44' 1",88.167,2
30,0,20691,Greg Owen,43' 11",131.667,3
31,0,24781,Hunter Mahan,43' 10",43.833,1
32,0,01810,Phil Mickelson,43' 7",87.167,2
33,0,20645,John Senden,42' 9",171.083,4
33,0,21878,Mark Wilson,42' 9",85.500,2
35,0,24138,Ian Poulter,42' 7",42.583,1
36,0,20104,Ken Duke,41' 6",41.500,1
36,0,27120,Troy Matteson,41' 6",41.500,1
38,0,20850,Daniel Chopra,40' 10",40.833,1
39,0,24361,Pat Perez,40' 9",40.750,1
40,0,25396,Kevin Na,40' 5",40.417,1
41,0,20498,Briny Baird,40' 0",79.917,2
42,0,10733,Kent Jones,39' 0",39.000,1
43,0,30927,Brendon Todd,38' 8",77.333,2
44,0,08931,Glen Day,38' 5",76.750,2
45,0,23135,Tim Clark,38' 2",38.167,1
46,0,24663,Y.E. Yang,37' 4",37.333,1
47,0,06643,Paul Goydos,35' 9",107.167,3
48,0,28780,Nicholas Thompson,35' 5",70.833,2
49,0,02214,Kirk Triplett,35' 0",174.833,5
50,0,25818,Scott Piercy,34' 8",34.667,1
51,0,30925,Dustin Johnson,33' 7",67.167,2
52,0,28087,Kris Blanks,33' 0",33.000,1
53,0,26695,Michael Letzig,32' 5",32.417,1
54,0,29221,Webb Simpson,31' 11",63.750,2
55,0,27936,Martin Laird,31' 10",63.667,2
56,0,22348,Nick O'Hern,31' 6",126.000,4
57,0,28620,Aron Price,31' 0",31.000,1
58,0,26851,Marc Leishman,30' 11",30.917,1
59,0,06197,Michael Allen,30' 5",30.417,1
60,0,22621,Ben Curtis,30' 1",30.083,1
61,0,01473,Todd Hamilton,29' 0",29.000,1
62,0,25900,Lucas Glover,28' 6",56.917,2
63,0,31323,Gary Woodland,27' 6",27.500,1
64,0,02239,Scott Verplank,25' 1",25.083,1
65,0,06539,Rick Price,25' 0",49.917,2
66,0,26420,Richard Johnson,24' 11",24.917,1
67,0,27649,Brandt Snedeker,24' 10",49.583,2
68,0,24024,Zach Johnson,24' 4",24.333,1
69,0,24912,Will MacKenzie,24' 3",48.417,2
70,0,10585,Scott McCarron,24' 2",24.167,1
71,0,26498,Matt Weibring,23' 2",23.167,1
72,0,27141,J.B. Holmes,22' 3",22.250,1
73,0,01707,Steve Lowery,21' 3",42.500,2
74,0,26289,Boo Weekley,19' 7",58.667,3
75,0,25345,Carl Pettersson,19' 6",58.417,3
76,0,06012,Greg Kraft,17' 10",35.667,2
77,0,28089,Jason Day,14' 10",14.833,1
78,0,01226,Fred Couples,12' 10",12.833,1
79,0,26951,Johnson Wagner,12' 5",12.417,1
80,0,21959,Ted Purdy,10' 6",10.500,1
81,0,22892,Jason Gore,9' 2",9.167,1
82,0,22961,David Mathis,8' 8",8.667,1
83,0,25240,D.A. Points,7' 5",7.417,1
84,0,07749,Brett Quigley,7' 3",7.250,1
85,0,12602,Dean Wilson,4' 9",4.750,1
