RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
1,0,20593,Greg Chalmers,56
2,0,20070,Matt Bettencourt,55
3,0,23541,Ben Crane,54
3,0,23983,Luke Donald,54
3,0,01329,Brad Faxon,54
3,0,19846,Brian Gay,54
3,0,24449,Parker McLachlin,54
3,0,25396,Kevin Na,54
3,0,21949,Joe Ogilvie,54
3,0,21959,Ted Purdy,54
3,0,29221,Webb Simpson,54
12,0,06004,Stephen Ames,53
12,0,07867,Woody Austin,53
12,0,22371,Aaron Baddeley,53
12,0,22621,Ben Curtis,53
12,0,23108,Matt Kuchar,53
12,0,27936,Martin Laird,53
12,0,24781,Hunter Mahan,53
12,0,22961,David Mathis,53
12,0,22046,Geoff Ogilvy,53
12,0,28475,Jeff Overton,53
12,0,24361,Pat Perez,53
12,0,01945,Kenny Perry,53
12,0,12602,Dean Wilson,53
25,0,23135,Tim Clark,52
25,0,28089,Jason Day,52
25,0,10117,Bob Heintz,52
25,0,21350,Ryuji Imada,52
25,0,30925,Dustin Johnson,52
25,0,24503,Jeff Klauk,52
25,0,26851,Marc Leishman,52
25,0,26596,Ryan Moore,52
25,0,26301,James Nitties,52
25,0,20572,Rod Pampling,52
25,0,27649,Brandt Snedeker,52
25,0,23623,Bo Van Pelt,52
25,0,10423,Mike Weir,52
25,0,20160,Charlie Wi,52
25,0,21878,Mark Wilson,52
25,0,08793,Tiger Woods,52
41,0,12652,Cameron Beckman,51
41,0,10809,Jim Furyk,51
41,0,25900,Lucas Glover,51
41,0,06643,Paul Goydos,51
41,0,23718,Nathan Green,51
41,0,01577,Lee Janzen,51
41,0,24024,Zach Johnson,51
41,0,08075,Jerry Kelly,51
41,0,27466,Spencer Levin,51
41,0,01707,Steve Lowery,51
41,0,23548,Bill Lunde,51
41,0,28158,Steve Marino,51
41,0,23800,Bryce Molder,51
41,0,24140,Sean O'Hair,51
41,0,22348,Nick O'Hern,51
41,0,01948,Tim Petrovic,51
41,0,25345,Carl Pettersson,51
41,0,25240,D.A. Points,51
41,0,28620,Aron Price,51
41,0,25190,Jeff Quinney,51
41,0,25562,Andres Romero,51
41,0,22405,Justin Rose,51
41,0,22548,Patrick Sheehan,51
41,0,27214,Kevin Streelman,51
41,0,06595,Kevin Sutherland,51
41,0,02206,David Toms,51
41,0,26668,Marc Turnesa,51
41,0,27095,Nick Watney,51
69,0,23048,Eric Axley,50
69,0,28087,Kris Blanks,50
69,0,01161,Mark Calcavecchia,50
69,0,20850,Daniel Chopra,50
69,0,21805,Harrison Frazar,50
69,0,21731,Freddie Jacobson,50
69,0,26420,Richard Johnson,50
69,0,26300,Matt Jones,50
69,0,29718,Anthony Kim,50
69,0,26695,Michael Letzig,50
69,0,24490,George McNeill,50
69,0,23320,Ryan Palmer,50
69,0,01928,Corey Pavin,50
69,0,25818,Scott Piercy,50
69,0,20127,Chris Riley,50
69,0,22913,John Rollins,50
69,0,20645,John Senden,50
69,0,06527,Steve Stricker,50
69,0,30927,Brendon Todd,50
69,0,23788,D.J. Trahan,50
69,0,02214,Kirk Triplett,50
69,0,25919,Brian Vranesh,50
69,0,26951,Johnson Wagner,50
69,0,26498,Matt Weibring,50
69,0,31323,Gary Woodland,50
94,0,07223,Brian Bateman,49
94,0,23614,Rich Beem,49
94,0,01132,Mark Brooks,49
94,0,01142,Bart Bryant,49
94,0,20848,Ángel Cabrera,49
94,0,20229,Stewart Cink,49
94,0,21753,Brian Davis,49
94,0,01320,Bob Estes,49
94,0,21209,Sergio Garcia,49
94,0,24358,Robert Garrigus,49
94,0,24924,Bill Haas,49
94,0,01473,Todd Hamilton,49
94,0,20766,Padraig Harrington,49
94,0,10733,Kent Jones,49
94,0,30711,Colt Knost,49
94,0,06012,Greg Kraft,49
94,0,10860,Justin Leonard,49
94,0,27060,John Mallinger,49
94,0,10585,Scott McCarron,49
94,0,01810,Phil Mickelson,49
94,0,27683,Leif Olson,49
94,0,01941,Tom Pernice Jr.,49
94,0,24138,Ian Poulter,49
94,0,23621,Rory Sabbatini,49
94,0,27963,Chris Stroud,49
94,0,26497,Casey Wittenberg,49
94,0,24663,Y.E. Yang,49
121,0,06197,Michael Allen,48
121,0,01035,Tommy Armour III,48
121,0,24925,Jonathan Byrd,48
121,0,12510,Chad Campbell,48
121,0,01226,Fred Couples,48
121,0,23638,Brendon de Jonge,48
121,0,25686,Jason Dufner,48
121,0,09011,David Duval,48
121,0,01313,Steve Elkington,48
121,0,31416,Derek Fathauer,48
121,0,07457,Steve Flesch,48
121,0,23353,J.J. Henry,48
121,0,12716,Charley Hoffman,48
121,0,12705,Cliff Kresge,48
121,0,20634,Peter Lonard,48
121,0,27120,Troy Matteson,48
121,0,27933,John Merrick,48
121,0,07749,Brett Quigley,48
121,0,26476,Chez Reavie,48
121,0,23497,Tag Ridings,48
121,0,23325,Vaughn Taylor,48
121,0,02239,Scott Verplank,48
121,0,25804,Bubba Watson,48
144,0,20472,Alex Cejka,47
144,0,08931,Glen Day,47
144,0,06251,Chris DiMarco,47
144,0,20574,Mathew Goggin,47
144,0,20157,Retief Goosen,47
144,0,22892,Jason Gore,47
144,0,12782,Tim Herron,47
144,0,01706,Davis Love III,47
144,0,01724,Jeff Maggert,47
144,0,01797,Rocco Mediate,47
144,0,22293,Heath Slocum,47
144,0,26679,Kevin Stadler,47
144,0,08845,Scott Sterling,47
144,0,27770,Camilo Villegas,47
144,0,25632,Jimmy Walker,47
144,0,26289,Boo Weekley,47
160,0,23778,Brad Adamonis,46
160,0,10885,Robert Allenby,46
160,0,20498,Briny Baird,46
160,0,24357,K.J. Choi,46
160,0,06621,Joe Durant,46
160,0,01677,Tom Lehman,46
160,0,24912,Will MacKenzie,46
160,0,20691,Greg Owen,46
160,0,22295,Darron Stiles,46
160,0,28780,Nicholas Thompson,46
160,0,28118,Peter Tomasulo,46
171,0,24507,Jason Bohn,45
171,0,20104,Ken Duke,45
171,0,06522,Ernie Els,45
171,0,21961,Charles Howell III,45
171,0,01766,Billy Mayfair,45
171,0,24502,Adam Scott,45
171,0,23349,Charles Warren,45
178,0,20098,Stuart Appleby,44
178,0,27141,J.B. Holmes,44
178,0,26881,Jarrod Lyle,44
178,0,06539,Rick Price,44
178,0,06567,Vijay Singh,44
178,0,10425,Jay Williamson,44
184,0,24846,Ricky Barnes,41
