RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS,TOTAL DISTANCE (FEET)
1,0,01203,Russ Cochran,2' 3",591,1306.417
1,0,01928,Corey Pavin,2' 3",674,1535.083
3,0,01142,Bart Bryant,2' 4",729,1691.667
3,0,01320,Bob Estes,2' 4",537,1232.667
3,0,01677,Tom Lehman,2' 4",634,1496.417
3,0,20127,Chris Riley,2' 4",554,1270.583
3,0,06527,Steve Stricker,2' 4",676,1588.083
8,0,24507,Jason Bohn,2' 5",963,2345.167
8,0,01132,Mark Brooks,2' 5",602,1470.333
8,0,01139,Olin Browne,2' 5",853,2074.167
8,0,20593,Greg Chalmers,2' 5",645,1540.417
8,0,24357,K.J. Choi,2' 5",679,1648.833
8,0,20229,Stewart Cink,2' 5",788,1934.667
8,0,01219,John Cook,2' 5",530,1261.000
8,0,08931,Glen Day,2' 5",900,2199.833
8,0,06251,Chris DiMarco,2' 5",794,1942.000
8,0,19846,Brian Gay,2' 5",871,2124.417
8,0,20157,Retief Goosen,2' 5",434,1031.417
8,0,01457,Jay Haas,2' 5",651,1594.250
8,0,01473,Todd Hamilton,2' 5",730,1781.750
8,0,21961,Charles Howell III,2' 5",829,1983.833
8,0,08881,Tripp Isenhour,2' 5",530,1279.083
8,0,01706,Davis Love III,2' 5",619,1519.083
8,0,06373,José María Olazábal,2' 5",428,1028.083
8,0,02010,Loren Roberts,2' 5",709,1741.250
8,0,02101,Joey Sindelar,2' 5",992,2410.667
8,0,06567,Vijay Singh,2' 5",964,2360.333
8,0,20548,Hidemichi Tanaka,2' 5",863,2054.000
8,0,02223,Bob Tway,2' 5",677,1631.833
8,0,10425,Jay Williamson,2' 5",971,2370.833
31,0,21633,Steve Allan,2' 6",961,2390.500
31,0,20498,Briny Baird,2' 6",940,2315.083
31,0,07721,Pat Bates,2' 6",982,2419.167
31,0,24925,Jonathan Byrd,2' 6",708,1778.000
31,0,01157,Tom Byrum,2' 6",757,1892.417
31,0,20472,Alex Cejka,2' 6",601,1520.417
31,0,19972,José Coceres,2' 6",601,1504.917
31,0,25686,Jason Dufner,2' 6",777,1961.583
31,0,06621,Joe Durant,2' 6",872,2183.833
31,0,06522,Ernie Els,2' 6",427,1081.667
31,0,20121,Todd Fischer,2' 6",966,2403.417
31,0,12645,Brent Geiberger,2' 6",886,2198.750
31,0,01527,Scott Hoch,2' 6",493,1212.667
31,0,01619,Skip Kendall,2' 6",807,2025.417
31,0,10860,Justin Leonard,2' 6",704,1743.250
31,0,01771,Blaine McCallister,2' 6",655,1641.667
31,0,10585,Scott McCarron,2' 6",796,2008.583
31,0,07939,Dan Olsen,2' 6",683,1721.917
31,0,10107,Deane Pappas,2' 6",657,1639.000
31,0,01927,Dennis Paulson,2' 6",674,1697.417
31,0,22405,Justin Rose,2' 6",653,1615.000
31,0,22548,Patrick Sheehan,2' 6",1027,2603.000
31,0,02104,Jeff Sluman,2' 6",908,2301.583
31,0,06595,Kevin Sutherland,2' 6",697,1758.917
31,0,23325,Vaughn Taylor,2' 6",828,2093.500
31,0,06078,Esteban Toledo,2' 6",841,2126.333
31,0,02214,Kirk Triplett,2' 6",685,1687.417
31,0,02239,Scott Verplank,2' 6",709,1789.167
31,0,10423,Mike Weir,2' 6",559,1396.000
31,0,21878,Mark Wilson,2' 6",646,1627.833
61,0,01024,Billy Andrade,2' 7",966,2522.250
61,0,20098,Stuart Appleby,2' 7",616,1602.000
61,0,21407,Arjun Atwal,2' 7",771,2022.833
61,0,01042,Paul Azinger,2' 7",664,1720.333
61,0,07223,Brian Bateman,2' 7",783,2045.000
61,0,23614,Rich Beem,2' 7",677,1772.500
61,0,20029,Notah Begay III,2' 7",678,1751.333
61,0,12394,Tom Carter,2' 7",1046,2668.250
61,0,01226,Fred Couples,2' 7",490,1245.833
61,0,01249,John Daly,2' 7",695,1812.083
61,0,01261,Jay Delsing,2' 7",689,1774.917
61,0,20104,Ken Duke,2' 7",851,2178.167
61,0,12823,Carlos Franco,2' 7",985,2517.000
61,0,01378,David Frost,2' 7",785,2039.833
61,0,01388,Robert Gamez,2' 7",937,2439.917
61,0,21209,Sergio Garcia,2' 7",571,1463.333
61,0,06575,Dudley Hart,2' 7",489,1252.083
61,0,23353,J.J. Henry,2' 7",997,2549.000
61,0,20433,Mark Hensby,2' 7",841,2165.333
61,0,12782,Tim Herron,2' 7",714,1854.083
61,0,08075,Jerry Kelly,2' 7",918,2353.000
61,0,21893,Brian Kortan,2' 7",615,1596.583
61,0,06332,Neal Lancaster,2' 7",1004,2559.667
61,0,20382,Stephen Leaney,2' 7",630,1612.750
61,0,20634,Peter Lonard,2' 7",603,1559.833
61,0,01707,Steve Lowery,2' 7",784,2031.583
61,0,01766,Billy Mayfair,2' 7",1063,2745.333
61,0,01797,Rocco Mediate,2' 7",402,1023.167
61,0,12682,Hirofumi Miyase,2' 7",615,1565.000
