RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
1,0,24502,Adam Scott,88' 1",42279,40,492,1201001745
2,0,01887,Mark O'Meara,86' 2",42375,41,484,3204002073
3,0,21731,Freddie Jacobson,85' 11",60816,59,485,3603001897
4,0,07457,Steve Flesch,85' 0",82600,81,478,4901001906
5,0,11032,Frank Lickliter II,84' 5",74991,74,480,0203002244
6,0,01329,Brad Faxon,84' 1",65558,65,484,1102001986
6,0,08793,Tiger Woods,84' 1",54489,54,473,4401002250
8,0,19825,Darren Clarke,83' 9",35161,35,473,4403002415
9,0,23541,Ben Crane,83' 5",76051,76,468,1902002100
9,0,20663,Brenden Pappas,83' 5",94136,94,473,0401002214
9,0,22548,Patrick Sheehan,83' 5",98098,98,471,1801002089
12,0,12753,David Morland IV,83' 2",58862,59,463,2801001527
13,0,26420,Richard Johnson,83' 0",85679,86,469,4203001784
13,0,24781,Hunter Mahan,83' 0",75678,76,465,2102001712
13,0,06613,Tommy Tolles,83' 0",57754,58,466,3202001820
16,0,20593,Greg Chalmers,82' 11",63657,64,468,3104002138
17,0,12680,Shigeki Maruyama,82' 10",73544,74,467,0701001975
18,0,06004,Stephen Ames,82' 9",77444,78,465,4902002005
18,0,20229,Stewart Cink,82' 9",78451,79,466,4403001661
18,0,24024,Zach Johnson,82' 9",84410,85,465,3604001722
18,0,06515,Shaun Micheel,82' 9",69475,70,465,1304002005
18,0,25345,Carl Pettersson,82' 9",72489,73,470,1101002335
23,0,01948,Tim Petrovic,82' 8",82305,83,466,3201002164
24,0,20472,Alex Cejka,82' 7",56475,57,468,4802001824
25,0,22371,Aaron Baddeley,82' 5",75153,76,466,0804001644
26,0,07749,Brett Quigley,82' 0",81678,83,467,1201001867
26,0,23623,Bo Van Pelt,82' 0",74810,76,463,0602001794
28,0,20098,Stuart Appleby,81' 11",57982,59,460,0103001765
29,0,23063,Scott Hend,81' 9",62800,64,470,4701002366
29,0,22046,Geoff Ogilvy,81' 9",68697,70,464,4802001755
31,0,02223,Bob Tway,81' 5",63525,65,457,4402002147
32,0,21805,Harrison Frazar,81' 3",68250,70,456,2101001942
33,0,24361,Pat Perez,81' 2",80861,83,456,2001001781
34,0,12645,Brent Geiberger,81' 0",77721,80,455,3103001615
34,0,21949,Joe Ogilvie,81' 0",76794,79,457,4003002001
36,0,07223,Brian Bateman,80' 11",68908,71,455,4703001717
36,0,20850,Daniel Chopra,80' 11",87355,90,456,3804001986
38,0,21959,Ted Purdy,80' 10",94054,97,455,0804001760
39,0,10201,Matt Gogel,80' 9",63970,66,461,0401001794
39,0,21878,Mark Wilson,80' 9",51375,53,456,2704001594
41,0,01161,Mark Calcavecchia,80' 8",53243,55,458,2301001614
42,0,10423,Mike Weir,80' 6",53119,55,453,4902002334
43,0,01361,Dan Forsman,80' 4",60719,63,454,2701002129
43,0,12660,Jesper Parnevik,80' 4",66518,69,453,1101001905
45,0,02214,Kirk Triplett,80' 2",61584,64,450,0701001605
46,0,06809,Bob Burns,80' 1",71089,74,453,3802001866
47,0,20572,Rod Pampling,80' 0",70077,73,454,4304001649
47,0,02206,David Toms,80' 0",49925,52,456,4802001887
49,0,01945,Kenny Perry,79' 11",58497,61,448,1301001793
50,0,01968,Nick Price,79' 10",34484,36,453,1903001708
50,0,02010,Loren Roberts,79' 10",65133,68,451,0702001687
52,0,20433,Mark Hensby,79' 9",78444,82,450,1101001640
53,0,24290,D.J. Brigman,79' 8",59277,62,447,0201001641
53,0,01157,Tom Byrum,79' 8",68830,72,448,2104002011
55,0,06214,Guy Boros,79' 7",49652,52,450,2601002020
55,0,01619,Skip Kendall,79' 7",70642,74,447,1802002012
57,0,02239,Scott Verplank,79' 6",63910,67,447,4702001861
58,0,12652,Cameron Beckman,79' 5",77203,81,449,1601001717
58,0,01127,Danny Briggs,79' 5",69582,73,448,4701001579
58,0,24925,Jonathan Byrd,79' 5",66713,70,452,2004001804
58,0,12760,Danny Ellis,79' 5",60049,63,448,4202001651
62,0,10912,Craig Perks,79' 4",59014,62,447,1001001816
63,0,23135,Tim Clark,79' 3",65592,69,444,0703001795
64,0,23613,Rich Barcelo,79' 2",53226,56,451,3202001993
65,0,23983,Luke Donald,79' 1",56002,59,445,2003001769
66,0,08931,Glen Day,79' 0",81487,86,444,1402001736
66,0,20104,Ken Duke,79' 0",71117,75,445,1101001986
66,0,08075,Jerry Kelly,79' 0",78658,83,442,4403001929
69,0,06251,Chris DiMarco,78' 11",71958,76,445,4401001984
69,0,23621,Rory Sabbatini,78' 11",70079,74,446,2004001787
69,0,06527,Steve Stricker,78' 11",60596,64,447,2804001629
72,0,07363,Craig Bowden,78' 10",68115,72,445,2202001709
73,0,23497,Tag Ridings,78' 9",38737,41,457,4504001677
74,0,07939,Dan Olsen,78' 8",55670,59,445,1102001959
74,0,02099,Scott Simpson,78' 8",47179,50,445,2701001685
76,0,07867,Woody Austin,78' 7",76364,81,442,4302001914
76,0,01920,Craig Parry,78' 7",31108,33,442,1102001771
78,0,11123,Chris Couch,78' 6",40502,43,444,4303001825
78,0,01378,David Frost,78' 6",64086,68,450,2401002025
78,0,01761,Len Mattiace,78' 6",64057,68,443,2101001793
78,0,01810,Phil Mickelson,78' 6",49915,53,441,1303001435
78,0,22405,Justin Rose,78' 6",56491,60,445,3901001531
83,0,19972,José Coceres,78' 5",51770,55,437,4504002294
83,0,01707,Steve Lowery,78' 5",68692,73,440,2002002113
85,0,01035,Tommy Armour III,78' 4",70532,75,440,2002001624
85,0,22621,Ben Curtis,78' 4",36641,39,447,2701002040
85,0,19846,Brian Gay,78' 4",78996,84,442,2201001582
85,0,10733,Kent Jones,78' 4",78033,83,437,4801002082
89,0,23552,Hank Kuehne,78' 3",74200,79,446,1201001772
90,0,08881,Tripp Isenhour,78' 2",43159,46,438,3202001522
90,0,23108,Matt Kuchar,78' 2",68441,73,441,2802001967
90,0,12602,Dean Wilson,78' 2",81635,87,441,4001001834
93,0,01042,Paul Azinger,78' 0",59908,64,438,2801001858
93,0,01313,Steve Elkington,78' 0",49588,53,437,0305001770
95,0,10107,Deane Pappas,77' 11",54241,58,436,4703001977
96,0,08337,Mike Heinen,77' 10",45775,49,436,2901001756
96,0,01577,Lee Janzen,77' 10",62585,67,440,1102002360
96,0,02246,Duffy Waldorf,77' 10",53265,57,441,0202001628
99,0,01024,Billy Andrade,77' 8",81101,87,440,3102001942
100,0,20094,Jonathan Kaye,77' 7",57734,62,435,2402001966
101,0,06575,Dudley Hart,77' 5",39946,43,435,2401001389
101,0,01724,Jeff Maggert,77' 5",46457,50,435,0702001753
101,0,23320,Ryan Palmer,77' 5",78985,85,439,1102001570
104,0,07721,Pat Bates,77' 4",79840,86,445,2704001824
104,0,20628,Arron Oberholser,77' 4",53824,58,439,1304001729
106,0,01249,John Daly,77' 3",60284,65,437,3803001794
107,0,01261,Jay Delsing,77' 2",54644,59,438,1104001595
107,0,22913,John Rollins,77' 2",62956,68,440,3804001605
109,0,21633,Steve Allan,77' 1",79548,86,432,4201001721
109,0,21407,Arjun Atwal,77' 1",63841,69,434,2601001923
109,0,01527,Scott Hoch,77' 1",41607,45,433,1702001578
109,0,02049,Gene Sauers,77' 1",64775,70,433,1202001648
113,0,24357,K.J. Choi,77' 0",57294,62,432,3101001433
113,0,01381,Fred Funk,77' 0",73028,79,436,4804001806
115,0,19824,Craig Barlow,76' 10",62682,68,430,3901001484
115,0,01706,Davis Love III,76' 10",53487,58,437,4402001680
115,0,10585,Scott McCarron,76' 10",69166,75,432,0401001756
115,0,01938,David Peoples,76' 10",69126,75,436,1601001888
119,0,12394,Tom Carter,76' 9",85630,93,434,1402001843
119,0,01203,Russ Cochran,76' 9",46973,51,433,1003001735
119,0,06332,Neal Lancaster,76' 9",82865,90,438,2003001668
122,0,02104,Jeff Sluman,76' 8",70802,77,432,1001001504
122,0,10425,Jay Williamson,76' 8",80997,88,434,4802001714
124,0,08835,Kris Cox,76' 7",53328,58,428,3101001906
124,0,20127,Chris Riley,76' 7",45930,50,435,1103001679
126,0,20157,Retief Goosen,76' 6",36737,40,429,4902001734
127,0,06197,Michael Allen,76' 5",66913,73,433,4703001541
127,0,06522,Ernie Els,76' 5",37615,41,432,2301001765
