RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK
1,0,21961,Charles Howell III,16
2,0,06251,Chris DiMarco,10
2,0,01320,Bob Estes,10
2,0,12823,Carlos Franco,10
2,0,01388,Robert Gamez,10
2,0,01938,David Peoples,10
2,0,02206,David Toms,10
2,0,08793,Tiger Woods,10
9,0,01024,Billy Andrade,9
9,0,20098,Stuart Appleby,9
9,0,24357,K.J. Choi,9
9,0,08633,Per-Ulrik Johansson,9
9,0,10860,Justin Leonard,9
14,0,12652,Cameron Beckman,8
14,0,01175,Jim Carter,8
14,0,23135,Tim Clark,8
14,0,01920,Craig Parry,8
14,0,02223,Bob Tway,8
19,0,20029,Notah Begay III,7
19,0,01219,John Cook,7
19,0,19881,Robert Damron,7
19,0,01307,Joel Edwards,7
19,0,01361,Dan Forsman,7
19,0,12782,Tim Herron,7
19,0,01707,Steve Lowery,7
19,0,06350,Bob May,7
19,0,10585,Scott McCarron,7
19,0,20127,Chris Riley,7
19,0,02101,Joey Sindelar,7
30,0,10885,Robert Allenby,6
30,0,06809,Bob Burns,6
30,0,24925,Jonathan Byrd,6
30,0,20593,Greg Chalmers,6
30,0,23541,Ben Crane,6
30,0,20043,Edward Fryatt,6
30,0,01381,Fred Funk,6
30,0,10809,Jim Furyk,6
30,0,20157,Retief Goosen,6
30,0,01553,John Huston,6
30,0,06573,Brandt Jobe,6
30,0,10565,Ian Leggatt,6
30,0,01685,J.L. Lewis,6
30,0,11032,Frank Lickliter II,6
30,0,01706,Davis Love III,6
30,0,01761,Len Mattiace,6
30,0,01926,Steve Pate,6
30,0,20095,Carl Paulson,6
30,0,01927,Dennis Paulson,6
30,0,02010,Loren Roberts,6
30,0,20645,John Senden,6
30,0,06567,Vijay Singh,6
30,0,02104,Jeff Sluman,6
53,0,21633,Steve Allan,5
53,0,20498,Briny Baird,5
53,0,07721,Pat Bates,5
53,0,07003,David Berganio Jr.,5
53,0,01139,Olin Browne,5
53,0,20229,Stewart Cink,5
53,0,01226,Fred Couples,5
53,0,08931,Glen Day,5
53,0,01329,Brad Faxon,5
53,0,23903,Stephen Gangluff,5
53,0,19846,Brian Gay,5
53,0,01457,Jay Haas,5
53,0,08537,J.P. Hayes,5
53,0,06617,Brian Henninger,5
53,0,08545,Glen Hnatiuk,5
53,0,01527,Scott Hoch,5
53,0,08881,Tripp Isenhour,5
53,0,01577,Lee Janzen,5
53,0,20094,Jonathan Kaye,5
