RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,01381,Fred Funk,38
2,0,01945,Kenny Perry,33
3,0,01320,Bob Estes,29
4,0,10885,Robert Allenby,28
5,0,01619,Skip Kendall,25
5,0,06350,Bob May,25
5,0,02239,Scott Verplank,25
8,0,02206,David Toms,24
9,0,08931,Glen Day,23
10,0,09011,David Duval,22
10,0,20634,Peter Lonard,22
10,0,10585,Scott McCarron,22
10,0,01968,Nick Price,22
14,0,08793,Tiger Woods,21
15,0,20098,Stuart Appleby,20
15,0,06617,Brian Henninger,20
15,0,06515,Shaun Micheel,20
18,0,12652,Cameron Beckman,19
19,0,01219,John Cook,18
19,0,06251,Chris DiMarco,18
19,0,21961,Charles Howell III,18
19,0,06332,Neal Lancaster,18
23,0,08537,J.P. Hayes,17
23,0,01553,John Huston,17
23,0,10860,Justin Leonard,17
23,0,11032,Frank Lickliter II,17
23,0,01810,Phil Mickelson,17
23,0,06373,José María Olazábal,17
23,0,06567,Vijay Singh,17
23,0,02104,Jeff Sluman,17
31,0,07003,David Berganio Jr.,16
31,0,12823,Carlos Franco,16
31,0,20127,Chris Riley,16
31,0,23621,Rory Sabbatini,16
35,0,20498,Briny Baird,15
35,0,06809,Bob Burns,15
35,0,01249,John Daly,15
35,0,23125,Brad Elder,15
35,0,01475,Donnie Hammond,15
35,0,01577,Lee Janzen,15
35,0,06573,Brandt Jobe,15
35,0,01948,Tim Petrovic,15
35,0,10213,Dicky Pride,15
35,0,02101,Joey Sindelar,15
35,0,02223,Bob Tway,15
46,0,12510,Chad Campbell,14
46,0,06621,Joe Durant,14
46,0,01307,Joel Edwards,14
46,0,01388,Robert Gamez,14
46,0,20105,Jeff Gove,14
46,0,23353,J.J. Henry,14
46,0,08633,Per-Ulrik Johansson,14
46,0,23108,Matt Kuchar,14
46,0,01706,Davis Love III,14
46,0,01920,Craig Parry,14
46,0,02010,Loren Roberts,14
57,0,01139,Olin Browne,13
57,0,01361,Dan Forsman,13
57,0,06643,Paul Goydos,13
57,0,08075,Jerry Kelly,13
57,0,01707,Steve Lowery,13
57,0,20572,Rod Pampling,13
63,0,01024,Billy Andrade,12
63,0,01098,Jay Don Blake,12
63,0,01143,Brad Bryant,12
63,0,24925,Jonathan Byrd,12
63,0,01157,Tom Byrum,12
63,0,12388,Michael Clark II,12
63,0,06522,Ernie Els,12
63,0,12645,Brent Geiberger,12
63,0,08545,Glen Hnatiuk,12
63,0,01527,Scott Hoch,12
63,0,06012,Greg Kraft,12
63,0,10565,Ian Leggatt,12
63,0,01677,Tom Lehman,12
63,0,01685,J.L. Lewis,12
63,0,01938,David Peoples,12
63,0,06731,Jeff Roth,12
63,0,02214,Kirk Triplett,12
80,0,01042,Paul Azinger,11
80,0,23614,Rich Beem,11
80,0,01142,Bart Bryant,11
80,0,20848,Ángel Cabrera,11
80,0,24357,K.J. Choi,11
80,0,19881,Robert Damron,11
80,0,23983,Luke Donald,11
80,0,10809,Jim Furyk,11
80,0,19846,Brian Gay,11
80,0,23338,David Gossett,11
80,0,06575,Dudley Hart,11
80,0,10733,Kent Jones,11
80,0,01724,Jeff Maggert,11
80,0,01761,Len Mattiace,11
80,0,10457,Frank Nobilo,11
80,0,01887,Mark O'Meara,11
80,0,20645,John Senden,11
80,0,02106,Chris Smith,11
80,0,02190,Doug Tewell,11
99,0,07721,Pat Bates,10
99,0,20029,Notah Begay III,10
99,0,20593,Greg Chalmers,10
99,0,23541,Ben Crane,10
99,0,24937,Jess Daley,10
99,0,07457,Steve Flesch,10
99,0,20043,Edward Fryatt,10
99,0,01408,Kelly Gibson,10
99,0,08337,Mike Heinen,10
99,0,10962,Bradley Hughes,10
99,0,01766,Billy Mayfair,10
99,0,01797,Rocco Mediate,10
99,0,10107,Deane Pappas,10
99,0,01926,Steve Pate,10
99,0,20095,Carl Paulson,10
99,0,22913,John Rollins,10
99,0,02049,Gene Sauers,10
99,0,20548,Hidemichi Tanaka,10
99,0,12663,Phil Tataurangi,10
99,0,06613,Tommy Tolles,10
99,0,10423,Mike Weir,10
120,0,06004,Stephen Ames,9
120,0,01132,Mark Brooks,9
120,0,20400,Michael Campbell,9
120,0,01175,Jim Carter,9
120,0,01185,Brandel Chamblee,9
120,0,01203,Russ Cochran,9
120,0,01226,Fred Couples,9
120,0,01374,Robin Freeman,9
120,0,01514,Eduardo Herrera,9
120,0,12782,Tim Herron,9
120,0,22046,Geoff Ogilvy,9
120,0,08375,Paul Stankowski,9
120,0,06595,Kevin Sutherland,9
120,0,06078,Esteban Toledo,9
120,0,10425,Jay Williamson,9
135,0,21633,Steve Allan,8
135,0,19824,Craig Barlow,8
135,0,01161,Mark Calcavecchia,8
135,0,20229,Stewart Cink,8
135,0,23135,Tim Clark,8
135,0,01200,Keith Clearwater,8
135,0,01306,David Edwards,8
135,0,01313,Steve Elkington,8
135,0,01329,Brad Faxon,8
135,0,21805,Harrison Frazar,8
135,0,01385,Jim Gallagher Jr.,8
135,0,21209,Sergio Garcia,8
135,0,10201,Matt Gogel,8
135,0,10117,Bob Heintz,8
135,0,06315,Pete Jordan,8
135,0,01666,Bernhard Langer,8
135,0,06090,Jim McGovern,8
135,0,01927,Dennis Paulson,8
135,0,10912,Craig Perks,8
135,0,06498,Matt Peterson,8
135,0,07749,Brett Quigley,8
135,0,02002,John Riegger,8
135,0,10649,Tom Scherrer,8
135,0,02133,Craig Stadler,8
135,0,06527,Steve Stricker,8
135,0,02245,Grant Waite,8
135,0,20566,Kaname Yokoo,8
162,0,06197,Michael Allen,7
162,0,07223,Brian Bateman,7
162,0,08123,Jeff Brehaut,7
162,0,25364,Paul Casey,7
162,0,19972,José Coceres,7
162,0,23903,Stephen Gangluff,7
162,0,20157,Retief Goosen,7
162,0,21806,Paul Gow,7
162,0,01457,Jay Haas,7
162,0,21259,Jason Hill,7
162,0,12705,Cliff Kresge,7
162,0,12680,Shigeki Maruyama,7
162,0,21949,Joe Ogilvie,7
162,0,01928,Corey Pavin,7
162,0,01941,Tom Pernice Jr.,7
162,0,20474,Phillip Price,7
162,0,22293,Heath Slocum,7
162,0,02110,Jerry Smith,7
162,0,02246,Duffy Waldorf,7
162,0,02257,Brian Watts,7
182,0,01014,Fulton Allem,6
182,0,01035,Tommy Armour III,6
182,0,07867,Woody Austin,6
182,0,12826,Paul Claxton,6
182,0,20104,Ken Duke,6
182,0,01334,Keith Fergus,6
182,0,01378,David Frost,6
182,0,20766,Padraig Harrington,6
