RANK,MOVEMENT,PLAYER_ID,PLAYER,CAREER BEST STREAK,BEST YTD STREAK
1,0,02104,Jeff Sluman,23,8
2,0,01226,Fred Couples,22,7
2,0,10585,Scott McCarron,22,9
4,0,01320,Bob Estes,21,15
5,0,20098,Stuart Appleby,20,20
5,0,01098,Jay Don Blake,20,11
5,0,02101,Joey Sindelar,20,12
8,0,06621,Joe Durant,19,6
8,0,12660,Jesper Parnevik,19,4
8,0,01958,Dan Pohl,19,4
11,0,08931,Glen Day,18,12
11,0,06251,Chris DiMarco,18,15
11,0,21961,Charles Howell III,18,18
14,0,01093,Ronnie Black,17,1
14,0,01346,Ed Fiori,17,1
14,0,01475,Donnie Hammond,17,8
14,0,01736,Roger Maltbie,17,1
14,0,01887,Mark O'Meara,17,5
14,0,06567,Vijay Singh,17,17
14,0,02214,Kirk Triplett,17,11
21,0,01444,Ken Green,16,1
21,0,01577,Lee Janzen,16,9
21,0,01771,Blaine McCallister,16,4
21,0,01926,Steve Pate,16,8
21,0,01928,Corey Pavin,16,4
21,0,08793,Tiger Woods,16,13
27,0,12823,Carlos Franco,15,15
27,0,01527,Scott Hoch,15,12
27,0,01633,Tom Kite,15,4
27,0,01706,Davis Love III,15,14
27,0,01723,Andrew Magee,15,5
27,0,02099,Scott Simpson,15,4
27,0,02133,Craig Stadler,15,8
27,0,02223,Bob Tway,15,15
35,0,10885,Robert Allenby,14,14
35,0,01203,Russ Cochran,14,9
35,0,06034,Marco Dawson,14,1
35,0,07457,Steve Flesch,14,4
35,0,12645,Brent Geiberger,14,7
35,0,01553,John Huston,14,10
35,0,20634,Peter Lonard,14,14
35,0,01724,Jeff Maggert,14,9
35,0,21949,Joe Ogilvie,14,4
35,0,01948,Tim Petrovic,14,14
35,0,02010,Loren Roberts,14,9
35,0,02146,Payne Stewart,14,0
35,0,02245,Grant Waite,14,7
48,0,01024,Billy Andrade,13,9
48,0,07867,Woody Austin,13,6
48,0,01042,Paul Azinger,13,4
48,0,20498,Briny Baird,13,13
48,0,01142,Bart Bryant,13,5
48,0,01143,Brad Bryant,13,2
48,0,01162,Rex Caldwell,13,0
48,0,01219,John Cook,13,8
48,0,09011,David Duval,13,12
48,0,01313,Steve Elkington,13,6
48,0,01331,Rick Fehr,13,1
48,0,01361,Dan Forsman,13,13
