RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 10'-15',TOTAL 3 PUTTS
1,0,40042,Tyler McCumber,5,31
2,0,40058,Zac Blair,4,32
2,19,52372,Cameron Champ,4,39
2,0,45157,Cam Davis,4,39
2,0,35310,Lanto Griffin,4,41
2,5,45486,Joaquin Niemann,4,42
2,0,49771,J.T. Poston,4,18
2,0,25632,Jimmy Walker,4,26
9,-2,25364,Paul Casey,3,23
9,-2,28307,Matt Every,3,36
9,-2,29970,Dylan Frittelli,3,41
9,-2,34563,Chesson Hadley,3,29
9,-2,39971,Sungjae Im,3,36
9,-2,29478,Kevin Kisner,3,22
9,-2,25572,Graeme McDowell,3,22
9,-2,26596,Ryan Moore,3,17
9,-2,48822,Sebastián Muñoz,3,39
9,-2,28252,Seamus Power,3,13
9,-2,29221,Webb Simpson,3,16
9,-2,27214,Kevin Streelman,3,33
9,-2,30927,Brendon Todd,3,38
22,-1,47504,Sam Burns,2,20
22,-1,51766,Wyndham Clark,2,24
22,-1,39997,Corey Conners,2,37
22,-1,34076,Joel Dahmen,2,28
22,-1,40098,Matt Fitzpatrick,2,17
22,-1,21209,Sergio Garcia,2,23
22,-1,31646,Emiliano Grillo,2,32
22,-1,24924,Bill Haas,2,32
22,-1,49298,Kramer Hickok,2,23
22,-1,33597,Harry Higgs,2,30
22,-1,46717,Viktor Hovland,2,22
22,-1,33122,Russell Knox,2,29
22,-1,30944,Jason Kokrak,2,33
22,-1,49766,Hank Lebioda,2,32
22,-1,29926,Danny Lee,2,38
22,-1,32791,K.H. Lee,2,23
22,-1,27129,Luke List,2,36
22,-1,35449,Adam Long,2,35
22,37,32839,Hideki Matsuyama,2,42
22,-1,28237,Rory McIlroy,2,27
22,-1,39546,Keith Mitchell,2,29
22,-1,25396,Kevin Na,2,29
22,-1,29908,C.T. Pan,2,19
22,-1,26476,Chez Reavie,2,22
22,-1,35732,Wes Roach,2,19
22,-1,22405,Justin Rose,2,19
22,-1,37275,Sam Ryder,2,32
22,-1,23621,Rory Sabbatini,2,27
22,-1,46046,Scottie Scheffler,2,38
22,-1,46441,Robby Shelton,2,28
22,-1,35891,Cameron Smith,2,24
22,-1,30692,Scott Stallings,2,25
22,-1,25493,Nick Taylor,2,21
22,-1,32150,Michael Thompson,2,22
22,-1,35658,Kris Ventura,2,16
22,-1,48887,Matt Wallace,2,22
22,-1,56278,Matthew Wolff,2,29
59,0,33948,Byeong Hun An,1,45
59,0,33120,Mark Anderson,1,21
59,0,21407,Arjun Atwal,1,19
59,0,33404,Chris Baker,1,23
59,0,40026,Daniel Berger,1,28
59,0,40009,Dominic Bozzelli,1,15
59,0,34255,Joseph Bramlett,1,30
59,0,28420,Ryan Brehm,1,25
59,0,29479,Scott Brown,1,32
59,0,29268,Bronson Burgoon,1,20
59,0,35450,Patrick Cantlay,1,19
59,0,32366,Kevin Chappell,1,18
59,0,20229,Stewart Cink,1,17
59,0,46435,Austin Cook,1,26
59,0,28089,Jason Day,1,14
59,0,47959,Bryson DeChambeau,1,24
59,0,45609,Tyler Duncan,1,39
59,0,34099,Harris English,1,25
59,0,10809,Jim Furyk,1,17
59,0,46402,Talor Gooch,1,24
59,0,56762,Will Gordon,1,14
59,0,29974,Branden Grace,1,16
59,0,26758,David Hearn,1,18
59,0,12716,Charley Hoffman,1,24
59,0,39977,Max Homa,1,20
59,0,29420,Billy Horschel,1,18
59,0,35461,Beau Hossler,1,13
59,0,35506,Mackenzie Hughes,1,19
59,0,26300,Matt Jones,1,36
59,0,27974,Sung Kang,1,39
59,0,32757,Patton Kizzire,1,20
59,0,36689,Brooks Koepka,1,22
59,0,27936,Martin Laird,1,23
59,0,26851,Marc Leishman,1,25
59,0,33204,Shane Lowry,1,33
59,0,33413,Ben Martin,1,12
59,0,32640,Troy Merritt,1,22
59,0,50525,Collin Morikawa,1,42
59,0,34213,Grayson Murray,1,24
59,0,27349,Alex Noren,1,20
59,0,30163,Henrik Norlander,1,33
59,0,22056,Cameron Percy,1,18
59,0,24361,Pat Perez,1,20
59,0,25818,Scott Piercy,1,19
59,0,27556,Ted Potter Jr.,1,22
59,0,53165,Doc Redman,1,35
59,0,48081,Xander Schauffele,1,35
59,0,24502,Adam Scott,1,10
59,0,27649,Brandt Snedeker,1,17
59,0,39324,J.J. Spaun,1,22
59,0,30110,Kyle Stanley,1,24
59,0,31560,Brian Stuard,1,20
59,0,48119,Ben Taylor,1,15
59,0,27330,Josh Teater,1,22
59,0,33448,Justin Thomas,1,24
59,0,23788,D.J. Trahan,1,17
59,0,23623,Bo Van Pelt,1,13
59,0,27095,Nick Watney,1,19
59,0,25349,Tim Wilkinson,1,16
59,0,49964,Aaron Wise,1,33
59,0,32254,Xinjun Zhang,1,31
