RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK,CURRENT STREAK
1,0,01329,Brad Faxon,362,65
2,0,01457,Jay Haas,291,1
3,0,01203,Russ Cochran,281,5
4,0,20157,Retief Goosen,277,54
5,0,22548,Patrick Sheehan,267,1
6,0,23552,Hank Kuehne,265,1
7,0,12645,Brent Geiberger,264,32
8,0,01948,Tim Petrovic,251,2
9,0,02239,Scott Verplank,247,23
10,0,19846,Brian Gay,240,52
11,0,24502,Adam Scott,238,7
12,0,21407,Arjun Atwal,236,236
12,0,01619,Skip Kendall,236,28
14,0,10733,Kent Jones,228,3
15,0,24138,Ian Poulter,226,226
16,0,01388,Robert Gamez,224,45
17,0,24357,K.J. Choi,222,21
17,0,06527,Steve Stricker,222,94
19,0,20593,Greg Chalmers,221,2
19,0,24781,Hunter Mahan,221,23
21,0,02049,Gene Sauers,218,2
22,0,02246,Duffy Waldorf,216,78
23,0,01706,Davis Love III,213,29
24,0,12394,Tom Carter,210,3
25,0,22371,Aaron Baddeley,206,74
26,0,19824,Craig Barlow,202,2
26,0,12682,Hirofumi Miyase,202,3
28,0,08385,Omar Uresti,196,18
29,0,21633,Steve Allan,195,3
29,0,02010,Loren Roberts,195,20
29,0,06595,Kevin Sutherland,195,8
32,0,20850,Daniel Chopra,194,24
33,0,01042,Paul Azinger,192,0
33,0,11032,Frank Lickliter II,192,1
35,0,10860,Justin Leonard,191,42
36,0,12823,Carlos Franco,189,0
36,0,21731,Freddie Jacobson,189,22
38,0,24024,Zach Johnson,188,23
39,0,21949,Joe Ogilvie,185,5
40,0,01941,Tom Pernice Jr.,183,17
40,0,22913,John Rollins,183,37
42,0,01938,David Peoples,182,12
43,0,20548,Hidemichi Tanaka,181,62
44,0,02104,Jeff Sluman,180,11
45,0,10201,Matt Gogel,177,10
45,0,20382,Stephen Leaney,177,111
47,0,24507,Jason Bohn,176,63
47,0,20229,Stewart Cink,176,5
49,0,23108,Matt Kuchar,171,0
49,0,06373,José María Olazábal,171,9
49,0,20396,Lee Westwood,171,2
52,0,01035,Tommy Armour III,170,0
53,0,08931,Glen Day,169,0
53,0,26420,Richard Johnson,169,169
53,0,08075,Jerry Kelly,169,1
53,0,02131,Mike Springer,169,8
57,0,25686,Jason Dufner,167,69
57,0,12660,Jesper Parnevik,167,34
59,0,21805,Harrison Frazar,166,29
59,0,01374,Robin Freeman,166,9
61,0,20433,Mark Hensby,164,18
62,0,07223,Brian Bateman,163,30
62,0,01361,Dan Forsman,163,2
64,0,01157,Tom Byrum,162,15
65,0,23541,Ben Crane,161,0
65,0,01527,Scott Hoch,161,13
65,0,10585,Scott McCarron,161,14
65,0,02294,Willie Wood,161,6
69,0,02223,Bob Tway,160,20
70,0,06004,Stephen Ames,159,14
70,0,01139,Olin Browne,159,28
72,0,01098,Jay Don Blake,158,4
72,0,19881,Robert Damron,158,0
72,0,12782,Tim Herron,158,158
72,0,10107,Deane Pappas,158,0
76,0,20498,Briny Baird,157,9
76,0,21739,Aaron Barber,157,157
76,0,08537,J.P. Hayes,157,11
76,0,20127,Chris Riley,157,82
80,0,12510,Chad Campbell,154,23
80,0,06567,Vijay Singh,154,36
82,0,01810,Phil Mickelson,153,1
82,0,22046,Geoff Ogilvy,153,64
82,0,02206,David Toms,153,6
82,0,08793,Tiger Woods,153,2
86,0,01226,Fred Couples,152,13
86,0,07457,Steve Flesch,152,1
88,0,23983,Luke Donald,151,40
88,0,01685,J.L. Lewis,151,1
88,0,25396,Kevin Na,151,4
88,0,10425,Jay Williamson,151,0
92,0,19972,José Coceres,150,2
92,0,20121,Todd Fischer,150,52
92,0,06090,Jim McGovern,150,15
95,0,01320,Bob Estes,149,17
95,0,06515,Shaun Micheel,149,21
95,0,01927,Dennis Paulson,149,9
98,0,12705,Cliff Kresge,148,24
99,0,23353,J.J. Henry,147,1
99,0,21878,Mark Wilson,147,6
101,0,06197,Michael Allen,144,16
101,0,25345,Carl Pettersson,144,11
101,0,23497,Tag Ridings,144,75
104,0,20628,Arron Oberholser,143,30
105,0,01761,Len Mattiace,142,14
105,0,02002,John Riegger,142,23
105,0,23623,Bo Van Pelt,142,29
108,0,08835,Kris Cox,141,24
108,0,01473,Todd Hamilton,141,25
108,0,02099,Scott Simpson,141,1
