RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
1,0,46046,Scottie Scheffler,1.269,78.656,62
2,0,29725,Tony Finau,0.808,57.395,71
3,0,39997,Corey Conners,0.776,60.507,78
4,0,35532,Tom Hoge,0.754,68.644,91
5,0,25900,Lucas Glover,0.710,54.663,77
6,0,48081,Xander Schauffele,0.678,46.804,69
7,0,46414,Aaron Rai,0.676,50.694,75
8,0,52375,Doug Ghim,0.659,52.069,79
9,0,33448,Justin Thomas,0.639,38.344,60
10,0,48117,Kurt Kitayama,0.608,42.550,70
11,0,30163,Henrik Norlander,0.571,27.961,49
12,0,33204,Shane Lowry,0.531,32.413,61
12,0,39546,Keith Mitchell,0.531,40.343,76
14,0,37455,Si Woo Kim,0.506,39.478,78
15,0,32839,Hideki Matsuyama,0.499,31.967,64
16,0,34076,Joel Dahmen,0.486,35.458,73
17,0,39324,J.J. Spaun,0.469,34.273,73
18,0,46717,Viktor Hovland,0.458,23.835,52
18,0,32757,Patton Kizzire,0.458,24.283,53
20,0,50095,Austin Smotherman,0.456,17.334,38
21,0,52955,Ludvig Åberg,0.434,28.671,66
22,0,27064,Jhonattan Vegas,0.433,26.419,61
23,0,51997,Andrew Novak,0.430,33.090,77
24,0,26596,Ryan Moore,0.427,27.348,64
25,0,51890,Greyson Sigg,0.414,27.328,66
26,0,59143,Mac Meissner,0.405,26.349,65
27,0,57362,Austin Eckroat,0.395,30.847,78
28,0,26476,Chez Reavie,0.394,22.069,56
29,0,54628,Lee Hodges,0.363,31.202,86
30,0,52453,Nicolai Højgaard,0.359,16.152,45
31,0,34587,Chan Kim,0.354,25.166,71
32,0,40115,Adam Svensson,0.344,34.362,100
33,0,34098,Russell Henley,0.343,21.931,64
34,0,54591,Ben Griffin,0.327,29.735,91
35,0,27644,Brian Harman,0.322,25.451,79
36,0,45242,Kevin Yu,0.319,21.027,66
37,0,39975,Michael Kim,0.311,19.624,63
38,0,58168,Davis Thompson,0.306,24.490,80
39,0,47679,Victor Perez,0.305,18.602,61
40,0,49960,Sepp Straka,0.303,19.981,66
41,0,33141,Keegan Bradley,0.301,21.339,71
42,0,50525,Collin Morikawa,0.292,20.124,69
43,0,27349,Alex Noren,0.286,17.168,60
44,0,31646,Emiliano Grillo,0.272,20.947,77
44,0,51634,Sahith Theegala,0.272,23.099,85
46,0,27139,David Skinns,0.270,18.332,68
47,0,31323,Gary Woodland,0.268,19.267,72
48,0,56630,Akshay Bhatia,0.264,20.847,79
49,0,55182,Tom Kim,0.263,18.939,72
49,0,36326,David Lipsky,0.263,15.227,58
49,0,37275,Sam Ryder,0.263,15.801,60
52,0,28237,Rory McIlroy,0.260,16.100,62
53,0,36801,Mark Hubbard,0.249,21.943,88
53,0,48153,Matthieu Pavon,0.249,13.203,53
55,0,25493,Nick Taylor,0.243,18.461,76
56,0,59442,Parker Coody,0.242,11.593,48
57,0,28252,Seamus Power,0.238,21.218,89
58,0,45522,Christiaan Bezuidenhout,0.237,17.084,72
59,0,48319,Tom Whitney,0.231,11.527,50
60,0,48887,Matt Wallace,0.225,13.078,58
61,0,47988,Nick Hardy,0.223,16.958,76
62,0,40026,Daniel Berger,0.218,13.102,60
63,0,28775,Nate Lashley,0.212,13.139,62
63,0,34256,Andrew Putnam,0.212,15.894,75
65,0,59866,Nick Dunlap,0.205,13.150,64
66,0,47591,Eric Cole,0.204,19.561,96
67,0,47483,Will Zalatoris,0.197,11.615,59
68,0,40250,Taylor Pendrith,0.186,13.205,71
69,0,29535,Brice Garnett,0.185,7.942,43
70,0,33948,Byeong Hun An,0.181,11.925,66
70,0,51287,Ryo Hisatsune,0.181,12.656,70
72,0,54783,Dylan Wu,0.180,12.615,70
73,0,47504,Sam Burns,0.173,11.422,66
74,0,12716,Charley Hoffman,0.170,10.355,61
75,0,36884,Ben Kohles,0.169,12.343,73
76,0,35310,Lanto Griffin,0.168,9.764,58
77,0,57975,Harry Hall,0.167,11.892,71
78,0,40162,Justin Lower,0.166,13.781,83
79,0,32640,Troy Merritt,0.163,9.433,58
80,0,34021,Bud Cauley,0.161,8.206,51
81,0,29908,C.T. Pan,0.159,9.047,57
82,0,32367,Jorge Campillo,0.157,6.602,42
83,0,51696,Rico Hoey,0.155,10.355,67
83,0,30926,Chris Kirk,0.155,10.412,67
85,0,52513,Carson Young,0.153,11.337,74
86,0,39977,Max Homa,0.145,10.030,69
87,0,57366,Cameron Young,0.116,8.387,72
88,0,24502,Adam Scott,0.114,7.047,62
89,0,40058,Zac Blair,0.110,8.148,74
90,0,34255,Joseph Bramlett,0.103,7.409,72
91,0,57900,Chandler Phillips,0.101,7.546,75
92,0,30911,Tommy Fleetwood,0.099,6.314,64
93,0,33486,Roger Sloan,0.098,5.266,54
94,0,40006,Erik van Rooyen,0.095,6.623,70
95,0,60004,Jacob Bridgeman,0.084,5.047,60
96,0,51766,Wyndham Clark,0.075,4.649,62
97,0,32070,Rafael Campos,0.061,2.674,44
97,0,60067,Joe Highsmith,0.061,3.531,58
99,0,39971,Sungjae Im,0.054,4.254,79
100,0,48867,Matti Schmid,0.035,2.201,63
101,0,51349,Nico Echavarria,0.030,2.100,70
102,0,35450,Patrick Cantlay,0.024,1.335,55
103,0,33968,Thorbjørn Olesen,0.022,0.893,40
104,0,51977,Max Greyserman,0.013,0.838,64
105,0,49771,J.T. Poston,0.012,0.894,77
106,0,29936,Ryan Fox,0.008,0.523,69
107,0,29420,Billy Horschel,0.007,0.447,67
108,0,47420,Jake Knapp,0.001,0.069,69
109,0,52374,Brandon Wu,-0.006,-0.369,63
110,0,39327,Ben Silverman,-0.008,-0.563,71
111,0,47993,Denny McCarthy,-0.017,-1.304,79
112,0,52666,Sami Valimaki,-0.036,-2.042,57
113,0,52215,Robert MacIntyre,-0.051,-3.193,63
114,0,33399,Adam Hadwin,-0.053,-3.755,71
114,0,27214,Kevin Streelman,-0.053,-3.027,57
116,0,36871,Matt NeSmith,-0.065,-4.059,62
117,0,52514,Trace Crowe,-0.069,-3.659,53
118,0,46442,Maverick McNealy,-0.080,-6.359,79
119,0,54576,Patrick Fishburn,-0.083,-4.639,56
120,0,36799,Stephan Jaeger,-0.086,-6.285,73
120,0,46340,Alex Smalley,-0.086,-5.084,59
122,0,48699,Callum Tarren,-0.092,-5.335,58
123,0,45157,Cam Davis,-0.105,-7.548,72
124,0,32102,Rickie Fowler,-0.117,-7.937,68
125,0,50484,Hayden Springer,-0.119,-6.675,56
126,0,24024,Zach Johnson,-0.121,-5.202,43
127,0,40098,Matt Fitzpatrick,-0.122,-7.569,62
128,0,23108,Matt Kuchar,-0.124,-8.277,67
129,0,48084,Wesley Bryan,-0.142,-4.968,35
130,0,46113,Ryan McCormick,-0.151,-7.120,47
131,0,34563,Chesson Hadley,-0.154,-9.383,61
132,0,60767,Blaine Hale Jr.,-0.157,-5.948,38
133,0,27129,Luke List,-0.160,-10.558,66
134,0,46441,Robby Shelton,-0.162,-10.705,66
135,0,36699,Patrick Rodgers,-0.191,-17.030,89
136,0,35506,Mackenzie Hughes,-0.192,-16.100,84
137,0,33653,Thomas Detry,-0.196,-12.731,65
138,0,34046,Jordan Spieth,-0.204,-12.856,63
139,0,37378,Min Woo Lee,-0.213,-12.539,59
140,0,32791,K.H. Lee,-0.233,-15.836,68
141,0,27770,Camilo Villegas,-0.251,-11.034,44
142,0,49947,Taylor Moore,-0.289,-25.475,88
143,0,55893,Sam Stevens,-0.296,-23.707,80
144,0,55708,Hayden Buckley,-0.298,-17.899,60
145,0,32366,Kevin Chappell,-0.307,-12.597,41
146,0,34466,Peter Malnati,-0.308,-20.950,68
147,0,51070,Vincent Norrman,-0.313,-14.375,46
148,0,29221,Webb Simpson,-0.321,-15.715,49
149,0,34099,Harris English,-0.325,-25.330,78
150,0,27936,Martin Laird,-0.328,-19.050,58
151,0,51894,Vince Whaley,-0.337,-18.215,54
152,0,28089,Jason Day,-0.343,-20.226,59
153,0,22371,Aaron Baddeley,-0.359,-21.197,59
153,0,55454,Carl Yuan,-0.359,-19.378,54
155,0,27330,Josh Teater,-0.360,-13.687,38
156,0,35461,Beau Hossler,-0.374,-29.578,79
157,0,54421,Garrick Higgo,-0.377,-23.762,63
157,0,22405,Justin Rose,-0.377,-19.985,53
159,0,59836,Pierceson Coody,-0.378,-23.465,62
160,0,50497,Adrien Dumont de Chassart,-0.379,-21.999,58
161,0,56149,Wilson Furr,-0.399,-18.352,46
162,0,47983,Chad Ramey,-0.402,-27.750,69
163,0,59095,Chris Gotterup,-0.419,-27.624,66
164,0,30927,Brendon Todd,-0.423,-37.618,89
165,0,55789,Taylor Montgomery,-0.442,-20.782,47
166,0,33408,Tyson Alexander,-0.468,-28.526,61
