RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
167,0,23320,Ryan Palmer,-0.475,-17.108,36
168,0,47995,Davis Riley,-0.486,-34.010,70
169,0,47663,Kevin Dougherty,-0.518,-25.910,50
170,0,50493,Justin Suh,-0.523,-32.450,62
171,0,47347,Adam Schenk,-0.531,-43.003,81
172,0,45609,Tyler Duncan,-0.541,-30.277,56
173,0,28420,Ryan Brehm,-0.555,-25.538,46
174,0,32333,Kevin Tway,-0.565,-25.442,45
175,0,38991,Alejandro Tosti,-0.602,-36.728,61
176,0,50188,S.H. Kim,-0.626,-56.369,90
177,0,48119,Ben Taylor,-0.644,-34.784,54
178,0,29478,Kevin Kisner,-0.650,-30.567,47
179,0,34374,Erik Barnes,-0.662,-29.135,44
180,0,27649,Brandt Snedeker,-0.697,-36.233,52
181,0,52372,Cameron Champ,-0.716,-35.104,49
182,0,37212,Paul Barjon,-0.898,-39.505,44
183,0,35617,Martin Trainer,-1.028,-42.163,41
184,0,47806,Raul Pereda,-1.047,-37.703,36
