RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,33448,Justin Thomas,10000000
2,0,34046,Jordan Spieth,3000000
3,0,48081,Xander Schauffele,2000000
4,0,30925,Dustin Johnson,1500000
5,0,46970,Jon Rahm,1000000
6,0,26851,Marc Leishman,800000
7,0,32102,Rickie Fowler,700000
8,0,32839,Hideki Matsuyama,600000
9,0,22405,Justin Rose,550000
10,0,36689,Brooks Koepka,500000
11,0,25364,Paul Casey,300000
12,0,29478,Kevin Kisner,290000
13,0,34098,Russell Henley,280000
14,0,23108,Matt Kuchar,270000
15,0,24361,Pat Perez,250000
16,0,40026,Daniel Berger,245000
17,0,29221,Webb Simpson,240000
18,0,28089,Jason Day,235000
19,0,29725,Tony Finau,230000
20,0,12716,Charley Hoffman,225000
21,0,21209,Sergio Garcia,220000
22,0,34360,Patrick Reed,215000
23,0,27064,Jhonattan Vegas,210000
24,0,30110,Kyle Stanley,205000
25,0,27644,Brian Harman,200000
26,0,33399,Adam Hadwin,195000
27,0,32366,Kevin Chappell,190000
28,0,31323,Gary Woodland,185000
29,0,35450,Patrick Cantlay,180000
30,0,25686,Jason Dufner,175000
31,0,26329,Louis Oosthuizen,165000
32,0,21528,Henrik Stenson,155000
33,0,29518,Brendan Steele,150000
34,0,01810,Phil Mickelson,145000
35,0,24924,Bill Haas,142000
36,0,35506,Mackenzie Hughes,140000
37,0,25198,Francesco Molinari,138000
38,0,34264,Hudson Swafford,137000
39,0,26476,Chez Reavie,136000
40,0,21961,Charles Howell III,135000
41,0,48084,Wesley Bryan,134000
42,0,29420,Billy Horschel,133000
43,0,25900,Lucas Glover,132000
44,0,26331,Charl Schwartzel,131000
45,0,25396,Kevin Na,130000
46,0,35891,Cameron Smith,129000
47,0,33141,Keegan Bradley,128000
48,0,24024,Zach Johnson,127000
49,0,47959,Bryson DeChambeau,126000
50,0,27129,Luke List,125000
51,0,31420,Anirban Lahiri,120000
52,0,24138,Ian Poulter,115000
53,0,20229,Stewart Cink,114000
54,0,37455,Si Woo Kim,113000
55,0,29479,Scott Brown,110000
56,0,27936,Martin Laird,110000
57,0,29461,Jamie Lovemark,110000
58,0,28237,Rory McIlroy,110000
59,0,27974,Sung Kang,110000
60,0,46501,Ollie Schniederjans,110000
61,0,26499,Rafa Cabrera Bello,110000
62,0,24140,Sean O'Hair,110000
63,0,34431,Robert Streb,110000
64,0,26596,Ryan Moore,110000
65,0,34021,Bud Cauley,110000
66,0,34213,Grayson Murray,110000
67,0,31646,Emiliano Grillo,110000
68,0,32448,James Hahn,110000
69,0,32333,Kevin Tway,110000
70,0,29926,Danny Lee,110000
71,0,33122,Russell Knox,80000
72,0,35879,Kelly Kraft,80000
73,0,27649,Brandt Snedeker,80000
74,0,20572,Rod Pampling,80000
75,0,25804,Bubba Watson,80000
76,0,27436,Graham DeLaet,80000
77,0,30944,Jason Kokrak,80000
78,0,36699,Patrick Rodgers,80000
79,0,24502,Adam Scott,80000
80,0,29974,Branden Grace,80000
81,0,33461,Morgan Hoffmann,75000
82,0,27895,Jonas Blixt,75000
83,0,12510,Chad Campbell,75000
84,0,27963,Chris Stroud,75000
85,0,31202,William McGirt,75000
86,0,27214,Kevin Streelman,75000
87,0,39954,Cody Gribble,75000
88,0,29908,C.T. Pan,75000
89,0,37454,Whee Kim,75000
90,0,37189,Harold Varner III,75000
91,0,31557,Jim Herman,75000
92,0,30926,Chris Kirk,75000
93,0,25493,Nick Taylor,75000
94,0,34409,David Lingmerth,75000
95,0,27141,J.B. Holmes,75000
96,0,27770,Camilo Villegas,75000
97,0,39324,J.J. Spaun,75000
98,0,25818,Scott Piercy,75000
99,0,32757,Patton Kizzire,75000
100,0,39975,Michael Kim,75000
101,0,30692,Scott Stallings,70000
102,0,33948,Byeong Hun An,70000
103,0,28500,Martin Flores,70000
104,0,25240,D.A. Points,70000
105,0,23983,Luke Donald,70000
106,0,47128,Richy Werenski,70000
107,0,27958,Ryan Blaum,70000
108,0,22046,Geoff Ogilvy,70000
109,0,24358,Robert Garrigus,70000
110,0,29289,S.Y. Noh,70000
111,0,25632,Jimmy Walker,70000
112,0,19846,Brian Gay,70000
113,0,46550,Brandon Hagy,70000
114,0,23325,Vaughn Taylor,70000
115,0,06527,Steve Stricker,70000
116,0,31416,Derek Fathauer,70000
117,0,28132,Tyrone Van Aswegen,70000
118,0,34099,Harris English,70000
119,0,40009,Dominic Bozzelli,70000
120,0,27095,Nick Watney,70000
121,0,34174,John Huh,70000
122,0,35545,Blayne Barber,70000
123,0,33413,Ben Martin,70000
124,0,23621,Rory Sabbatini,70000
125,0,23353,J.J. Henry,70000
126,0,40058,Zac Blair,32000
127,0,33204,Shane Lowry,32000
128,0,26758,David Hearn,32000
129,0,29223,Sam Saunders,32000
130,0,28252,Seamus Power,32000
131,0,25834,Daniel Summerhays,32000
132,0,49771,J.T. Poston,32000
133,0,33419,Cameron Tringale,32000
134,0,23320,Ryan Palmer,32000
135,0,29222,Billy Hurley III,32000
136,0,25572,Graeme McDowell,32000
137,0,46601,Trey Mullinax,32000
138,0,22371,Aaron Baddeley,32000
139,0,24846,Ricky Barnes,32000
140,0,26951,Johnson Wagner,32000
141,0,46440,Smylie Kaufman,32000
142,0,20691,Greg Owen,32000
143,0,25720,Chad Collins,32000
144,0,22056,Cameron Percy,32000
145,0,31560,Brian Stuard,32000
146,0,22986,Søren Kjeldsen,32000
147,0,23541,Ben Crane,32000
148,0,32150,Michael Thompson,32000
149,0,20472,Alex Cejka,32000
150,0,46732,Rick Lamb,32000
