RANK,MOVEMENT,PLAYER_ID,PLAYER,CAREER BEST STREAK,BEST YTD STREAK
1,0,01320,Bob Estes,17,10
2,0,21961,Charles Howell III,16,16
3,0,01527,Scott Hoch,14,5
4,0,01706,Davis Love III,13,6
5,0,01887,Mark O'Meara,12,3
6,0,01306,David Edwards,11,2
6,0,10809,Jim Furyk,11,6
6,0,01666,Bernhard Langer,11,3
6,0,01690,Bruce Lietzke,11,0
6,0,01783,Mark McCumber,11,0
6,0,01925,Jerry Pate,11,2
6,0,08793,Tiger Woods,11,10
13,0,01226,Fred Couples,10,5
13,0,06251,Chris DiMarco,10,10
13,0,07457,Steve Flesch,10,3
13,0,12823,Carlos Franco,10,10
13,0,01378,David Frost,10,4
13,0,01388,Robert Gamez,10,10
13,0,01928,Corey Pavin,10,3
13,0,01938,David Peoples,10,10
13,0,01996,Mike Reid,10,1
13,0,20127,Chris Riley,10,7
13,0,02049,Gene Sauers,10,5
13,0,02090,Tom Sieckmann,10,0
13,0,02106,Chris Smith,10,5
13,0,02206,David Toms,10,10
13,0,02245,Grant Waite,10,4
28,0,01024,Billy Andrade,9,9
28,0,20098,Stuart Appleby,9,9
28,0,20029,Notah Begay III,9,7
28,0,01143,Brad Bryant,9,1
28,0,01161,Mark Calcavecchia,9,4
28,0,24357,K.J. Choi,9,9
28,0,20229,Stewart Cink,9,5
28,0,01201,Lennie Clements,9,0
28,0,01381,Fred Funk,9,6
28,0,21209,Sergio Garcia,9,3
28,0,19846,Brian Gay,9,5
28,0,21806,Paul Gow,9,3
28,0,01457,Jay Haas,9,5
28,0,08633,Per-Ulrik Johansson,9,9
28,0,10860,Justin Leonard,9,9
28,0,01771,Blaine McCallister,9,3
28,0,01810,Phil Mickelson,9,5
28,0,01837,Gil Morgan,9,0
28,0,01876,Greg Norman,9,2
28,0,12660,Jesper Parnevik,9,2
28,0,01943,Chris Perry,9,1
28,0,02010,Loren Roberts,9,6
28,0,02104,Jeff Sluman,9,6
28,0,02146,Payne Stewart,9,0
28,0,02170,Hal Sutton,9,2
28,0,02214,Kirk Triplett,9,4
28,0,02223,Bob Tway,9,8
28,0,02239,Scott Verplank,9,5
56,0,01006,John Adams,8,0
56,0,10885,Robert Allenby,8,6
56,0,01042,Paul Azinger,8,2
56,0,01049,Ian Baker-Finch,8,0
56,0,20099,Doug Barron,8,2
56,0,01068,Andy Bean,8,0
56,0,12652,Cameron Beckman,8,8
56,0,01129,Bill Britton,8,0
56,0,01162,Rex Caldwell,8,0
56,0,01175,Jim Carter,8,8
56,0,01197,Bobby Clampett,8,0
56,0,23135,Tim Clark,8,8
56,0,01203,Russ Cochran,8,4
56,0,01219,John Cook,8,7
56,0,09011,David Duval,8,4
