RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,24361,Pat Perez,37' 5",61028,136,5085.667,+5.00
2,1,28679,Fabián Gómez,38' 7",60153,130,5012.750,+10.00
3,-1,30925,Dustin Johnson,38' 9",87439,188,7286.583,-1.00
4,0,27556,Ted Potter Jr.,39' 3",59765,127,4980.417,+7.00
5,0,10809,Jim Furyk,39' 5",39758,84,3313.167,+8.00
6,0,27214,Kevin Streelman,39' 8",81867,172,6822.250,+7.00
7,0,25804,Bubba Watson,39' 10",103723,217,8643.583,+8.00
8,2,29974,Branden Grace,39' 11",75273,157,6272.750,+12.00
9,4,32662,Michael Gligic,40' 1",65422,136,5451.833,+18.00
10,4,22056,Cameron Percy,40' 2",69933,145,5827.750,+13.00
10,4,33419,Cameron Tringale,40' 2",113381,235,9448.417,-7.00
12,4,47504,Sam Burns,40' 3",104760,217,8730.000,+19.00
13,4,32366,Kevin Chappell,40' 4",59102,122,4925.167,+5.00
14,4,26596,Ryan Moore,40' 5",44090,91,3674.167,+11.00
15,-8,29725,Tony Finau,40' 6",128734,265,10727.833,E
15,4,37455,Si Woo Kim,40' 6",109312,225,9109.333,+21.00
17,3,33597,Harry Higgs,40' 7",113356,233,9446.333,+19.00
17,3,48119,Ben Taylor,40' 7",55546,114,4628.833,+21.00
19,3,21407,Arjun Atwal,40' 8",35157,72,2929.750,-1.00
19,3,25364,Paul Casey,40' 8",70278,144,5856.500,+9.00
19,7,46717,Viktor Hovland,40' 8",97620,200,8135.000,+31.00
19,3,34466,Peter Malnati,40' 8",94261,193,7855.083,+13.00
23,3,34076,Joel Dahmen,40' 9",102612,210,8551.000,+27.00
24,4,27064,Jhonattan Vegas,40' 11",66812,136,5567.667,+10.00
25,-14,40026,Daniel Berger,41' 0",96467,196,8038.917,-2.00
25,4,39997,Corey Conners,41' 0",85648,174,7137.333,+28.00
25,4,25900,Lucas Glover,41' 0",75233,153,6269.417,+14.00
28,5,47347,Adam Schenk,41' 1",92607,188,7717.250,+7.00
28,5,25349,Tim Wilkinson,41' 1",45847,93,3820.583,+15.00
30,5,40058,Zac Blair,41' 2",86396,175,7199.667,+26.00
30,5,34021,Bud Cauley,41' 2",105125,213,8760.417,+19.00
32,6,32254,Xinjun Zhang,41' 3",113818,230,9484.833,+34.00
33,6,27974,Sung Kang,41' 4",126020,254,10501.667,+38.00
33,6,35658,Kris Ventura,41' 4",58472,118,4872.667,+8.00
35,6,40042,Tyler McCumber,41' 5",90877,183,7573.083,+36.00
35,6,28252,Seamus Power,41' 5",39720,80,3310.000,+16.00
37,6,34563,Chesson Hadley,41' 6",81163,163,6763.583,+28.00
38,6,34098,Russell Henley,41' 7",92836,186,7736.333,+11.00
38,10,39971,Sungjae Im,41' 7",119264,239,9938.667,+20.00
38,6,29926,Danny Lee,41' 7",104820,210,8735.000,+25.00
38,-31,23320,Ryan Palmer,41' 7",105301,211,8775.083,+14.00
42,4,33948,Byeong Hun An,41' 8",126581,253,10548.417,+30.00
43,4,46550,Brandon Hagy,41' 9",88653,177,7387.750,-4.00
44,-22,45486,Joaquin Niemann,41' 10",128927,257,10743.917,+18.00
44,4,27942,Rob Oppenheim,41' 10",85384,170,7115.333,+13.00
44,4,33449,Zack Sucher,41' 10",53765,107,4480.417,+11.00
47,4,32791,K.H. Lee,41' 11",95637,190,7969.750,+15.00
47,-12,29221,Webb Simpson,41' 11",75420,150,6285.000,+11.00
49,3,28420,Ryan Brehm,42' 0",77591,154,6465.917,+12.00
49,3,33410,Andrew Landry,42' 0",97242,193,8103.500,+21.00
