RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,21407,Arjun Atwal,34' 8",26,901.000,+4.00
2,1,24361,Pat Perez,36' 9",64,2352.500,+4.00
3,1,01810,Phil Mickelson,37' 3",66,2459.583,-1.00
4,1,22056,Cameron Percy,37' 7",61,2294.833,+3.00
5,1,12716,Charley Hoffman,37' 9",101,3815.333,E
6,2,46717,Viktor Hovland,37' 10",100,3786.167,+14.00
7,0,27936,Martin Laird,37' 11",62,2349.083,+6.00
8,2,27974,Sung Kang,38' 9",141,5462.417,+15.00
9,2,29974,Branden Grace,38' 10",96,3729.750,E
10,2,25900,Lucas Glover,38' 11",82,3191.417,+7.00
11,2,10809,Jim Furyk,39' 0",47,1834.333,+1.00
11,2,25349,Tim Wilkinson,39' 0",50,1950.250,+2.00
13,2,34466,Peter Malnati,39' 2",104,4074.667,+5.00
13,2,27064,Jhonattan Vegas,39' 2",56,2191.750,+1.00
15,3,25364,Paul Casey,39' 9",69,2742.333,+2.00
16,4,28252,Seamus Power,39' 10",44,1753.917,+18.00
17,4,27214,Kevin Streelman,39' 11",84,3351.583,+4.00
17,4,48119,Ben Taylor,39' 11",50,1995.417,+7.00
19,4,32662,Michael Gligic,40' 1",85,3408.917,+17.00
20,4,48045,Michael Gellerman,40' 3",55,2214.333,+10.00
21,5,47504,Sam Burns,40' 4",136,5489.667,+10.00
21,5,28679,Fabián Gómez,40' 4",78,3144.750,+5.00
23,-6,45486,Joaquin Niemann,40' 6",130,5260.917,+10.00
24,6,23325,Vaughn Taylor,40' 7",61,2477.000,+6.00
25,7,27556,Ted Potter Jr.,40' 9",43,1751.333,+5.00
26,7,33419,Cameron Tringale,40' 10",106,4325.167,+1.00
27,7,34563,Chesson Hadley,40' 11",78,3190.917,+11.00
27,7,37455,Si Woo Kim,40' 11",115,4706.917,+12.00
29,7,35450,Patrick Cantlay,41' 0",82,3363.083,+7.00
29,7,33597,Harry Higgs,41' 0",133,5449.583,+14.00
29,7,27129,Luke List,41' 0",127,5203.917,+5.00
32,7,40058,Zac Blair,41' 1",102,4193.750,+14.00
32,7,34255,Joseph Bramlett,41' 1",84,3450.833,+10.00
32,7,32366,Kevin Chappell,41' 1",59,2423.667,+5.00
32,7,39997,Corey Conners,41' 1",106,4357.667,+15.00
32,7,49298,Kramer Hickok,41' 1",60,2466.417,+5.00
32,18,39971,Sungjae Im,41' 1",132,5420.917,+19.00
38,6,30692,Scott Stallings,41' 2",101,4161.750,+9.00
39,7,34076,Joel Dahmen,41' 3",114,4706.833,+13.00
40,-14,30925,Dustin Johnson,41' 4",81,3349.333,-5.00
40,9,26596,Ryan Moore,41' 4",43,1778.333,+7.00
40,15,50525,Collin Morikawa,41' 4",127,5247.000,+19.00
43,7,31420,Anirban Lahiri,41' 5",48,1986.833,-4.00
43,7,25804,Bubba Watson,41' 5",105,4347.917,-1.00
45,8,21209,Sergio Garcia,41' 6",55,2281.583,+11.00
45,8,34213,Grayson Murray,41' 6",83,3442.500,+7.00
