RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3 PUTTS,TOTAL ROUNDS
1,0,32070,Rafael Campos,.82,49,60
2,0,56149,Wilson Furr,.81,46,57
3,0,38991,Alejandro Tosti,.80,55,69
4,0,51070,Vincent Norrman,.76,37,49
5,0,48699,Callum Tarren,.74,52,70
5,0,48319,Tom Whitney,.74,50,68
7,0,28420,Ryan Brehm,.72,43,60
7,0,35310,Lanto Griffin,.72,52,72
7,0,29478,Kevin Kisner,.72,39,54
10,0,47663,Kevin Dougherty,.69,43,62
10,0,29535,Brice Garnett,.69,33,48
10,0,23320,Ryan Palmer,.69,29,42
10,0,37275,Sam Ryder,.69,52,75
10,0,27330,Josh Teater,.69,36,52
15,0,34255,Joseph Bramlett,.68,57,84
15,0,34587,Chan Kim,.68,54,80
17,0,26596,Ryan Moore,.67,48,72
17,0,27649,Brandt Snedeker,.67,39,58
17,0,55454,Carl Yuan,.67,43,64
20,0,48887,Matt Wallace,.66,42,64
21,0,32367,Jorge Campillo,.65,34,52
21,0,39546,Keith Mitchell,.65,53,81
23,0,37212,Paul Barjon,.64,34,53
23,0,46113,Ryan McCormick,.64,39,61
23,0,47806,Raul Pereda,.64,30,47
26,0,27770,Camilo Villegas,.63,36,57
27,0,36884,Ben Kohles,.62,53,85
27,0,46340,Alex Smalley,.62,46,74
29,0,51696,Rico Hoey,.61,51,84
29,0,28775,Nate Lashley,.61,45,74
29,0,51890,Greyson Sigg,.61,46,76
29,0,50484,Hayden Springer,.61,44,72
33,0,60767,Blaine Hale Jr.,.60,31,52
33,0,48867,Matti Schmid,.60,47,78
33,0,57366,Cameron Young,.60,49,81
36,0,36326,David Lipsky,.59,41,69
36,0,47983,Chad Ramey,.59,49,83
36,0,45242,Kevin Yu,.59,43,73
39,0,48084,Wesley Bryan,.58,29,50
39,0,32757,Patton Kizzire,.58,36,62
39,0,32640,Troy Merritt,.58,43,74
39,0,33486,Roger Sloan,.58,38,66
39,0,35617,Martin Trainer,.58,29,50
44,0,27064,Jhonattan Vegas,.57,41,72
44,0,52513,Carson Young,.57,49,86
46,0,55708,Hayden Buckley,.56,40,71
46,0,47988,Nick Hardy,.56,49,87
46,0,52453,Nicolai Højgaard,.56,32,57
46,0,31323,Gary Woodland,.56,45,80
50,0,59866,Nick Dunlap,.55,37,67
50,0,59095,Chris Gotterup,.55,39,71
52,0,34374,Erik Barnes,.54,29,54
52,0,34076,Joel Dahmen,.54,48,89
52,0,60067,Joe Highsmith,.54,38,70
52,0,27936,Martin Laird,.54,39,72
52,0,48153,Matthieu Pavon,.54,34,63
52,0,47347,Adam Schenk,.54,50,92
52,0,52374,Brandon Wu,.54,44,81
59,0,30926,Chris Kirk,.53,41,77
59,0,32839,Hideki Matsuyama,.53,39,74
59,0,36871,Matt NeSmith,.53,38,72
59,0,40115,Adam Svensson,.53,57,107
59,0,54783,Dylan Wu,.53,42,80
59,0,47483,Will Zalatoris,.53,35,66
65,0,32366,Kevin Chappell,.52,29,56
65,0,47420,Jake Knapp,.52,39,75
65,0,30163,Henrik Norlander,.52,34,66
65,0,25493,Nick Taylor,.52,43,83
65,0,52666,Sami Valimaki,.52,31,60
70,0,33948,Byeong Hun An,.51,38,75
70,0,52372,Cameron Champ,.51,29,57
70,0,29725,Tony Finau,.51,40,79
70,0,55182,Tom Kim,.51,40,79
70,0,29221,Webb Simpson,.51,26,51
70,0,40006,Erik van Rooyen,.51,40,79
76,0,24024,Zach Johnson,.50,24,48
76,0,50188,S.H. Kim,.50,53,105
76,0,32791,K.H. Lee,.50,39,78
76,0,46441,Robby Shelton,.50,38,76
80,0,52514,Trace Crowe,.49,33,68
80,0,51287,Ryo Hisatsune,.49,41,84
80,0,12716,Charley Hoffman,.49,34,70
80,0,36799,Stephan Jaeger,.49,39,79
80,0,50493,Justin Suh,.49,36,74
80,0,51634,Sahith Theegala,.49,46,93
86,0,33408,Tyson Alexander,.48,36,75
86,0,40058,Zac Blair,.48,39,82
86,0,34563,Chesson Hadley,.48,32,66
86,0,27129,Luke List,.48,37,77
86,0,33968,Thorbjørn Olesen,.48,23,48
86,0,55893,Sam Stevens,.48,47,98
92,0,39997,Corey Conners,.47,41,87
92,0,50497,Adrien Dumont de Chassart,.47,35,74
92,0,54576,Patrick Fishburn,.47,33,70
92,0,48117,Kurt Kitayama,.47,37,79
92,0,50095,Austin Smotherman,.47,25,53
