RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
124,0,35879,Kelly Kraft,8' 10",3504.667,397
124,0,46442,Maverick McNealy,8' 10",2624.667,296
124,0,51634,Sahith Theegala,8' 10",4153.833,470
128,0,55789,Taylor Montgomery,8' 11",4518.917,507
128,0,26596,Ryan Moore,8' 11",2855.500,320
128,0,39335,Kevin Roy,8' 11",2227.833,251
131,0,35310,Lanto Griffin,9' 0",2177.833,242
131,0,33204,Shane Lowry,9' 0",2610.750,291
131,0,23320,Ryan Palmer,9' 0",3041.000,337
131,0,47995,Davis Riley,9' 0",3655.750,405
135,0,39997,Corey Conners,9' 1",3024.000,334
135,0,34563,Chesson Hadley,9' 1",3538.333,390
135,0,57975,Harry Hall,9' 1",3648.750,402
135,0,27554,Scott Harrington,9' 1",2939.417,323
135,0,27974,Sung Kang,9' 1",1346.083,148
135,0,58696,Peter Kuest,9' 1",1476.250,162
135,0,40162,Justin Lower,9' 1",3827.750,421
142,0,57362,Austin Eckroat,9' 2",3455.500,378
142,0,33399,Adam Hadwin,9' 2",3676.250,400
142,0,26476,Chez Reavie,9' 2",3994.667,434
142,0,31560,Brian Stuard,9' 2",2899.917,317
146,0,59018,Ryan Gerard,9' 3",2627.667,285
146,0,54421,Garrick Higgo,9' 3",4538.583,491
146,0,24502,Adam Scott,9' 3",2619.583,282
146,0,50095,Austin Smotherman,9' 3",4077.750,441
146,0,47128,Richy Werenski,9' 3",4226.250,455
151,0,51950,Max McGreevy,9' 4",3638.000,391
151,0,46601,Trey Mullinax,9' 4",3590.917,385
151,0,40250,Taylor Pendrith,9' 4",3612.000,387
151,0,29221,Webb Simpson,9' 4",2750.083,295
151,0,52411,Kyle Westmoreland,9' 4",2896.750,309
151,0,31323,Gary Woodland,9' 4",3467.333,373
157,0,39067,MJ Daffue,9' 5",3771.833,400
157,0,33413,Ben Martin,9' 5",4122.250,436
157,0,24140,Sean O'Hair,9' 5",1623.250,172
157,0,52513,Carson Young,9' 5",3625.250,384
161,0,20229,Stewart Cink,9' 6",3190.500,335
161,0,49453,Trevor Cone,9' 6",2956.667,311
161,0,34409,David Lingmerth,9' 6",3580.583,377
164,0,19803,Ryan Armour,9' 7",3295.750,344
164,0,32448,James Hahn,9' 7",3485.500,365
164,0,58967,Trevor Werbylo,9' 7",3278.333,341
164,0,52374,Brandon Wu,9' 7",4229.917,442
168,0,39058,Lucas Herbert,9' 8",2901.500,299
168,0,49960,Sepp Straka,9' 8",3644.750,376
168,0,55454,Carl Yuan,9' 8",3523.417,364
171,0,47988,Nick Hardy,9' 9",4294.917,439
171,0,33410,Andrew Landry,9' 9",3511.667,360
173,0,51414,Brent Grant,9' 10",2799.500,285
173,0,27129,Luke List,9' 10",3749.750,380
175,0,29420,Billy Horschel,9' 11",2783.083,280
175,0,49766,Hank Lebioda,9' 11",2064.417,209
177,0,48867,Matti Schmid,10' 0",2645.000,264
178,0,31557,Jim Herman,10' 1",3292.167,327
179,0,51349,Nico Echavarria,10' 2",3100.583,306
179,0,52453,Nicolai Hojgaard,10' 2",1492.333,147
179,0,48699,Callum Tarren,10' 2",4163.417,409
182,0,27095,Nick Watney,10' 3",3025.000,295
183,0,55708,Hayden Buckley,10' 4",3496.000,339
183,0,32662,Michael Gligic,10' 4",3161.083,305
183,0,56762,Will Gordon,10' 4",4396.500,427
183,0,33597,Harry Higgs,10' 4",3489.667,338
187,0,45609,Tyler Duncan,10' 5",4025.750,387
187,0,53165,Doc Redman,10' 5",3403.833,328
189,0,52372,Cameron Champ,10' 6",3093.000,295
190,0,28420,Ryan Brehm,10' 7",3862.750,365
191,0,50493,Justin Suh,10' 8",5760.500,542
192,0,40006,Erik van Rooyen,10' 10",3072.583,283
193,0,51491,Brandon Matthews,12' 0",2841.583,237
