RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
1,0,46046,Scottie Scheffler,6' 11",2148.917,311
2,0,29725,Tony Finau,7' 0",2355.667,338
3,0,33948,Byeong Hun An,7' 2",3751.333,521
4,0,22056,Cameron Percy,7' 4",1658.583,227
4,0,30927,Brendon Todd,7' 4",3446.417,469
6,0,39977,Max Homa,7' 5",2952.417,397
7,0,24925,Jonathan Byrd,7' 6",1575.167,209
7,0,28089,Jason Day,7' 6",2544.917,340
7,0,30911,Tommy Fleetwood,7' 6",2716.167,363
7,0,34610,Matthias Schwab,7' 6",3386.250,454
11,0,47079,Harrison Endycott,7' 7",2871.333,377
11,0,37455,Si Woo Kim,7' 7",3587.500,471
11,0,32816,Satoshi Kodaira,7' 7",1661.083,219
11,0,32839,Hideki Matsuyama,7' 7",2731.500,359
11,0,51890,Greyson Sigg,7' 7",3451.167,454
16,0,22371,Aaron Baddeley,7' 8",2496.583,325
16,0,27644,Brian Harman,7' 8",3108.583,405
16,0,46717,Viktor Hovland,7' 8",2717.167,354
16,0,35506,Mackenzie Hughes,7' 8",2950.083,386
16,0,27349,Alex Noren,7' 8",3013.333,394
21,0,34255,Joseph Bramlett,7' 9",2637.583,339
21,0,25686,Jason Dufner,7' 9",2687.500,347
21,0,55182,Tom Kim,7' 9",2766.833,356
21,0,39324,J.J. Spaun,7' 9",3121.000,404
25,0,45522,Christiaan Bezuidenhout,7' 10",3461.083,440
25,0,54591,Ben Griffin,7' 10",3801.917,486
25,0,34363,Tyrrell Hatton,7' 10",2715.250,347
25,0,36799,Stephan Jaeger,7' 10",3955.500,506
25,0,30926,Chris Kirk,7' 10",2998.417,382
25,0,33122,Russell Knox,7' 10",2903.500,371
25,0,28237,Rory McIlroy,7' 10",2275.667,291
25,0,36699,Patrick Rodgers,7' 10",3586.250,457
25,0,25493,Nick Taylor,7' 10",3230.583,411
34,0,48084,Wesley Bryan,7' 11",1359.917,172
34,0,35450,Patrick Cantlay,7' 11",2380.667,302
34,0,51766,Wyndham Clark,7' 11",3356.417,424
34,0,52375,Doug Ghim,7' 11",2663.333,335
34,0,54628,Lee Hodges,7' 11",3901.583,492
34,0,31202,William McGirt,7' 11",1627.417,206
34,0,36724,Augusto Núñez,7' 11",2336.667,296
34,0,46414,Aaron Rai,7' 11",3478.417,441
34,0,34046,Jordan Spieth,7' 11",2768.417,351
43,0,52955,Ludvig Åberg,8' 0",1612.000,202
43,0,50188,S.H. Kim,8' 0",4575.167,573
43,0,34466,Peter Malnati,8' 0",3553.833,445
43,0,32640,Troy Merritt,8' 0",3136.500,392
43,0,30692,Scott Stallings,8' 0",2818.250,351
43,0,27214,Kevin Streelman,8' 0",3602.750,452
49,0,56630,Akshay Bhatia,8' 1",2391.250,296
49,0,40058,Zac Blair,8' 1",2716.000,337
49,0,25900,Lucas Glover,8' 1",3077.333,380
49,0,12716,Charley Hoffman,8' 1",2264.833,281
49,0,39971,Sungjae Im,8' 1",3567.667,443
49,0,23108,Matt Kuchar,8' 1",3334.750,411
49,0,27936,Martin Laird,8' 1",2670.333,332
49,0,32791,K.H. Lee,8' 1",3311.333,410
49,0,30163,Henrik Norlander,8' 1",2836.167,351
49,0,51997,Andrew Novak,8' 1",2945.167,366
49,0,29908,C.T. Pan,8' 1",1392.667,172
49,0,48887,Matt Wallace,8' 1",2996.167,370
61,0,47504,Sam Burns,8' 2",3408.083,417
61,0,32102,Rickie Fowler,8' 2",3221.500,395
61,0,29535,Brice Garnett,8' 2",2542.500,310
61,0,39954,Cody Gribble,8' 2",2205.333,269
61,0,34098,Russell Henley,8' 2",2949.083,360
61,0,25818,Scott Piercy,8' 2",3431.917,422
61,0,47347,Adam Schenk,8' 2",4105.000,502
61,0,46441,Robby Shelton,8' 2",3973.333,485
61,0,46340,Alex Smalley,8' 2",3726.000,457
70,0,47591,Eric Cole,8' 3",4860.917,592
70,0,46435,Austin Cook,8' 3",2728.667,332
70,0,35901,Paul Haley II,8' 3",3200.750,388
70,0,36801,Mark Hubbard,8' 3",3717.750,450
70,0,47993,Denny McCarthy,8' 3",3914.417,474
70,0,55893,Sam Stevens,8' 3",3487.583,424
70,0,33448,Justin Thomas,8' 3",2852.917,347
70,0,35617,Martin Trainer,8' 3",1637.583,199
70,0,32139,Danny Willett,8' 3",2738.417,331
70,0,57366,Cameron Young,8' 3",2683.167,324
80,0,33408,Tyson Alexander,8' 4",3217.750,385
80,0,33653,Thomas Detry,8' 4",3101.250,371
80,0,49298,Kramer Hickok,8' 4",3458.667,415
80,0,35461,Beau Hossler,8' 4",4011.833,480
80,0,28775,Nate Lashley,8' 4",3349.667,400
80,0,34431,Robert Streb,8' 4",2862.417,342
80,0,45242,Kevin Yu,8' 4",1784.917,214
87,0,45157,Cam Davis,8' 5",3466.333,412
87,0,37338,Zecheng Dou,8' 5",3282.750,391
87,0,34099,Harris English,8' 5",3866.167,460
87,0,24024,Zach Johnson,8' 5",2526.083,301
87,0,34256,Andrew Putnam,8' 5",3713.167,442
87,0,37275,Sam Ryder,8' 5",3878.750,462
87,0,27963,Chris Stroud,8' 5",1819.667,216
94,0,33141,Keegan Bradley,8' 6",2827.000,332
94,0,31577,Tano Goya,8' 6",2984.000,351
94,0,36871,Matt NeSmith,8' 6",3593.917,423
94,0,51070,Vincent Norrman,8' 6",2592.917,306
94,0,22405,Justin Rose,8' 6",2338.667,276
99,0,40098,Matt Fitzpatrick,8' 7",2993.917,350
99,0,29970,Dylan Frittelli,8' 7",3159.417,367
99,0,48117,Kurt Kitayama,8' 7",2652.000,308
99,0,50525,Collin Morikawa,8' 7",2494.917,291
99,0,49771,J.T. Poston,8' 7",3495.667,409
99,0,48081,Xander Schauffele,8' 7",2745.583,321
99,0,40115,Adam Svensson,8' 7",4632.000,542
106,0,39975,Michael Kim,8' 8",3133.917,363
106,0,32757,Patton Kizzire,8' 8",3969.500,460
106,0,39546,Keith Mitchell,8' 8",3255.833,376
106,0,49947,Taylor Moore,8' 8",3830.500,444
106,0,29289,S.Y. Noh,8' 8",1966.167,227
106,0,46970,Jon Rahm,8' 8",2321.583,269
106,0,47983,Chad Ramey,8' 8",4025.417,465
106,0,58168,Davis Thompson,8' 8",3717.500,429
106,0,25632,Jimmy Walker,8' 8",3853.917,444
115,0,32366,Kevin Chappell,8' 9",1560.667,179
115,0,34076,Joel Dahmen,8' 9",3460.667,396
115,0,35532,Tom Hoge,8' 9",3741.833,428
115,0,36326,David Lipsky,8' 9",3874.250,442
115,0,35449,Adam Long,8' 9",4227.250,485
115,0,28252,Seamus Power,8' 9",3139.833,360
115,0,48119,Ben Taylor,8' 9",4015.917,458
115,0,32333,Kevin Tway,8' 9",3860.750,441
115,0,54783,Dylan Wu,8' 9",3301.167,377
124,0,31646,Emiliano Grillo,8' 10",4083.250,462
