RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK
1,0,25274,Steven Bowditch,11
2,0,27649,Brandt Snedeker,10
3,0,19846,Brian Gay,9
3,0,25444,Justin Hicks,9
3,0,21961,Charles Howell III,9
3,0,28780,Nicholas Thompson,9
7,0,23638,Brendon de Jonge,8
7,0,31557,Jim Herman,8
7,0,26300,Matt Jones,8
7,0,10860,Justin Leonard,8
7,0,34409,David Lingmerth,8
7,0,26679,Kevin Stadler,8
13,0,24846,Ricky Barnes,7
13,0,12510,Chad Campbell,7
13,0,34099,Harris English,7
13,0,29420,Billy Horschel,7
13,0,27214,Kevin Streelman,7
18,0,24494,Erik Compton,6
18,0,27436,Graham DeLaet,6
18,0,24924,Bill Haas,6
18,0,34098,Russell Henley,6
18,0,24024,Zach Johnson,6
18,0,23108,Matt Kuchar,6
18,0,24781,Hunter Mahan,6
18,0,24361,Pat Perez,6
18,0,06527,Steve Stricker,6
18,0,26289,Boo Weekley,6
18,0,08793,Tiger Woods,6
29,0,27796,Joe Affrunti,5
29,0,06004,Stephen Ames,5
29,0,28259,Sangmoon Bae,5
29,0,23135,Tim Clark,5
29,0,01320,Bob Estes,5
29,0,28307,Matt Every,5
29,0,28500,Martin Flores,5
29,0,24358,Robert Garrigus,5
29,0,08725,Tom Gillis,5
29,0,35539,Luke Guthrie,5
29,0,30852,Ryo Ishikawa,5
29,0,27408,Martin Kaymer,5
29,0,08075,Jerry Kelly,5
29,0,30926,Chris Kirk,5
29,0,33122,Russell Knox,5
29,0,36884,Ben Kohles,5
29,0,30944,Jason Kokrak,5
29,0,27060,John Mallinger,5
29,0,01810,Phil Mickelson,5
29,0,23800,Bryce Molder,5
29,0,26596,Ryan Moore,5
29,0,22348,Nick O'Hern,5
29,0,28475,Jeff Overton,5
29,0,23320,Ryan Palmer,5
29,0,24138,Ian Poulter,5
29,0,10213,Dicky Pride,5
29,0,20645,John Senden,5
29,0,06567,Vijay Singh,5
29,0,30692,Scott Stallings,5
29,0,34431,Robert Streb,5
29,0,23325,Vaughn Taylor,5
29,0,27330,Josh Teater,5
29,0,23623,Bo Van Pelt,5
29,0,27770,Camilo Villegas,5
29,0,25632,Jimmy Walker,5
29,0,27095,Nick Watney,5
29,0,31323,Gary Woodland,5
66,0,20098,Stuart Appleby,4
66,0,07867,Woody Austin,4
66,0,22371,Aaron Baddeley,4
66,0,32334,Charlie Beljan,4
66,0,10505,Shane Bertsch,4
66,0,27895,Jonas Blixt,4
66,0,24507,Jason Bohn,4
66,0,24227,Justin Bolli,4
66,0,24925,Jonathan Byrd,4
66,0,32366,Kevin Chappell,4
66,0,24357,K.J. Choi,4
66,0,20229,Stewart Cink,4
66,0,23541,Ben Crane,4
66,0,28089,Jason Day,4
66,0,25686,Jason Dufner,4
66,0,20104,Ken Duke,4
66,0,06522,Ernie Els,4
66,0,27896,Ross Fisher,4
66,0,07457,Steve Flesch,4
66,0,29740,Brad Fritsch,4
66,0,10809,Jim Furyk,4
66,0,25900,Lucas Glover,4
66,0,28679,Fabián Gómez,4
66,0,32448,James Hahn,4
66,0,27644,Brian Harman,4
66,0,26758,David Hearn,4
66,0,23353,J.J. Henry,4
66,0,12716,Charley Hoffman,4
66,0,34174,John Huh,4
66,0,21731,Freddie Jacobson,4
66,0,19958,Miguel Angel Jiménez,4
66,0,30925,Dustin Johnson,4
66,0,24503,Jeff Klauk,4
66,0,22806,Doug LaBelle II,4
66,0,27936,Martin Laird,4
66,0,28092,D.H. Lee,4
66,0,29926,Danny Lee,4
66,0,26851,Marc Leishman,4
66,0,01724,Jeff Maggert,4
66,0,31202,William McGirt,4
66,0,26329,Louis Oosthuizen,4
66,0,01948,Tim Petrovic,4
66,0,25345,Carl Pettersson,4
66,0,25818,Scott Piercy,4
66,0,25240,D.A. Points,4
66,0,27556,Ted Potter Jr.,4
66,0,26476,Chez Reavie,4
66,0,23497,Tag Ridings,4
66,0,36699,Patrick Rodgers,4
66,0,22913,John Rollins,4
66,0,25562,Andres Romero,4
66,0,22405,Justin Rose,4
66,0,23621,Rory Sabbatini,4
66,0,24502,Adam Scott,4
66,0,29221,Webb Simpson,4
66,0,34046,Jordan Spieth,4
66,0,29518,Brendan Steele,4
66,0,21528,Henrik Stenson,4
66,0,27963,Chris Stroud,4
66,0,31560,Brian Stuard,4
66,0,25834,Daniel Summerhays,4
66,0,32150,Michael Thompson,4
66,0,23788,D.J. Trahan,4
