RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,32102,Rickie Fowler,41.07,112,46
2,0,22986,Søren Kjeldsen,39.66,58,23
3,0,23983,Luke Donald,38.75,80,31
4,0,25632,Jimmy Walker,38.38,99,38
5,0,35532,Tom Hoge,38.10,84,32
6,0,46501,Ollie Schniederjans,37.80,164,62
7,0,37454,Whee Kim,37.61,117,44
8,0,39975,Michael Kim,37.58,157,59
9,0,23541,Ben Crane,37.50,120,45
9,0,29485,Brett Stegmaier,37.50,120,45
11,0,23108,Matt Kuchar,37.32,142,53
12,0,06522,Ernie Els,37.29,59,22
13,0,20229,Stewart Cink,37.24,145,54
14,0,32150,Michael Thompson,37.14,70,26
15,0,28089,Jason Day,37.08,89,33
15,0,37278,Nicholas Lindheim,37.08,89,33
17,0,25198,Francesco Molinari,37.07,116,43
18,0,34360,Patrick Reed,36.63,172,63
19,0,27770,Camilo Villegas,36.61,112,41
20,0,27644,Brian Harman,36.11,180,65
21,0,29518,Brendan Steele,35.66,129,46
22,0,29478,Kevin Kisner,35.57,149,53
23,0,30926,Chris Kirk,35.29,136,48
24,0,27958,Ryan Blaum,35.03,177,62
25,0,33399,Adam Hadwin,35.00,160,56
25,0,46550,Brandon Hagy,35.00,140,49
27,0,47959,Bryson DeChambeau,34.96,123,43
28,0,34098,Russell Henley,34.73,167,58
29,0,25686,Jason Dufner,34.68,173,60
30,0,12716,Charley Hoffman,34.64,179,62
31,0,48822,Sebastián Muñoz,34.33,67,23
32,0,29720,Andres Gonzales,33.93,112,38
33,0,25720,Chad Collins,33.90,118,40
34,0,33448,Justin Thomas,33.83,133,45
35,0,28500,Martin Flores,33.82,136,46
36,0,46970,Jon Rahm,33.58,134,45
37,0,20593,Greg Chalmers,33.33,123,41
37,0,35506,Mackenzie Hughes,33.33,192,64
37,0,24502,Adam Scott,33.33,84,28
37,0,33419,Cameron Tringale,33.33,114,38
41,0,34174,John Huh,33.12,157,52
42,0,31560,Brian Stuard,33.08,130,43
43,0,24361,Pat Perez,33.06,121,40
44,0,28307,Matt Every,33.03,109,36
45,0,24781,Hunter Mahan,33.00,100,33
46,0,25572,Graeme McDowell,32.97,91,30
47,0,26499,Rafa Cabrera Bello,32.93,82,27
48,0,27129,Luke List,32.89,152,50
49,0,24140,Sean O'Hair,32.88,146,48
50,0,39954,Cody Gribble,32.74,113,37
51,0,25345,Carl Pettersson,32.65,98,32
52,0,26851,Marc Leishman,32.61,138,45
53,0,27974,Sung Kang,32.26,155,50
54,0,22046,Geoff Ogilvy,32.20,118,38
54,0,22405,Justin Rose,32.20,118,38
56,0,27963,Chris Stroud,32.18,87,28
57,0,23800,Bryce Molder,32.11,109,35
58,0,29289,S.Y. Noh,32.08,159,51
59,0,25892,Steve Wheatcroft,32.05,78,25
60,0,40009,Dominic Bozzelli,32.00,100,32
61,0,26951,Johnson Wagner,31.93,119,38
62,0,20104,Ken Duke,31.90,116,37
63,0,48084,Wesley Bryan,31.76,148,47
64,0,27095,Nick Watney,31.65,139,44
65,0,31416,Derek Fathauer,31.58,133,42
65,0,32757,Patton Kizzire,31.58,133,42
67,0,33418,Shawn Stefani,31.53,111,35
68,0,33204,Shane Lowry,31.40,86,27
69,0,27436,Graham DeLaet,31.39,137,43
69,0,29908,C.T. Pan,31.39,137,43
71,0,22371,Aaron Baddeley,31.34,67,21
72,0,33461,Morgan Hoffmann,31.29,147,46
73,0,10809,Jim Furyk,31.11,90,28
73,0,36689,Brooks Koepka,31.11,135,42
75,0,25364,Paul Casey,31.08,148,46
76,0,30110,Kyle Stanley,31.03,203,63
77,0,23325,Vaughn Taylor,30.97,155,48
78,0,26331,Charl Schwartzel,30.77,78,24
79,0,25191,Gonzalo Fernandez-Castaño,30.67,75,23
80,0,27064,Jhonattan Vegas,30.60,134,41
81,0,23497,Tag Ridings,30.53,95,29
82,0,46443,Brian Campbell,30.49,82,25
82,0,34431,Robert Streb,30.49,164,50
84,0,34213,Grayson Murray,30.46,151,46
85,0,26300,Matt Jones,30.39,102,31
86,0,48081,Xander Schauffele,30.38,158,48
87,0,29479,Scott Brown,30.37,135,41
88,0,24024,Zach Johnson,30.16,126,38
89,0,29740,Brad Fritsch,30.12,83,25
90,0,33413,Ben Martin,30.07,153,46
91,0,49771,J.T. Poston,30.00,150,45
92,0,20572,Rod Pampling,29.92,127,38
93,0,25396,Kevin Na,29.85,134,40
94,0,25240,D.A. Points,29.84,124,37
95,0,34021,Bud Cauley,29.65,172,51
96,0,21209,Sergio Garcia,29.63,108,32
97,0,31323,Gary Woodland,29.58,142,42
98,0,31646,Emiliano Grillo,29.49,156,46
99,0,37189,Harold Varner III,29.34,167,49
100,0,34409,David Lingmerth,29.31,116,34
101,0,35545,Blayne Barber,29.27,164,48
102,0,31557,Jim Herman,29.06,117,34
103,0,29461,Jamie Lovemark,29.05,148,43
104,0,28093,Miguel Angel Carballo,29.03,62,18
105,0,32640,Troy Merritt,28.89,135,39
106,0,22056,Cameron Percy,28.87,97,28
107,0,27649,Brandt Snedeker,28.72,94,27
108,0,20771,Steven Alker,28.71,101,29
109,0,29926,Danny Lee,28.67,150,43
110,0,19846,Brian Gay,28.57,140,40
111,0,29420,Billy Horschel,28.47,144,41
111,0,34046,Jordan Spieth,28.47,137,39
113,0,30692,Scott Stallings,28.37,141,40
114,0,25493,Nick Taylor,28.28,145,41
114,0,28132,Tyrone Van Aswegen,28.28,145,41
116,0,29223,Sam Saunders,28.10,121,34
117,0,33141,Keegan Bradley,28.08,203,57
118,0,30191,Julián Etulain,28.07,114,32
119,0,20472,Alex Cejka,28.03,132,37
120,0,27141,J.B. Holmes,28.00,125,35
121,0,27936,Martin Laird,27.97,143,40
122,0,23353,J.J. Henry,27.94,136,38
123,0,31420,Anirban Lahiri,27.83,115,32
124,0,35110,Brett Drewitt,27.78,72,20
124,0,30944,Jason Kokrak,27.78,144,40
124,0,27466,Spencer Levin,27.78,126,35
127,0,26329,Louis Oosthuizen,27.71,83,23
128,0,29725,Tony Finau,27.57,185,51
129,0,28420,Ryan Brehm,27.56,127,35
130,0,36801,Mark Hubbard,27.55,98,27
131,0,31202,William McGirt,27.54,138,38
132,0,25818,Scott Piercy,27.52,109,30
133,0,47128,Richy Werenski,27.50,120,33
134,0,34466,Peter Malnati,27.48,131,36
135,0,40058,Zac Blair,27.40,146,40
136,0,21961,Charles Howell III,27.27,121,33
136,0,33122,Russell Knox,27.27,99,27
138,0,29974,Branden Grace,27.16,81,22
139,0,26758,David Hearn,27.14,140,38
140,0,36699,Patrick Rodgers,27.08,96,26
141,0,28679,Fabián Gómez,27.06,85,23
142,0,33120,Mark Anderson,27.03,74,20
143,0,35879,Kelly Kraft,26.96,115,31
144,0,32839,Hideki Matsuyama,26.83,123,33
145,0,40026,Daniel Berger,26.76,142,38
146,0,39324,J.J. Spaun,26.71,146,39
147,0,35300,Andrew Loupe,26.67,75,20
148,0,01810,Phil Mickelson,26.56,128,34
149,0,19803,Ryan Armour,26.47,102,27
150,0,28252,Seamus Power,26.43,140,37
