RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,40,01068,Andy Bean,87.6,1314,15
2,40,01235,Ben Crenshaw,108.0,1080,10
3,41,01876,Greg Norman,112.5,1125,10
4,41,02133,Craig Stadler,114.5,1260,11
5,41,02256,Tom Watson,114.8,918,8
6,41,01553,John Huston,116.4,1746,15
7,42,01035,Tommy Armour III,121.2,1576,13
8,42,01156,Curt Byrum,124.7,1746,14
9,43,02023,Clarence Rose,133.7,936,7
10,46,01161,Mark Calcavecchia,140.4,1404,10
11,46,01690,Bruce Lietzke,142.0,1278,9
12,46,01388,Robert Gamez,142.2,1422,10
13,46,02321,Fuzzy Zoeller,144.0,1008,7
14,48,01599,Steve Jones,148.9,1638,11
15,48,02224,Greg Twiggs,149.4,1494,10
16,48,01846,Jodie Mudd,154.3,1080,7
17,48,06197,Michael Allen,154.8,1548,10
18,48,01106,Jim Booros,157.1,1728,11
19,48,01249,John Daly,157.5,1890,12
20,48,02167,Mike Sullivan,158.4,1584,10
21,48,01151,Clark Burroughs,162.0,972,6
22,49,01219,John Cook,165.6,1656,10
23,49,02225,Howard Twitty,167.7,1845,11
24,49,06072,Greg Whisman,168.0,1512,9
25,49,01510,Nolan Henke,171.0,1710,10
26,49,02246,Duffy Waldorf,172.8,1728,10
27,49,01098,Jay Don Blake,180.0,1800,10
28,53,01006,John Adams,184.0,1656,9
28,53,01723,Andrew Magee,184.0,1656,9
30,53,01096,Phil Blackmar,184.5,1476,8
30,53,01837,Gil Morgan,184.5,1476,8
32,53,01662,Greg Ladehoff,185.1,1296,7
33,53,01072,Chip Beck,186.0,1674,9
33,53,01444,Ken Green,186.0,1674,9
35,53,01527,Scott Hoch,188.2,2070,11
36,53,01797,Rocco Mediate,189.0,1512,8
37,53,06575,Dudley Hart,190.0,1710,9
38,53,06577,John Wilson,191.3,1530,8
39,53,01926,Steve Pate,192.0,1728,9
40,53,01468,Gary Hallberg,192.4,1539,8
41,53,01469,Dan Halldorson,193.5,1548,8
42,54,02099,Scott Simpson,195.0,1170,6
43,54,01042,Paul Azinger,195.3,1367,7
44,54,01143,Brad Bryant,195.4,1368,7
45,54,01361,Dan Forsman,198.0,1584,8
45,54,06332,Neal Lancaster,198.0,1980,10
45,54,01975,Tom Purtzer,198.0,1584,8
45,54,02135,Mike Standly,198.0,1584,8
