RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,11,01928,Corey Pavin,1.94,389,201
2,11,01690,Bruce Lietzke,1.92,276,144
3,12,02049,Gene Sauers,1.86,331,178
4,14,01098,Jay Don Blake,1.81,410,227
5,14,02170,Hal Sutton,1.80,392,218
6,15,01577,Lee Janzen,1.74,408,235
7,16,01219,John Cook,1.73,339,196
8,19,02099,Scott Simpson,1.69,244,144
9,19,01072,Chip Beck,1.68,350,208
10,21,01968,Nick Price,1.65,322,195
10,21,02104,Jeff Sluman,1.65,424,257
12,21,01527,Scott Hoch,1.64,457,279
13,21,01457,Jay Haas,1.63,339,208
14,23,02321,Fuzzy Zoeller,1.62,216,133
15,23,01203,Russ Cochran,1.61,387,241
15,23,01887,Mark O'Meara,1.61,313,194
15,23,01926,Steve Pate,1.61,376,234
15,23,02133,Craig Stadler,1.61,280,174
19,24,01553,John Huston,1.60,420,262
19,24,01938,David Peoples,1.60,376,235
19,24,01958,Dan Pohl,1.60,283,177
22,24,01201,Lennie Clements,1.59,177,111
22,24,02010,Loren Roberts,1.59,374,235
24,24,01226,Fred Couples,1.58,350,221
24,24,01306,David Edwards,1.58,354,224
24,24,02246,Duffy Waldorf,1.58,357,226
27,24,01346,Ed Fiori,1.57,325,207
27,24,02131,Mike Springer,1.57,355,226
29,24,01093,Ronnie Black,1.56,283,181
29,24,01468,Gary Hallberg,1.56,341,218
29,24,01599,Steve Jones,1.56,352,225
32,24,01355,Raymond Floyd,1.54,222,144
33,24,01390,Buddy Gardner,1.53,386,253
34,24,01639,Kenny Knox,1.52,444,292
35,24,01823,Larry Mize,1.51,324,214
36,24,01042,Paul Azinger,1.50,296,197
36,24,01200,Keith Clearwater,1.50,380,253
36,24,01633,Tom Kite,1.50,328,218
36,24,01876,Greg Norman,1.50,260,173
40,24,01706,Davis Love III,1.49,400,268
40,24,01771,Blaine McCallister,1.49,366,245
42,24,01049,Ian Baker-Finch,1.48,282,191
42,24,01323,Brad Fabel,1.48,335,227
42,24,02267,D.A. Weibring,1.48,311,210
45,25,02146,Payne Stewart,1.45,274,189
45,25,02242,Lanny Wadkins,1.45,327,225
47,26,01024,Billy Andrade,1.44,361,250
47,26,01040,Emlyn Aubrey,1.44,359,250
49,27,02225,Howard Twitty,1.43,372,260
50,28,01549,Mike Hulbert,1.42,390,274
50,28,01701,Bob Lohr,1.42,290,204
52,29,01129,Bill Britton,1.41,337,239
52,29,06034,Marco Dawson,1.41,308,219
52,29,01475,Donnie Hammond,1.41,245,174
52,29,02033,Dave Rummells,1.41,374,265
52,29,02185,Lance Ten Broeck,1.41,189,134
57,30,01161,Mark Calcavecchia,1.40,308,220
57,30,01196,Brian Claar,1.40,358,255
57,30,06284,Jim Hallet,1.40,400,286
57,30,01797,Rocco Mediate,1.40,304,217
61,31,02214,Kirk Triplett,1.39,323,232
62,31,01724,Jeff Maggert,1.38,350,253
62,31,01783,Mark McCumber,1.38,258,187
62,31,02303,Robert Wrenn,1.38,332,240
65,32,01060,Dave Barr,1.37,258,188
65,32,01766,Billy Mayfair,1.37,364,266
67,32,01014,Fulton Allem,1.36,252,185
67,32,01723,Andrew Magee,1.36,364,267
69,34,01132,Mark Brooks,1.35,381,283
69,34,01249,John Daly,1.35,407,301
69,34,01559,Hale Irwin,1.35,213,158
69,34,01837,Gil Morgan,1.35,288,213
69,34,02256,Tom Watson,1.35,198,147
74,34,01313,Steve Elkington,1.34,317,237
74,34,01414,Bob Gilder,1.34,278,208
74,34,06044,Scott Gump,1.34,320,239
74,34,06332,Neal Lancaster,1.34,407,304
74,34,02067,Ted Schulz,1.34,364,272
74,34,02100,Tim Simpson,1.34,289,215
74,34,02223,Bob Tway,1.34,255,190
81,34,01329,Brad Faxon,1.33,362,273
81,34,01385,Jim Gallagher Jr.,1.33,409,307
81,34,02241,Bobby Wadkins,1.33,358,270
84,39,01361,Dan Forsman,1.32,333,252
84,39,01835,Tommy Moore,1.32,181,137
84,39,01846,Jodie Mudd,1.32,214,162
84,39,02195,Leonard Thompson,1.32,271,205
88,40,01068,Andy Bean,1.31,266,203
88,40,02159,Curtis Strange,1.31,222,169
90,40,01331,Rick Fehr,1.30,279,215
90,40,02007,Larry Rinker,1.30,285,220
90,40,02111,Mike Smith,1.30,323,249
93,42,01261,Jay Delsing,1.29,345,268
93,42,01378,David Frost,1.29,291,225
93,42,01444,Ken Green,1.29,346,268
93,42,01510,Nolan Henke,1.29,337,262
93,42,01945,Kenny Perry,1.29,275,214
98,43,01235,Ben Crenshaw,1.28,203,158
98,43,01682,Wayne Levi,1.28,259,203
98,43,01975,Tom Purtzer,1.28,310,242
98,43,02190,Doug Tewell,1.28,221,173
102,43,01381,Fred Funk,1.27,346,273
102,43,01458,Jerry Haas,1.27,316,249
104,44,01288,Ed Dougherty,1.26,378,301
104,44,01307,Joel Edwards,1.26,279,222
104,44,02167,Mike Sullivan,1.26,293,233
107,47,01550,Ed Humenik,1.25,315,252
107,47,06072,Greg Whisman,1.25,299,239
109,48,01035,Tommy Armour III,1.23,317,258
109,48,01142,Bart Bryant,1.23,311,252
109,48,06575,Dudley Hart,1.23,313,254
109,48,01715,Mark Lye,1.23,343,279
109,48,01725,John Mahaffey,1.23,223,181
109,48,01943,Chris Perry,1.23,354,288
115,50,01388,Robert Gamez,1.22,308,252
115,50,01996,Mike Reid,1.22,225,185
115,50,02101,Joey Sindelar,1.22,338,276
118,52,01607,Brian Kamm,1.21,256,212
118,52,01971,Dillard Pruitt,1.21,286,237
120,54,01096,Phil Blackmar,1.20,299,249
120,54,01143,Brad Bryant,1.20,249,208
120,54,01197,Bobby Clampett,1.20,267,222
120,54,01569,Peter Jacobsen,1.20,249,207
120,54,02090,Tom Sieckmann,1.20,292,243
125,57,01006,John Adams,1.19,307,258
125,57,01755,Dick Mast,1.19,239,201
125,57,01946,Peter Persons,1.19,331,277
125,57,02135,Mike Standly,1.19,287,241
129,58,01282,Trevor Dodds,1.18,268,228
129,58,01320,Bob Estes,1.18,309,262
129,58,01469,Dan Halldorson,1.18,290,245
129,58,01557,John Inman,1.18,323,273
129,58,01662,Greg Ladehoff,1.18,211,179
134,62,01112,Charlie Bowles,1.16,248,214
134,62,01156,Curt Byrum,1.16,312,268
136,62,06048,Dicky Thompson,1.15,286,248
137,62,01185,Brandel Chamblee,1.14,281,246
137,62,01435,Wayne Grady,1.14,212,186
137,62,02279,Mark Wiebe,1.14,294,259
140,63,06197,Michael Allen,1.13,271,240
140,63,01039,Perry Arthur,1.13,236,209
140,63,01495,Morris Hatalsky,1.13,261,231
140,63,06090,Jim McGovern,1.13,334,295
140,63,02054,Ken Schall,1.13,266,236
140,63,02148,Ray Stewart,1.13,310,274
140,63,02224,Greg Twiggs,1.13,278,247
140,63,06577,John Wilson,1.13,276,244
140,63,02322,Richard Zokol,1.13,223,198
149,67,02294,Willie Wood,1.12,250,224
150,68,01106,Jim Booros,1.11,301,271
150,68,01499,Mark Hayes,1.11,203,183
152,74,06118,Greg Bruckner,1.10,309,281
152,74,01266,Clark Dennis,1.10,269,245
152,74,02230,Stan Utley,1.10,292,266
155,75,02186,Brian Tennyson,1.09,288,265
155,75,02201,Jim Thorpe,1.09,258,237
157,77,06006,JC Anderson,1.08,222,205
157,77,01078,Jim Benepe,1.08,245,227
157,77,01133,Billy Ray Brown,1.08,283,263
157,77,01154,Bill Buttner,1.08,234,217
157,77,01168,David Canipe,1.08,285,264
157,77,01284,Mike Donald,1.08,336,312
157,77,01984,Sam Randolph,1.08,231,213
157,77,02095,Larry Silveira,1.08,256,238
157,77,02257,Brian Watts,1.08,241,224
166,78,02292,Bob Wolcott,1.07,355,332
167,82,01157,Tom Byrum,1.05,310,296
167,82,02298,Jim Woodward,1.05,254,242
