RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
169,82,06571,Bryan Norton,1.04,205,198
170,83,01790,Pat McGowan,1.03,188,183
171,84,06581,David Sutherland,1.02,251,247
171,84,02255,Denis Watson,1.02,201,198
173,97,01303,Bob Eastwood,.99,224,227
173,97,02041,Bill Sander,.99,196,197
175,98,01736,Roger Maltbie,.98,211,215
176,100,01626,Karl Kimball,.96,199,207
177,101,01151,Clark Burroughs,.95,154,162
178,101,06010,Brad Bell,.94,183,195
178,101,06150,Carl Cooper,.94,225,240
178,101,06573,Brandt Jobe,.94,196,209
181,103,01191,Barry Cheesman,.92,209,227
182,108,02311,Kim Young,.88,152,173
183,112,06140,Sean Murphy,.87,202,231
184,114,02196,Robert Thompson,.86,170,197
185,123,06016,Brad Lardon,.83,172,206
186,130,02023,Clarence Rose,.80,154,192
186,130,02239,Scott Verplank,.80,180,225
188,135,06579,Craig Rudolph,.78,182,232
189,146,01878,Andy North,.71,137,193
