RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
1,0,47959,Bryson DeChambeau,148.3,4579986.000,858
2,0,28420,Ryan Brehm,151.6,2357757.000,432
3,0,21209,Sergio Garcia,153.6,2460903.000,445
4,0,52372,Cameron Champ,154.6,4712912.000,847
5,0,30925,Dustin Johnson,155.9,3670666.000,654
6,0,28237,Rory McIlroy,156.2,3968798.000,706
7,0,46550,Brandon Hagy,156.6,2756133.000,489
8,0,56762,Will Gordon,156.7,1709064.000,303
9,0,25804,Bubba Watson,157.1,4479725.000,792
10,0,40042,Tyler McCumber,157.2,2909715.000,514
11,0,56278,Matthew Wolff,157.6,4929570.000,869
12,0,39546,Keith Mitchell,158.2,3918840.000,688
13,0,35450,Patrick Cantlay,158.9,3500843.000,612
14,2,46970,Jon Rahm,159.0,4549761.000,795
15,-1,33448,Justin Thomas,159.3,4615277.000,805
16,-1,35617,Martin Trainer,159.4,3001840.000,523
17,0,34213,Grayson Murray,159.6,2441440.000,425
18,0,30911,Tommy Fleetwood,160.1,2236225.000,388
19,0,27064,Jhonattan Vegas,160.3,2959863.000,513
20,0,36699,Patrick Rodgers,160.8,5992298.000,1035
21,0,47504,Sam Burns,161.1,4437404.000,765
22,0,01810,Phil Mickelson,161.2,3023559.000,521
23,0,48081,Xander Schauffele,161.3,4946158.000,852
24,0,29725,Tony Finau,161.4,4735234.000,815
25,0,45486,Joaquin Niemann,161.5,5249069.000,903
26,-1,30944,Jason Kokrak,161.7,4133908.000,710
27,0,35658,Kris Ventura,162.1,2234486.000,383
28,0,27129,Luke List,162.2,4735156.000,811
29,1,27974,Sung Kang,162.4,5005932.000,856
30,1,45157,Cam Davis,162.5,3679575.000,629
31,1,36689,Brooks Koepka,162.6,3049688.000,521
32,1,51766,Wyndham Clark,162.8,3668263.000,626
32,1,35461,Beau Hossler,162.8,3891047.000,664
32,4,46046,Scottie Scheffler,162.8,5719019.000,976
35,0,33948,Byeong Hun An,162.9,4843755.000,826
36,0,51894,Vince Whaley,163.0,2247928.000,383
37,1,29926,Danny Lee,163.1,4461411.000,760
37,1,31323,Gary Woodland,163.1,4297225.000,732
39,1,25364,Paul Casey,163.3,3639211.000,619
39,1,27554,Scott Harrington,163.3,4354907.000,741
41,1,24502,Adam Scott,163.4,2430170.000,413
42,1,34314,Sebastian Cappelen,163.6,2786222.000,473
43,1,37455,Si Woo Kim,163.7,4839683.000,821
44,1,46717,Viktor Hovland,163.9,4732110.000,802
45,1,32366,Kevin Chappell,164.0,2568025.000,435
46,1,29518,Brendan Steele,164.7,4576721.000,772
47,1,21961,Charles Howell III,164.8,4088105.000,689
48,1,49964,Aaron Wise,164.9,2777901.000,468
49,2,37189,Harold Varner III,165.0,4710906.000,793
50,2,33597,Harry Higgs,165.2,5667674.000,953
50,5,23320,Ryan Palmer,165.2,4889202.000,822
50,2,49960,Sepp Straka,165.2,5049474.000,849
53,1,29974,Branden Grace,165.4,2721202.000,457
54,2,39997,Corey Conners,165.6,5162658.000,866
55,2,25818,Scott Piercy,165.7,4134412.000,693
56,2,33204,Shane Lowry,165.8,2966997.000,497
56,2,48887,Matt Wallace,165.8,3313300.000,555
58,2,34046,Jordan Spieth,165.9,3869897.000,648
58,2,32333,Kevin Tway,165.9,2872842.000,481
60,2,47347,Adam Schenk,166.1,4581304.000,766
61,3,26300,Matt Jones,166.3,5305222.000,886
61,2,48822,Sebastián Muñoz,166.3,6469801.000,1081
