RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,40058,Zac Blair,152.9,940967000,171
2,0,25632,Jimmy Walker,156.9,796593000,141
3,0,22056,Cameron Percy,161.3,702452000,121
4,0,34314,Sebastian Cappelen,161.7,675069000,116
5,0,19846,Brian Gay,162.3,1057604000,181
6,0,27556,Ted Potter Jr.,162.7,697013000,119
7,0,21407,Arjun Atwal,162.9,381144000,65
8,0,23325,Vaughn Taylor,163.0,944932000,161
9,0,25686,Jason Dufner,164.2,1087672000,184
9,0,33486,Roger Sloan,164.2,750760000,127
11,0,33120,Mark Anderson,164.6,657702000,111
12,0,48119,Ben Taylor,164.7,545542000,92
13,0,10809,Jim Furyk,165.0,754602000,127
13,0,25349,Tim Wilkinson,165.0,653558000,110
15,0,40009,Dominic Bozzelli,165.4,583396000,98
15,0,46435,Austin Cook,165.4,1089983000,183
15,0,28252,Seamus Power,165.4,553652000,93
18,0,34466,Peter Malnati,165.7,1050123000,176
19,0,32333,Kevin Tway,165.9,644949000,108
20,0,32366,Kevin Chappell,166.0,723032000,121
21,0,33122,Russell Knox,166.3,999677000,167
22,0,31557,Jim Herman,166.4,1048097000,175
23,0,33413,Ben Martin,166.6,449790000,75
24,0,51894,Vince Whaley,167.2,601896000,100
25,0,36689,Brooks Koepka,167.3,921657000,153
26,1,28679,Fabián Gómez,168.1,859462000,142
27,1,31560,Brian Stuard,168.2,1422563000,235
28,2,27095,Nick Watney,168.3,896480000,148
29,2,20229,Stewart Cink,168.5,946491000,156
30,2,48045,Michael Gellerman,168.6,685896000,113
30,2,32662,Michael Gligic,168.6,764888000,126
30,2,39953,Chase Seiffert,168.6,819436000,135
33,2,52375,Doug Ghim,168.9,565638000,93
34,3,25572,Graeme McDowell,169.1,772943000,127
35,-7,34363,Tyrrell Hatton,169.2,944156000,155
35,3,25493,Nick Taylor,169.2,1072140000,176
37,2,56762,Will Gordon,169.3,530245000,87
37,2,29518,Brendan Steele,169.3,1316256000,216
39,2,26758,David Hearn,169.5,714102000,117
40,3,34098,Russell Henley,169.9,1302945000,213
41,3,32618,Rhein Gibson,170.0,771100000,126
42,3,35449,Adam Long,170.1,1653279000,270
43,4,34076,Joel Dahmen,170.3,1477183000,241
44,5,35461,Beau Hossler,170.6,1019715000,166
45,5,53165,Doc Redman,170.7,1732999000,282
46,6,32448,James Hahn,170.8,657902000,107
46,-4,30927,Brendon Todd,170.8,1684766000,274
48,5,27330,Josh Teater,170.9,627705000,102
49,5,24361,Pat Perez,171.2,899970000,146
50,10,29478,Kevin Kisner,171.3,1319573000,214
50,5,27963,Chris Stroud,171.3,814009000,132
52,4,26596,Ryan Moore,171.4,827030000,134
53,4,30163,Henrik Norlander,171.5,1308557000,212
54,4,28775,Nate Lashley,171.6,981984000,159
54,8,46046,Scottie Scheffler,171.6,1871522000,303
56,3,31420,Anirban Lahiri,171.7,556283000,90
57,4,27644,Brian Harman,172.1,1772287000,286
58,19,45486,Joaquin Niemann,172.2,1593059000,257
59,4,19803,Ryan Armour,172.3,1060434000,171
60,4,40042,Tyler McCumber,172.6,845044000,136
60,4,24138,Ian Poulter,172.6,938018000,151
62,4,27942,Rob Oppenheim,172.7,944992000,152
62,4,36699,Patrick Rodgers,172.7,1741178000,280
64,4,35230,Nelson Ledesma,172.8,503919000,81
65,4,24924,Bill Haas,172.9,759574000,122
66,4,33597,Harry Higgs,173.0,1507468000,242
67,4,28420,Ryan Brehm,173.3,754904000,121
68,4,28307,Matt Every,173.4,980281000,157
69,4,46442,Maverick McNealy,173.5,1461226000,234
69,4,34256,Andrew Putnam,173.5,605846000,97
71,4,35532,Tom Hoge,173.7,1582433000,253
71,4,37189,Harold Varner III,173.7,1432054000,229
73,5,26476,Chez Reavie,173.9,1258628000,201
