RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
1,0,51894,Vince Whaley,154.8,2781693.000,499
2,0,28420,Ryan Brehm,155.8,3203123.000,571
3,0,34314,Sebastian Cappelen,156.4,3484694.000,619
4,0,40058,Zac Blair,157.5,5045699.000,890
5,0,28252,Seamus Power,157.8,2130824.000,375
6,0,19846,Brian Gay,158.0,5057120.000,889
7,0,34466,Peter Malnati,158.5,4747366.000,832
8,0,21407,Arjun Atwal,158.7,2016250.000,353
9,0,27330,Josh Teater,158.8,2772831.000,485
10,0,32366,Kevin Chappell,158.9,3249410.000,568
10,0,48119,Ben Taylor,158.9,2853934.000,499
12,0,33486,Roger Sloan,159.0,3869998.000,676
13,0,27556,Ted Potter Jr.,159.2,3432060.000,599
14,0,23623,Bo Van Pelt,159.3,3118949.000,544
15,0,32662,Michael Gligic,159.4,3489493.000,608
16,0,46435,Austin Cook,160.0,4925536.000,855
17,0,56762,Will Gordon,160.2,2261226.000,392
18,0,32618,Rhein Gibson,160.4,3516098.000,609
18,0,40042,Tyler McCumber,160.4,3910435.000,677
20,0,46442,Maverick McNealy,160.8,5961666.000,1030
21,0,33449,Zack Sucher,161.0,2474844.000,427
21,0,35617,Martin Trainer,161.0,3963354.000,684
21,0,25632,Jimmy Walker,161.0,4219044.000,728
24,0,39953,Chase Seiffert,161.1,3739911.000,645
25,0,40009,Dominic Bozzelli,161.2,2490324.000,429
25,0,20229,Stewart Cink,161.2,4636436.000,799
25,0,46550,Brandon Hagy,161.2,3668396.000,632
28,0,48045,Michael Gellerman,161.3,3112724.000,536
28,0,31420,Anirban Lahiri,161.3,2369429.000,408
30,0,33120,Mark Anderson,161.5,3838104.000,660
30,0,35230,Nelson Ledesma,161.5,2471712.000,425
32,0,52375,Doug Ghim,161.6,2903256.000,499
32,0,33413,Ben Martin,161.6,2286411.000,393
34,0,33597,Harry Higgs,161.8,7123879.000,1223
35,0,22056,Cameron Percy,161.9,3426924.000,588
35,0,34431,Robert Streb,161.9,3321861.000,570
37,4,45486,Joaquin Niemann,162.0,6737324.000,1155
37,0,29484,Peter Uihlein,162.0,3446495.000,591
37,0,25349,Tim Wilkinson,162.0,3335186.000,572
40,-1,49298,Kramer Hickok,162.1,3757833.000,644
40,-1,23325,Vaughn Taylor,162.1,4544547.000,779
42,0,35461,Beau Hossler,162.4,5099497.000,872
43,0,28679,Fabián Gómez,162.7,4036033.000,689
43,0,33122,Russell Knox,162.7,5094781.000,870
43,0,36689,Brooks Koepka,162.7,3948227.000,674
43,0,36699,Patrick Rodgers,162.7,7836324.000,1338
47,1,25686,Jason Dufner,162.9,5886057.000,1004
47,1,27554,Scott Harrington,162.9,5612508.000,957
47,1,33490,Bo Hoag,162.9,5149311.000,878
47,1,25493,Nick Taylor,162.9,5223826.000,891
51,1,34255,Joseph Bramlett,163.0,4083249.000,696
52,2,27942,Rob Oppenheim,163.2,4688192.000,798
52,2,29518,Brendan Steele,163.2,5829690.000,992
52,2,32333,Kevin Tway,163.2,3672283.000,625
55,3,28307,Matt Every,163.4,4240702.000,721
55,3,24924,Bill Haas,163.4,3576961.000,608
57,3,26758,David Hearn,163.5,3790580.000,644
57,3,26329,Louis Oosthuizen,163.5,4142731.000,704
59,4,35450,Patrick Cantlay,163.7,4630797.000,786
59,4,34076,Joel Dahmen,163.7,6642060.000,1127
59,4,12716,Charley Hoffman,163.7,5021719.000,852
59,4,35506,Mackenzie Hughes,163.7,6504213.000,1104
63,4,33948,Byeong Hun An,163.8,6299676.000,1068
63,4,47504,Sam Burns,163.8,5738548.000,973
63,4,39546,Keith Mitchell,163.8,5193933.000,881
63,4,35732,Wes Roach,163.8,2293529.000,389
63,4,35658,Kris Ventura,163.8,2941661.000,499
68,6,52372,Cameron Champ,163.9,6435507.000,1091
69,3,01810,Phil Mickelson,164.0,3955001.000,670
69,3,46046,Scottie Scheffler,164.0,7367351.000,1248
71,5,29535,Brice Garnett,164.2,4775750.000,808
71,5,34563,Chesson Hadley,164.2,4863667.000,823
71,5,27644,Brian Harman,164.2,7454735.000,1261
71,5,31557,Jim Herman,164.2,5468424.000,925
71,5,34213,Grayson Murray,164.2,3245041.000,549
76,5,53165,Doc Redman,164.3,7398718.000,1251
76,5,23788,D.J. Trahan,164.3,3442130.000,582
78,5,32757,Patton Kizzire,164.4,4901200.000,828
78,5,35449,Adam Long,164.4,7515627.000,1270
78,5,27095,Nick Watney,164.4,3792677.000,641
81,5,28775,Nate Lashley,164.5,4730883.000,799
81,5,47347,Adam Schenk,164.5,5778875.000,976
83,5,27963,Chris Stroud,164.6,3787000.000,639
83,5,27064,Jhonattan Vegas,164.6,3893122.000,657
85,5,49960,Sepp Straka,164.7,6545921.000,1104
85,5,31560,Brian Stuard,164.7,6787080.000,1145
87,6,35532,Tom Hoge,164.9,6980205.000,1176
88,6,45157,Cam Davis,165.0,4869882.000,820
89,6,26476,Chez Reavie,165.1,6046120.000,1017
89,6,23621,Rory Sabbatini,165.1,5270509.000,887
91,7,26300,Matt Jones,165.2,6732922.000,1132
91,7,37455,Si Woo Kim,165.2,6302696.000,1060
91,7,32640,Troy Merritt,165.2,5823627.000,979
94,12,30925,Dustin Johnson,165.3,4968903.000,835
94,7,49766,Hank Lebioda,165.3,4368179.000,734
94,7,24361,Pat Perez,165.3,4253823.000,715
94,7,39324,J.J. Spaun,165.3,5046191.000,848
98,6,39977,Max Homa,165.4,6073660.000,1020
98,-3,33448,Justin Thomas,165.4,6180094.000,1038
98,6,37189,Harold Varner III,165.4,6026278.000,1012
101,5,32448,James Hahn,165.5,2866286.000,481
101,5,21961,Charles Howell III,165.5,5308592.000,891
103,7,33399,Adam Hadwin,165.6,5751734.000,965
103,7,30944,Jason Kokrak,165.6,5389153.000,904
103,7,27936,Martin Laird,165.6,3100658.000,520
103,7,25818,Scott Piercy,165.6,5324814.000,893
107,8,29974,Branden Grace,165.7,3495321.000,586
108,8,10809,Jim Furyk,165.8,3848827.000,645
108,2,46717,Viktor Hovland,165.8,6149523.000,1030
108,8,33204,Shane Lowry,165.8,3814402.000,639
108,8,32254,Xinjun Zhang,165.8,6298562.000,1055
112,7,29268,Bronson Burgoon,165.9,4784894.000,801
113,7,33404,Chris Baker,166.0,3531048.000,591
113,7,33141,Keegan Bradley,166.0,6090244.000,1019
113,7,45609,Tyler Duncan,166.0,7467968.000,1250
113,7,27214,Kevin Streelman,166.0,6011748.000,1006
113,7,33419,Cameron Tringale,166.0,5678169.000,950
118,7,39971,Sungjae Im,166.1,8425841.000,1409
118,7,29478,Kevin Kisner,166.1,5998873.000,1003
118,7,27129,Luke List,166.1,6295036.000,1053
121,7,39997,Corey Conners,166.2,6613179.000,1105
121,7,24024,Zach Johnson,166.2,5766858.000,964
121,-15,30927,Brendon Todd,166.2,7973904.000,1333
121,7,48887,Matt Wallace,166.2,4222966.000,706
125,6,28089,Jason Day,166.3,4262972.000,712
125,9,29725,Tony Finau,166.3,6286805.000,1050
127,5,30163,Henrik Norlander,166.4,5959355.000,995
127,5,37275,Sam Ryder,166.4,5947587.000,993
127,7,35891,Cameron Smith,166.4,5871601.000,980
130,4,34046,Jordan Spieth,166.5,5015593.000,837
130,4,30692,Scott Stallings,166.5,5669112.000,946
130,4,47128,Richy Werenski,166.5,5263128.000,878
133,7,36871,Matthew NeSmith,166.6,5789260.000,965
134,7,19803,Ryan Armour,166.7,4831633.000,805
135,7,34021,Bud Cauley,166.8,6210125.000,1034
136,-2,29420,Billy Horschel,166.9,6283607.000,1046
136,7,33410,Andrew Landry,166.9,5989949.000,997
136,7,32791,K.H. Lee,166.9,5763114.000,959
139,9,29479,Scott Brown,167.0,5355293.000,891
139,4,23320,Ryan Palmer,167.0,6299726.000,1048
141,8,34098,Russell Henley,167.1,6231234.000,1036
142,8,25572,Graeme McDowell,167.2,3960097.000,658
142,8,27349,Alex Noren,167.2,4870964.000,809
142,8,33667,Carlos Ortiz,167.2,6984211.000,1160
142,8,24138,Ian Poulter,167.2,4062904.000,675
142,8,25804,Bubba Watson,167.2,6128237.000,1018
147,9,51766,Wyndham Clark,167.3,4927936.000,818
147,9,40098,Matt Fitzpatrick,167.3,4721715.000,784
149,10,56278,Matthew Wolff,167.4,6706398.000,1113
150,10,31646,Emiliano Grillo,167.5,5161981.000,856
150,-7,25396,Kevin Na,167.5,6325106.000,1049
150,10,30110,Kyle Stanley,167.5,4606335.000,764
150,10,32150,Michael Thompson,167.5,6023905.000,999
154,11,32102,Rickie Fowler,167.6,4367225.000,724
154,11,25900,Lucas Glover,167.6,5345427.000,886
154,11,49771,J.T. Poston,167.6,6761986.000,1121
157,-14,47959,Bryson DeChambeau,167.7,6675623.000,1106
157,-1,35310,Lanto Griffin,167.7,8624593.000,1429
157,3,34363,Tyrrell Hatton,167.7,3658631.000,606
157,11,23108,Matt Kuchar,167.7,5252214.000,870
161,-11,45526,Abraham Ancer,167.8,6029483.000,998
161,9,21209,Sergio Garcia,167.8,3448339.000,571
161,9,49964,Aaron Wise,167.8,3643370.000,603
164,4,48822,Sebastián Muñoz,167.9,8409007.000,1391
164,8,22405,Justin Rose,167.9,3529491.000,584
164,8,27649,Brandt Snedeker,167.9,5368409.000,888
167,8,26596,Ryan Moore,168.2,3633765.000,600
167,16,46970,Jon Rahm,168.2,6151452.000,1016
169,7,29926,Danny Lee,168.3,5937236.000,980
169,5,26851,Marc Leishman,168.3,5628783.000,929
171,5,29221,Webb Simpson,168.5,5519081.000,910
172,6,34360,Patrick Reed,168.6,7036655.000,1159
173,5,29970,Dylan Frittelli,168.7,7336393.000,1208
173,5,36801,Mark Hubbard,168.7,7905994.000,1302
175,6,22371,Aaron Baddeley,168.9,4038349.000,664
175,6,34256,Andrew Putnam,168.9,3453642.000,568
177,6,32839,Hideki Matsuyama,169.2,6595318.000,1083
177,8,29908,C.T. Pan,169.2,4660120.000,765
179,7,27974,Sung Kang,169.3,6729033.000,1104
180,7,46441,Robby Shelton,169.4,6178536.000,1013
181,6,40026,Daniel Berger,169.5,6101545.000,1000
182,8,31323,Gary Woodland,169.9,5747928.000,940
183,8,50525,Collin Morikawa,170.2,7733454.000,1262
184,8,46402,Talor Gooch,170.3,8146063.000,1329
185,8,26499,Rafa Cabrera Bello,170.5,4233982.000,690
186,11,48081,Xander Schauffele,170.7,6686731.000,1088
186,8,32139,Danny Willett,170.7,3465860.000,564
188,8,34099,Harris English,170.8,7474814.000,1216
189,6,25364,Paul Casey,171.0,4831062.000,785
190,8,30911,Tommy Fleetwood,171.6,3063236.000,496
191,10,28237,Rory McIlroy,171.8,5608138.000,907
192,7,47993,Denny McCarthy,172.3,7157487.000,1154
193,7,24502,Adam Scott,172.6,3336533.000,537
