RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,20160,Charlie Wi,33.8
2,0,23800,Bryce Molder,53.9
3,0,06527,Steve Stricker,54.0
4,0,23983,Luke Donald,54.6
5,0,26596,Ryan Moore,56.8
6,0,27095,Nick Watney,62.6
7,0,20593,Greg Chalmers,63.7
8,0,21731,Freddie Jacobson,64.6
9,0,25396,Kevin Na,74.8
10,0,27649,Brandt Snedeker,83.4
11,0,11123,Chris Couch,83.8
12,0,19846,Brian Gay,87.4
13,0,29910,Blake Adams,90.8
14,0,28089,Jason Day,91.9
15,0,24663,Y.E. Yang,96.9
16,0,20848,Ángel Cabrera,97.7
17,0,24138,Ian Poulter,100.8
18,0,25562,Andres Romero,102.4
19,0,02206,David Toms,105.1
20,0,24024,Zach Johnson,106.4
21,0,22371,Aaron Baddeley,106.8
22,0,23108,Matt Kuchar,108.0
23,0,32150,Michael Thompson,111.3
24,0,12602,Dean Wilson,111.8
25,0,24925,Jonathan Byrd,117.2
26,0,32102,Rickie Fowler,118.9
27,0,25345,Carl Pettersson,119.0
28,0,07457,Steve Flesch,119.2
29,0,27936,Martin Laird,123.6
30,0,22046,Geoff Ogilvy,125.0
31,0,23638,Brendon de Jonge,128.1
32,0,29478,Kevin Kisner,128.5
33,0,27214,Kevin Streelman,129.3
34,0,01313,Steve Elkington,130.8
35,0,28475,Jeff Overton,131.3
36,0,23541,Ben Crane,133.3
37,0,29221,Webb Simpson,133.4
38,0,08075,Jerry Kelly,134.9
38,0,33413,Ben Martin,134.9
40,0,29720,Andres Gonzales,136.9
41,0,28486,Michael Putnam,138.1
41,0,20645,John Senden,138.1
43,0,24781,Hunter Mahan,139.5
44,0,21961,Charles Howell III,140.0
45,0,24924,Bill Haas,145.8
46,0,19970,Robert Karlsson,148.0
47,0,24490,George McNeill,148.3
48,0,10585,Scott McCarron,150.8
49,0,22961,David Mathis,152.0
50,0,01948,Tim Petrovic,154.4
51,0,26287,Roland Thatcher,154.8
52,0,33419,Cameron Tringale,155.2
53,0,33911,Nate Smith,155.6
54,0,30711,Colt Knost,158.3
55,0,29718,Anthony Kim,159.6
56,0,22621,Ben Curtis,160.2
57,0,26420,Richard Johnson,160.7
58,0,26668,Marc Turnesa,163.5
59,0,23497,Tag Ridings,164.2
60,0,24604,Hunter Haas,164.4
60,0,23325,Vaughn Taylor,164.4
62,0,26758,David Hearn,166.3
63,0,22378,Trevor Immelman,166.4
64,0,27939,Matt McQuillan,166.5
64,0,29518,Brendan Steele,166.5
66,0,26951,Johnson Wagner,167.2
67,0,07867,Woody Austin,168.8
68,0,20157,Retief Goosen,169.7
69,0,20766,Padraig Harrington,170.2
70,0,01577,Lee Janzen,171.3
71,0,20229,Stewart Cink,174.8
72,0,27141,J.B. Holmes,176.3
72,0,34072,Will Strickler,176.3
74,0,21878,Mark Wilson,176.6
75,0,31202,William McGirt,176.9
76,0,30750,Tommy Gainey,177.1
77,0,25240,D.A. Points,177.3
78,0,20070,Matt Bettencourt,177.5
79,0,25274,Steven Bowditch,177.8
80,0,12782,Tim Herron,179.8
81,0,25900,Lucas Glover,184.7
82,0,25632,Jimmy Walker,185.3
83,0,25818,Scott Piercy,186.1
84,0,20498,Briny Baird,186.3
85,0,32876,Martin Piller,186.7
86,0,21753,Brian Davis,186.8
87,0,08375,Paul Stankowski,191.1
88,0,27330,Josh Teater,196.5
89,0,24361,Pat Perez,197.8
90,0,10505,Shane Bertsch,198.3
91,0,23718,Nathan Green,198.5
92,0,26300,Matt Jones,200.3
93,0,21949,Joe Ogilvie,201.0
94,0,22405,Justin Rose,201.3
95,0,01706,Davis Love III,201.5
96,0,23353,J.J. Henry,206.0
97,0,31193,Jim Renner,207.8
98,0,10733,Kent Jones,209.4
99,0,23320,Ryan Palmer,210.3
100,0,10860,Justin Leonard,211.1
101,0,06515,Shaun Micheel,211.8
102,0,25686,Jason Dufner,213.1
103,0,23621,Rory Sabbatini,214.4
104,0,27466,Spencer Levin,214.5
105,0,25572,Graeme McDowell,215.0
106,0,33141,Keegan Bradley,216.8
107,0,30692,Scott Stallings,217.8
108,0,28620,Aron Price,218.3
109,0,31323,Gary Woodland,220.5
110,0,24357,K.J. Choi,222.1
111,0,23409,James Driscoll,222.3
112,0,01810,Phil Mickelson,222.6
113,0,20572,Rod Pampling,222.7
114,0,24140,Sean O'Hair,223.8
115,0,21407,Arjun Atwal,224.3
116,0,27933,John Merrick,226.5
117,0,23673,Michael Connell,228.3
118,0,12652,Cameron Beckman,228.8
119,0,26851,Marc Leishman,229.6
120,0,20436,Garrett Willis,232.3
121,0,27963,Chris Stroud,234.2
122,0,24507,Jason Bohn,234.3
123,0,29420,Billy Horschel,236.3
124,0,01116,Michael Bradley,237.2
125,0,35087,Bio Kim,238.6
126,0,10809,Jim Furyk,238.8
127,0,25457,Alexandre Rocha,239.4
128,0,27120,Troy Matteson,239.8
129,0,06004,Stephen Ames,240.7
130,0,26331,Charl Schwartzel,241.0
131,0,28679,Fabián Gómez,242.1
132,0,21209,Sergio Garcia,242.3
133,0,24502,Adam Scott,242.8
134,0,28158,Steve Marino,245.8
135,0,08537,J.P. Hayes,247.3
136,0,12716,Charley Hoffman,248.0
137,0,21350,Ryuji Imada,248.4
138,0,23548,Bill Lunde,250.3
139,0,06573,Brandt Jobe,250.5
140,0,27797,Derek Lamely,256.3
141,0,30926,Chris Kirk,257.3
142,0,08725,Tom Gillis,257.6
143,0,10885,Robert Allenby,258.2
144,0,20098,Stuart Appleby,259.4
145,0,23623,Bo Van Pelt,261.5
146,0,27974,Sung Kang,261.7
147,0,06251,Chris DiMarco,264.8
148,0,24290,D.J. Brigman,268.6
149,0,21805,Harrison Frazar,271.5
150,0,22348,Nick O'Hern,271.9
151,0,06567,Vijay Singh,276.9
152,0,32366,Kevin Chappell,279.8
153,0,32640,Troy Merritt,281.2
154,0,25804,Bubba Watson,282.3
155,0,22293,Heath Slocum,283.0
156,0,26476,Chez Reavie,283.6
157,0,22913,John Rollins,284.0
158,0,12510,Chad Campbell,285.0
159,0,30110,Kyle Stanley,287.8
160,0,31401,Zack Miller,289.8
161,0,25834,Daniel Summerhays,291.0
162,0,27770,Camilo Villegas,296.0
163,0,26881,Jarrod Lyle,296.3
163,0,30946,Alex Prugh,296.3
165,0,24358,Robert Garrigus,296.5
166,0,01766,Billy Mayfair,297.4
167,0,27064,Jhonattan Vegas,305.6
168,0,09011,David Duval,305.8
169,0,31557,Jim Herman,307.8
170,0,28087,Kris Blanks,315.5
171,0,32698,Bobby Gates,316.7
172,0,30925,Dustin Johnson,317.3
173,0,20127,Chris Riley,321.8
174,0,06643,Paul Goydos,324.5
175,0,24980,Scott Gutschewski,324.7
176,0,23614,Rich Beem,326.8
177,0,34255,Joseph Bramlett,328.8
178,0,26679,Kevin Stadler,332.1
179,0,24846,Ricky Barnes,333.7
179,0,06522,Ernie Els,333.7
181,0,20472,Alex Cejka,335.9
182,0,01797,Rocco Mediate,352.9
183,0,06621,Joe Durant,353.7
184,0,26289,Boo Weekley,354.5
185,0,25444,Justin Hicks,359.5
186,0,23788,D.J. Trahan,365.5
