RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,06373,José María Olazábal,97.30,36,37
2,0,23983,Luke Donald,97.22,35,36
3,0,20691,Greg Owen,95.74,90,94
4,0,24138,Ian Poulter,94.87,37,39
5,0,10860,Justin Leonard,94.74,72,76
6,0,22371,Aaron Baddeley,94.37,67,71
7,0,01928,Corey Pavin,94.12,80,85
8,0,07223,Brian Bateman,94.03,63,67
9,0,06527,Steve Stricker,94.00,47,50
10,0,08793,Tiger Woods,93.94,31,33
11,0,20766,Padraig Harrington,93.48,43,46
12,0,12602,Dean Wilson,92.98,106,114
13,0,23541,Ben Crane,92.21,71,77
14,0,22046,Geoff Ogilvy,92.06,58,63
15,0,12510,Chad Campbell,91.95,80,87
16,0,02206,David Toms,91.94,57,62
17,0,06643,Paul Goydos,91.86,79,86
18,0,10809,Jim Furyk,91.67,77,84
19,0,20157,Retief Goosen,91.49,43,47
20,0,20593,Greg Chalmers,91.43,64,70
21,0,02223,Bob Tway,91.01,81,89
22,0,23614,Rich Beem,90.91,70,77
23,0,22621,Ben Curtis,90.79,69,76
24,0,01329,Brad Faxon,90.65,97,107
25,0,02214,Kirk Triplett,90.63,58,64
26,0,01388,Robert Gamez,90.38,94,104
27,0,20645,John Senden,90.36,75,83
28,0,19846,Brian Gay,90.14,128,142
29,0,12680,Shigeki Maruyama,90.09,100,111
30,0,07457,Steve Flesch,90.00,108,120
30,0,20572,Rod Pampling,90.00,63,70
32,0,02104,Jeff Sluman,89.91,98,109
33,0,06251,Chris DiMarco,89.89,80,89
34,0,20099,Doug Barron,89.81,97,108
35,0,06350,Bob May,89.55,60,67
36,0,01313,Steve Elkington,89.47,51,57
37,0,01219,John Cook,89.39,59,66
38,0,21805,Harrison Frazar,89.38,101,113
39,0,24502,Adam Scott,89.29,50,56
39,0,25804,Bubba Watson,89.29,75,84
41,0,01941,Tom Pernice Jr.,89.26,108,121
42,0,24357,K.J. Choi,89.25,83,93
42,0,07749,Brett Quigley,89.25,83,93
44,0,23616,Ryan Hietala,89.19,66,74
45,0,26420,Richard Johnson,89.09,98,110
45,0,25345,Carl Pettersson,89.09,98,110
47,0,20548,Hidemichi Tanaka,89.01,81,91
48,0,06522,Ernie Els,88.89,48,54
48,0,01320,Bob Estes,88.89,96,108
48,0,20608,David Howell,88.89,24,27
48,0,24140,Sean O'Hair,88.89,96,108
48,0,12660,Jesper Parnevik,88.89,88,99
53,0,10565,Ian Leggatt,88.76,79,89
54,0,01599,Steve Jones,88.75,71,80
55,0,19824,Craig Barlow,88.71,55,62
55,0,23718,Nathan Green,88.71,110,124
57,0,26360,Bubba Dickerson,88.70,102,115
58,0,01024,Billy Andrade,88.61,70,79
59,0,11011,Mike Sposa,88.57,62,70
60,0,20498,Briny Baird,88.35,91,103
61,0,20634,Peter Lonard,88.24,75,85
62,0,11032,Frank Lickliter II,88.18,97,110
63,0,01761,Len Mattiace,88.00,66,75
64,0,01381,Fred Funk,87.90,109,124
65,0,21209,Sergio Garcia,87.88,29,33
66,0,01226,Fred Couples,87.80,36,41
67,0,22293,Heath Slocum,87.78,79,90
68,0,01823,Larry Mize,87.76,43,49
69,0,20098,Stuart Appleby,87.69,57,65
69,0,12645,Brent Geiberger,87.69,114,130
69,0,01810,Phil Mickelson,87.69,57,65
72,0,21350,Ryuji Imada,87.63,85,97
73,0,25935,John Engler Jr.,87.50,63,72
73,0,24980,Scott Gutschewski,87.50,42,48
73,0,27770,Camilo Villegas,87.50,112,128
76,0,22548,Patrick Sheehan,87.40,111,127
77,0,20229,Stewart Cink,87.32,62,71
78,0,22946,Henrik Bjornstad,87.29,103,118
79,0,22378,Trevor Immelman,87.14,61,70
80,0,08075,Jerry Kelly,87.10,108,124
80,0,27095,Nick Watney,87.10,108,124
82,0,02239,Scott Verplank,87.04,94,108
83,0,20127,Chris Riley,87.01,67,77
84,0,06515,Shaun Micheel,86.90,73,84
85,0,06004,Stephen Ames,86.89,53,61
86,0,06575,Dudley Hart,86.87,86,99
87,0,20382,Stephen Leaney,86.81,79,91
88,0,07013,Wes Short Jr.,86.79,92,106
88,0,02110,Jerry Smith,86.79,92,106
90,0,20121,Todd Fischer,86.76,118,136
91,0,01035,Tommy Armour III,86.75,72,83
92,0,24507,Jason Bohn,86.73,98,113
93,0,27943,Matt Hansen,86.67,65,75
94,0,01766,Billy Mayfair,86.60,84,97
95,0,22405,Justin Rose,86.41,89,103
96,0,09011,David Duval,86.36,57,66
96,0,01666,Bernhard Langer,86.36,76,88
96,0,01685,J.L. Lewis,86.36,57,66
99,0,23353,J.J. Henry,86.32,82,95
100,0,25632,Jimmy Walker,86.30,63,73
101,0,01139,Olin Browne,86.21,100,116
101,0,12823,Carlos Franco,86.21,75,87
101,0,23623,Bo Van Pelt,86.21,100,116
104,0,06621,Joe Durant,86.11,93,108
105,0,01619,Skip Kendall,86.08,68,79
106,0,23135,Tim Clark,86.05,74,86
107,0,08835,Kris Cox,85.71,84,98
107,0,24924,Bill Haas,85.71,96,112
107,0,24361,Pat Perez,85.71,60,70
107,0,08375,Paul Stankowski,85.71,72,84
111,0,21961,Charles Howell III,85.59,101,118
112,0,23320,Ryan Palmer,85.38,111,130
113,0,06573,Brandt Jobe,85.33,64,75
114,0,21753,Brian Davis,85.19,92,108
115,0,21646,David Branshaw,85.00,102,120
115,0,20105,Jeff Gove,85.00,68,80
117,0,01042,Paul Azinger,84.87,101,119
118,0,06197,Michael Allen,84.85,84,99
119,0,21959,Ted Purdy,84.76,89,105
120,0,21731,Freddie Jacobson,84.75,50,59
120,0,23788,D.J. Trahan,84.75,100,118
122,0,01553,John Huston,84.69,83,98
123,0,12716,Charley Hoffman,84.62,66,78
124,0,10423,Mike Weir,84.52,71,84
125,0,01142,Bart Bryant,84.44,76,90
126,0,20850,Daniel Chopra,84.40,92,109
127,0,23497,Tag Ridings,84.25,107,127
128,0,01887,Mark O'Meara,84.21,48,57
128,0,06595,Kevin Sutherland,84.21,96,114
130,0,24912,Will MacKenzie,84.00,84,100
131,0,20574,Mathew Goggin,83.95,68,81
132,0,07867,Woody Austin,83.87,104,124
132,0,21878,Mark Wilson,83.87,78,93
134,0,21407,Arjun Atwal,83.81,88,105
135,0,20094,Jonathan Kaye,83.78,93,111
136,0,20378,Mathias Grönberg,83.62,97,116
137,0,26596,Ryan Moore,83.52,76,91
137,0,23325,Vaughn Taylor,83.52,76,91
139,0,21949,Joe Ogilvie,83.48,96,115
