RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,12662,Thomas Levet,80.36,45,56
2,0,07749,Brett Quigley,68.59,107,156
3,0,06527,Steve Stricker,67.11,51,76
4,0,01706,Davis Love III,66.67,48,72
5,0,23983,Luke Donald,66.29,59,89
6,0,10809,Jim Furyk,65.66,65,99
7,0,20812,Tjaart van der Walt,64.89,61,94
8,0,24024,Zach Johnson,64.71,77,119
9,0,20691,Greg Owen,63.64,56,88
10,0,01766,Billy Mayfair,63.49,80,126
11,0,06012,Greg Kraft,63.21,67,106
12,0,01219,John Cook,62.89,61,97
13,0,21350,Ryuji Imada,62.42,98,157
14,0,06522,Ernie Els,62.12,41,66
14,0,01823,Larry Mize,62.12,41,66
16,0,26420,Richard Johnson,61.68,66,107
17,0,24925,Jonathan Byrd,61.45,51,83
18,0,20382,Stephen Leaney,61.42,78,127
19,0,26596,Ryan Moore,61.36,54,88
20,0,22378,Trevor Immelman,61.26,68,111
21,0,22621,Ben Curtis,61.00,61,100
22,0,06567,Vijay Singh,60.78,62,102
23,0,23614,Rich Beem,60.44,55,91
24,0,21646,David Branshaw,60.16,74,123
25,0,25804,Bubba Watson,59.81,64,107
26,0,12660,Jesper Parnevik,59.65,68,114
27,0,02239,Scott Verplank,59.60,59,99
28,0,20121,Todd Fischer,59.49,94,158
29,0,23788,D.J. Trahan,59.48,69,116
30,0,11011,Mike Sposa,59.35,73,123
31,0,27943,Matt Hansen,59.30,51,86
32,0,01313,Steve Elkington,59.02,36,61
33,0,19913,Ron Whittaker,58.82,60,102
34,0,08385,Omar Uresti,58.75,47,80
35,0,01042,Paul Azinger,58.65,78,133
36,0,01619,Skip Kendall,58.33,49,84
37,0,23322,Brett Wetterich,58.18,64,110
38,0,11032,Frank Lickliter II,57.86,81,140
39,0,01948,Tim Petrovic,57.79,89,154
40,0,20094,Jonathan Kaye,57.69,60,104
41,0,06595,Kevin Sutherland,57.63,68,118
42,0,08793,Tiger Woods,57.50,23,40
43,0,01599,Steve Jones,57.46,77,134
44,0,01928,Corey Pavin,57.30,51,89
45,0,23541,Ben Crane,57.26,67,117
46,0,08123,Jeff Brehaut,57.25,75,131
47,0,06004,Stephen Ames,57.14,40,70
47,0,19846,Brian Gay,57.14,100,175
47,0,06575,Dudley Hart,57.14,72,126
47,0,01707,Steve Lowery,57.14,76,133
51,0,07867,Woody Austin,57.02,69,121
51,0,21753,Brian Davis,57.02,69,121
51,0,20127,Chris Riley,57.02,65,114
54,0,23718,Nathan Green,56.94,82,144
55,0,20098,Stuart Appleby,56.82,50,88
55,0,02214,Kirk Triplett,56.82,50,88
57,0,10423,Mike Weir,56.58,43,76
58,0,24357,K.J. Choi,56.44,57,101
59,0,24502,Adam Scott,56.36,31,55
60,0,20157,Retief Goosen,56.34,40,71
61,0,21949,Joe Ogilvie,56.25,63,112
62,0,06350,Bob May,56.16,41,73
63,0,08075,Jerry Kelly,56.03,65,116
64,0,20105,Jeff Gove,55.93,66,118
65,0,01810,Phil Mickelson,55.77,29,52
66,0,20099,Doug Barron,55.75,63,113
67,0,01329,Brad Faxon,55.73,73,131
68,0,06197,Michael Allen,55.56,80,144
68,0,21209,Sergio Garcia,55.56,35,63
70,0,27095,Nick Watney,55.36,62,112
71,0,20574,Mathew Goggin,55.32,52,94
72,0,01381,Fred Funk,55.26,63,114
73,0,06621,Joe Durant,55.22,74,134
74,0,23353,J.J. Henry,55.17,64,116
75,0,24138,Ian Poulter,55.13,43,78
76,0,23409,James Driscoll,55.05,60,109
77,0,21470,Daisuke Maruyama,54.72,58,106
78,0,12760,Danny Ellis,54.63,59,108
79,0,06251,Chris DiMarco,54.44,49,90
80,0,12680,Shigeki Maruyama,54.31,63,116
81,0,25345,Carl Pettersson,54.17,65,120
82,0,02106,Chris Smith,54.13,59,109
83,0,10860,Justin Leonard,53.79,71,132
84,0,25900,Lucas Glover,53.77,57,106
84,0,21961,Charles Howell III,53.77,57,106
86,0,22548,Patrick Sheehan,53.69,80,149
87,0,12716,Charley Hoffman,53.68,73,136
88,0,19881,Robert Damron,53.33,80,150
88,0,06643,Paul Goydos,53.33,56,105
90,0,12645,Brent Geiberger,53.29,81,152
91,0,01320,Bob Estes,53.28,65,122
92,0,20766,Padraig Harrington,53.23,33,62
93,0,20229,Stewart Cink,53.21,58,109
93,0,07457,Steve Flesch,53.21,83,156
95,0,01226,Fred Couples,53.19,25,47
96,0,01677,Tom Lehman,53.16,42,79
97,0,01887,Mark O'Meara,53.03,35,66
98,0,01666,Bernhard Langer,52.94,54,102
99,0,22946,Henrik Bjornstad,52.90,73,138
100,0,20378,Mathias Grönberg,52.89,64,121
101,0,24924,Bill Haas,52.86,74,140
102,0,01142,Bart Bryant,52.83,56,106
103,0,20631,David McKenzie,52.80,66,125
104,0,06373,José María Olazábal,52.78,38,72
105,0,20628,Arron Oberholser,52.69,49,93
105,0,02206,David Toms,52.69,49,93
107,0,23621,Rory Sabbatini,52.58,51,97
108,0,20572,Rod Pampling,52.38,55,105
109,0,23349,Charles Warren,52.34,56,107
110,0,12602,Dean Wilson,52.27,69,132
111,0,01249,John Daly,52.24,35,67
112,0,01685,J.L. Lewis,52.04,51,98
113,0,28475,Jeff Overton,52.03,64,123
113,0,23320,Ryan Palmer,52.03,64,123
115,0,19824,Craig Barlow,51.79,58,112
116,0,24912,Will MacKenzie,51.72,60,116
117,0,25240,D.A. Points,51.67,62,120
118,0,21407,Arjun Atwal,51.66,78,151
119,0,22913,John Rollins,51.59,65,126
120,0,22046,Geoff Ogilvy,51.55,50,97
121,0,21878,Mark Wilson,51.43,54,105
122,0,10733,Kent Jones,51.37,75,146
123,0,23673,Michael Connell,51.22,42,82
124,0,01945,Kenny Perry,51.19,43,84
125,0,24507,Jason Bohn,51.18,65,127
126,0,08537,J.P. Hayes,51.09,47,92
127,0,10505,Shane Bertsch,51.01,76,149
128,0,08375,Paul Stankowski,51.00,51,100
129,0,22371,Aaron Baddeley,50.89,57,112
130,0,28780,Nicholas Thompson,50.88,58,114
131,0,02101,Joey Sindelar,50.83,61,120
132,0,01024,Billy Andrade,50.70,36,71
133,0,23135,Tim Clark,50.51,50,99
134,0,23048,Eric Axley,50.36,70,139
135,0,23497,Tag Ridings,50.32,78,155
136,0,20850,Daniel Chopra,50.00,61,122
136,0,06034,Marco Dawson,50.00,68,136
136,0,21805,Harrison Frazar,50.00,60,120
136,0,10565,Ian Leggatt,50.00,61,122
136,0,01941,Tom Pernice Jr.,50.00,61,122
136,0,02110,Jerry Smith,50.00,78,156
136,0,02246,Duffy Waldorf,50.00,52,104
143,0,10885,Robert Allenby,49.41,42,85
144,0,01388,Robert Gamez,49.26,67,136
145,0,20472,Alex Cejka,49.24,65,132
146,0,21660,Jason Schultz,49.21,62,126
147,0,06515,Shaun Micheel,49.07,53,108
148,0,22892,Jason Gore,48.84,63,129
149,0,22405,Justin Rose,48.72,57,117
150,0,08835,Kris Cox,48.70,56,115
151,0,01161,Mark Calcavecchia,48.65,54,111
152,0,20593,Greg Chalmers,48.51,49,101
153,0,01553,John Huston,48.41,61,126
154,0,21731,Freddie Jacobson,48.35,44,91
155,0,12510,Chad Campbell,48.21,54,112
156,0,20608,David Howell,48.15,26,54
157,0,01761,Len Mattiace,48.04,49,102
158,0,12823,Carlos Franco,48.03,73,152
159,0,27120,Troy Matteson,47.93,58,121
160,0,27770,Camilo Villegas,47.62,50,105
161,0,22293,Heath Slocum,47.50,57,120
161,0,23307,Roger Tambellini,47.50,38,80
163,0,01724,Jeff Maggert,47.31,44,93
164,0,06573,Brandt Jobe,47.25,43,91
165,0,24980,Scott Gutschewski,47.14,33,70
165,0,24140,Sean O'Hair,47.14,66,140
167,0,25936,Alex Aragon,47.01,55,117
168,0,01132,Mark Brooks,46.83,59,126
169,0,25632,Jimmy Walker,46.74,43,92
170,0,12755,Vance Veazey,46.73,50,107
171,0,25842,Jon Mills,46.67,56,120
172,0,01577,Lee Janzen,46.61,55,118
173,0,01139,Olin Browne,46.56,61,131
174,0,23623,Bo Van Pelt,46.51,60,129
175,0,02223,Bob Tway,46.43,52,112
176,0,07223,Brian Bateman,46.36,51,110
177,0,21959,Ted Purdy,46.28,56,121
178,0,20498,Briny Baird,46.08,47,102
179,0,20634,Peter Lonard,46.00,46,100
180,0,24781,Hunter Mahan,45.83,44,96
181,0,12782,Tim Herron,45.05,41,91
182,0,01473,Todd Hamilton,45.04,59,131
183,0,20645,John Senden,44.95,49,109
184,0,27141,J.B. Holmes,44.44,40,90
184,0,02104,Jeff Sluman,44.44,48,108
186,0,11123,Chris Couch,43.48,40,92
186,0,24358,Robert Garrigus,43.48,50,115
188,0,20548,Hidemichi Tanaka,43.29,71,164
189,0,25935,John Engler Jr.,43.10,50,116
190,0,01035,Tommy Armour III,42.86,33,77
191,0,26360,Bubba Dickerson,42.11,56,133
192,0,07013,Wes Short Jr.,41.09,53,129
193,0,09011,David Duval,40.63,39,96
194,0,23325,Vaughn Taylor,40.32,50,124
195,0,24361,Pat Perez,40.00,24,60
196,0,23616,Ryan Hietala,39.05,41,105
