RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,23983,Luke Donald,74.76,77,103
2,0,22046,Geoff Ogilvy,74.10,103,139
3,0,19846,Brian Gay,73.66,193,262
4,0,06527,Steve Stricker,73.64,95,129
5,0,01313,Steve Elkington,73.21,82,112
6,0,20691,Greg Owen,72.67,109,150
7,0,01887,Mark O'Meara,71.96,77,107
8,0,20572,Rod Pampling,70.45,124,176
9,0,24357,K.J. Choi,70.37,114,162
10,0,01042,Paul Azinger,70.33,147,209
11,0,23718,Nathan Green,70.26,163,232
12,0,06575,Dudley Hart,70.18,120,171
13,0,22378,Trevor Immelman,70.12,115,164
14,0,01024,Billy Andrade,69.74,106,152
15,0,07749,Brett Quigley,69.70,161,231
16,0,26420,Richard Johnson,69.59,151,217
17,0,06595,Kevin Sutherland,69.50,139,200
18,0,06522,Ernie Els,69.40,93,134
19,0,20382,Stephen Leaney,69.32,122,176
20,0,08537,J.P. Hayes,69.17,83,120
21,0,20098,Stuart Appleby,69.03,107,155
22,0,20593,Greg Chalmers,69.01,98,142
23,0,12645,Brent Geiberger,68.58,155,226
24,0,02239,Scott Verplank,68.51,124,181
25,0,20099,Doug Barron,68.31,125,183
26,0,21350,Ryuji Imada,68.20,148,217
27,0,02110,Jerry Smith,68.16,137,201
28,0,26360,Bubba Dickerson,68.10,143,210
29,0,20628,Arron Oberholser,68.09,96,141
30,0,10809,Jim Furyk,67.81,99,146
31,0,12760,Danny Ellis,67.65,115,170
32,0,07457,Steve Flesch,67.43,176,261
33,0,01553,John Huston,67.05,118,176
34,0,02214,Kirk Triplett,66.93,85,127
35,0,24925,Jonathan Byrd,66.91,91,136
36,0,08075,Jerry Kelly,66.82,145,217
37,0,20766,Padraig Harrington,66.67,62,93
37,0,21961,Charles Howell III,66.67,142,213
37,0,20127,Chris Riley,66.67,134,201
40,0,20850,Daniel Chopra,66.53,163,245
41,0,02246,Duffy Waldorf,66.52,151,227
42,0,12510,Chad Campbell,66.46,107,161
43,0,01219,John Cook,66.17,88,133
44,0,06515,Shaun Micheel,66.11,119,180
45,0,01823,Larry Mize,66.06,72,109
46,0,06197,Michael Allen,66.02,136,206
47,0,01666,Bernhard Langer,66.01,101,153
48,0,20105,Jeff Gove,65.96,124,188
49,0,10860,Justin Leonard,65.75,96,146
50,0,01619,Skip Kendall,65.67,88,134
51,0,23048,Eric Axley,65.63,126,192
51,0,01928,Corey Pavin,65.63,105,160
53,0,06004,Stephen Ames,65.52,76,116
54,0,24924,Bill Haas,65.50,150,229
55,0,21753,Brian Davis,65.47,146,223
56,0,21731,Freddie Jacobson,65.22,90,138
57,0,12680,Shigeki Maruyama,65.15,129,198
57,0,01948,Tim Petrovic,65.15,157,241
59,0,12660,Jesper Parnevik,65.13,127,195
60,0,21805,Harrison Frazar,65.05,121,186
61,0,07223,Brian Bateman,64.94,100,154
61,0,11011,Mike Sposa,64.94,113,174
63,0,22371,Aaron Baddeley,64.81,140,216
64,0,25935,John Engler Jr.,64.80,116,179
65,0,21660,Jason Schultz,64.74,112,173
66,0,11032,Frank Lickliter II,64.71,143,221
67,0,23616,Ryan Hietala,64.52,100,155
68,0,20121,Todd Fischer,64.49,158,245
68,0,02206,David Toms,64.49,89,138
70,0,20229,Stewart Cink,64.37,112,174
70,0,20645,John Senden,64.37,112,174
72,0,24502,Adam Scott,64.36,65,101
73,0,23349,Charles Warren,64.21,122,190
74,0,21470,Daisuke Maruyama,64.17,120,187
75,0,08835,Kris Cox,64.04,114,178
75,0,20548,Hidemichi Tanaka,64.04,114,178
77,0,20157,Retief Goosen,63.95,55,86
78,0,01761,Len Mattiace,63.89,92,144
79,0,23541,Ben Crane,63.87,99,155
80,0,07867,Woody Austin,63.84,173,271
81,0,21646,David Branshaw,63.80,141,221
82,0,01381,Fred Funk,63.72,144,226
83,0,12823,Carlos Franco,63.68,135,212
84,0,20378,Mathias Grönberg,63.59,131,206
85,0,12602,Dean Wilson,63.52,155,244
86,0,28475,Jeff Overton,63.46,132,208
87,0,20812,Tjaart van der Walt,63.43,85,134
88,0,22621,Ben Curtis,63.41,104,164
89,0,24138,Ian Poulter,63.39,71,112
90,0,01161,Mark Calcavecchia,63.35,140,221
91,0,01577,Lee Janzen,63.33,114,180
91,0,21949,Joe Ogilvie,63.33,133,210
91,0,25345,Carl Pettersson,63.33,133,210
94,0,23788,D.J. Trahan,63.27,143,226
95,0,27095,Nick Watney,63.21,134,212
96,0,01320,Bob Estes,63.13,125,198
97,0,27943,Matt Hansen,63.06,99,157
98,0,01388,Robert Gamez,62.98,131,208
99,0,21407,Arjun Atwal,62.93,129,205
100,0,10505,Shane Bertsch,62.88,144,229
101,0,22405,Justin Rose,62.73,138,220
102,0,01707,Steve Lowery,62.72,143,228
103,0,21959,Ted Purdy,62.70,116,185
104,0,24507,Jason Bohn,62.50,155,248
104,0,01941,Tom Pernice Jr.,62.50,150,240
104,0,08385,Omar Uresti,62.50,85,136
107,0,01724,Jeff Maggert,62.42,103,165
108,0,01329,Brad Faxon,62.38,131,210
109,0,20631,David McKenzie,62.22,112,180
110,0,01132,Mark Brooks,62.19,125,201
111,0,25632,Jimmy Walker,62.16,92,148
112,0,01945,Kenny Perry,62.10,77,124
113,0,06643,Paul Goydos,62.03,98,158
114,0,24024,Zach Johnson,62.01,111,179
115,0,22946,Henrik Bjornstad,62.00,155,250
115,0,24781,Hunter Mahan,62.00,124,200
117,0,06034,Marco Dawson,61.90,130,210
118,0,01685,J.L. Lewis,61.81,89,144
119,0,23623,Bo Van Pelt,61.80,144,233
120,0,12716,Charley Hoffman,61.79,131,212
121,0,22293,Heath Slocum,61.76,126,204
122,0,10565,Ian Leggatt,61.66,119,193
123,0,23409,James Driscoll,61.61,130,211
124,0,10885,Robert Allenby,61.59,93,151
125,0,19881,Robert Damron,61.54,144,234
125,0,20608,David Howell,61.54,40,65
127,0,20634,Peter Lonard,61.49,107,174
128,0,10733,Kent Jones,61.47,142,231
129,0,01766,Billy Mayfair,61.43,129,210
130,0,06251,Chris DiMarco,61.29,95,155
131,0,06373,José María Olazábal,61.25,49,80
132,0,01677,Tom Lehman,61.11,66,108
132,0,08793,Tiger Woods,61.11,44,72
