RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
1,0,55789,Taylor Montgomery,83' 9",85412,85,39' 5",530
2,0,58696,Peter Kuest,83' 4",38992,39,39' 0",570
3,0,40162,Justin Lower,81' 7",78289,80,38' 2",170
4,0,34563,Chesson Hadley,81' 1",75896,78,37' 10",400
5,0,48081,Xander Schauffele,80' 6",59873,62,37' 8",310
6,0,39977,Max Homa,80' 5",74330,77,37' 9",170
7,0,55708,Hayden Buckley,80' 1",62470,65,37' 6",170
7,0,48867,Matti Schmid,80' 1",49996,52,37' 3",450
9,0,52955,Ludvig Åberg,80' 0",43213,45,37' 7",530
10,0,46970,Jon Rahm,79' 9",57441,60,37' 5",300
11,0,33141,Keegan Bradley,79' 7",63966,67,37' 4",380
12,0,29289,S.Y. Noh,79' 6",43895,46,37' 1",320
13,0,57975,Harry Hall,79' 5",70543,74,37' 2",310
14,0,30927,Brendon Todd,79' 2",81742,86,37' 3",500
15,0,53165,Doc Redman,79' 0",63492,67,37' 0",130
16,0,31577,Tano Goya,78' 11",61536,65,36' 10",450
16,0,27974,Sung Kang,78' 11",29350,31,36' 10",360
18,0,51634,Sahith Theegala,78' 9",81270,86,37' 2",100
19,0,47988,Nick Hardy,78' 6",83839,89,36' 10",30
19,0,25493,Nick Taylor,78' 6",70663,75,36' 11",530
21,0,37275,Sam Ryder,78' 5",82784,88,36' 9",10
22,0,34099,Harris English,78' 3",76993,82,36' 8",370
22,0,34363,Tyrrell Hatton,78' 3",61986,66,36' 6",310
24,0,49771,J.T. Poston,78' 2",80680,86,36' 5",400
24,0,50493,Justin Suh,78' 2",90970,97,36' 8",190
26,0,47983,Chad Ramey,78' 1",83390,89,36' 7",220
27,0,35532,Tom Hoge,77' 11",79497,85,36' 7",60
28,0,35901,Paul Haley II,77' 9",64354,69,36' 3",10
29,0,54783,Dylan Wu,77' 8",73629,79,36' 3",450
30,0,47993,Denny McCarthy,77' 7",81942,88,36' 2",400
30,0,46442,Maverick McNealy,77' 7",45613,49,36' 2",40
30,0,52513,Carson Young,77' 7",69790,75,36' 2",380
33,0,47347,Adam Schenk,77' 5",91033,98,36' 3",230
34,0,47504,Sam Burns,77' 4",67750,73,36' 1",420
35,0,48119,Ben Taylor,77' 1",78645,85,36' 1",100
36,0,22405,Justin Rose,77' 0",49869,54,36' 5",330
36,0,27963,Chris Stroud,77' 0",37877,41,36' 2",30
38,0,27936,Martin Laird,76' 11",62755,68,35' 11",520
38,0,24502,Adam Scott,76' 11",48017,52,36' 2",310
40,0,28420,Ryan Brehm,76' 9",61694,67,36' 0",380
40,0,30911,Tommy Fleetwood,76' 9",57125,62,35' 10",330
40,0,39058,Lucas Herbert,76' 9",44210,48,35' 11",500
43,0,35879,Kelly Kraft,76' 8",67139,73,35' 9",230
44,0,49947,Taylor Moore,76' 7",74456,81,35' 11",10
45,0,55182,Tom Kim,76' 6",69733,76,35' 8",490
45,0,34409,David Lingmerth,76' 6",54161,59,35' 11",100
47,0,35310,Lanto Griffin,76' 4",41214,45,35' 9",150
47,0,33399,Adam Hadwin,76' 4",74161,81,35' 7",470
49,0,56762,Will Gordon,76' 2",81380,89,35' 8",220
50,0,33653,Thomas Detry,76' 1",61203,67,35' 9",340
51,0,45157,Cam Davis,75' 11",72866,80,35' 10",450
