RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
51,0,29420,Billy Horschel,75' 11",48263,53,35' 5",170
53,0,31202,William McGirt,75' 10",33664,37,35' 7",320
54,0,39546,Keith Mitchell,75' 9",67253,74,35' 5",450
55,0,47128,Richy Werenski,75' 8",65358,72,35' 4",400
56,0,32366,Kevin Chappell,75' 7",32647,36,35' 2",300
56,0,28252,Seamus Power,75' 7",58944,65,35' 5",480
58,0,40115,Adam Svensson,75' 6",93291,103,35' 6",100
59,0,57362,Austin Eckroat,75' 5",65193,72,35' 4",40
60,0,50095,Austin Smotherman,75' 3",73121,81,35' 2",220
61,0,33597,Harry Higgs,75' 1",53188,59,35' 6",400
61,0,35449,Adam Long,75' 1",77498,86,35' 2",30
61,0,33413,Ben Martin,75' 1",72086,80,35' 1",40
61,0,48887,Matt Wallace,75' 1",60378,67,35' 4",460
65,0,39067,MJ Daffue,75' 0",66633,74,35' 4",450
65,0,32102,Rickie Fowler,75' 0",72890,81,35' 3",150
67,0,50188,S.H. Kim,74' 11",87188,97,35' 1",160
67,0,30926,Chris Kirk,74' 11",68340,76,35' 1",100
69,0,31560,Brian Stuard,74' 10",44924,50,35' 1",530
70,0,32816,Satoshi Kodaira,74' 9",38570,43,35' 2",320
71,0,34256,Andrew Putnam,74' 8",80643,90,34' 11",130
72,0,35450,Patrick Cantlay,74' 7",55487,62,34' 11",40
73,0,34466,Peter Malnati,74' 6",67979,76,35' 1",390
74,0,47591,Eric Cole,74' 4",97184,109,35' 0",190
75,0,22371,Aaron Baddeley,74' 2",52509,59,34' 11",10
76,0,33410,Andrew Landry,74' 1",55979,63,34' 9",100
77,0,45522,Christiaan Bezuidenhout,74' 0",70148,79,34' 9",350
77,0,31646,Emiliano Grillo,74' 0",78180,88,34' 9",30
77,0,49960,Sepp Straka,74' 0",68351,77,34' 8",400
77,0,55454,Carl Yuan,74' 0",61256,69,34' 7",100
81,0,54591,Ben Griffin,73' 11",79859,90,34' 11",130
81,0,39971,Sungjae Im,73' 11",75417,85,34' 8",120
81,0,52374,Brandon Wu,73' 11",75382,85,34' 9",360
84,0,24024,Zach Johnson,73' 10",49624,56,34' 8",390
85,0,20229,Stewart Cink,73' 9",58387,66,34' 6",140
86,0,52453,Nicolai Hojgaard,73' 8",30047,34,34' 7",530
86,0,27349,Alex Noren,73' 8",64552,73,34' 7",460
86,0,52411,Kyle Westmoreland,73' 8",51281,58,34' 5",460
89,0,39954,Cody Gribble,73' 6",44078,50,34' 7",230
89,0,27214,Kevin Streelman,73' 6",75001,85,34' 5",10
91,0,40058,Zac Blair,73' 5",55510,63,34' 5",450
91,0,51766,Wyndham Clark,73' 5",75764,86,34' 4",170
91,0,40098,Matt Fitzpatrick,73' 5",55516,63,34' 7",380
91,0,46717,Viktor Hovland,73' 5",61680,70,34' 7",310
91,0,32839,Hideki Matsuyama,73' 5",61681,70,34' 5",60
91,0,26596,Ryan Moore,73' 5",56409,64,34' 4",170
97,0,27644,Brian Harman,73' 4",69491,79,34' 2",100
97,0,34098,Russell Henley,73' 4",64233,73,34' 5",380
97,0,49766,Hank Lebioda,73' 4",36967,42,34' 1",500
97,0,36699,Patrick Rodgers,73' 4",73878,84,34' 4",330
101,0,54628,Lee Hodges,73' 3",78215,89,34' 4",310
101,0,35617,Martin Trainer,73' 3",33384,38,34' 2",500
103,0,34255,Joseph Bramlett,73' 2",59713,68,34' 2",190
103,0,29725,Tony Finau,73' 2",64093,73,34' 3",90
103,0,28775,Nate Lashley,73' 2",73776,84,34' 3",500
103,0,27095,Nick Watney,73' 2",48284,55,34' 3",400
107,0,28237,Rory McIlroy,73' 1",50878,58,34' 6",310
108,0,52375,Doug Ghim,73' 0",64812,74,34' 1",170
108,0,35506,Mackenzie Hughes,73' 0",62165,71,34' 3",450
110,0,49298,Kramer Hickok,72' 11",68242,78,34' 0",410
111,0,48699,Callum Tarren,72' 10",71657,82,34' 1",530
112,0,50525,Collin Morikawa,72' 9",54144,62,34' 2",150
113,0,36801,Mark Hubbard,72' 8",77639,89,34' 1",300
113,0,39975,Michael Kim,72' 8",60195,69,34' 1",530
113,0,25818,Scott Piercy,72' 8",61067,70,34' 0",170
116,0,29221,Webb Simpson,72' 7",46158,53,33' 11",310
117,0,34076,Joel Dahmen,72' 5",63446,73,34' 0",400
117,0,47079,Harrison Endycott,72' 5",59062,68,34' 1",400
117,0,32791,K.H. Lee,72' 5",71269,82,33' 11",180
120,0,29535,Brice Garnett,72' 4",54683,63,33' 10",360
120,0,46340,Alex Smalley,72' 4",80725,93,33' 9",150
122,0,29970,Dylan Frittelli,72' 2",51081,59,33' 11",90
122,0,26476,Chez Reavie,72' 2",73584,85,33' 9",360
124,0,29908,C.T. Pan,72' 1",33730,39,33' 8",320
124,0,32333,Kevin Tway,72' 1",69237,80,33' 8",170
124,0,32139,Danny Willett,72' 1",45844,53,33' 10",310
127,0,32448,James Hahn,72' 0",59622,69,33' 9",170
127,0,54421,Garrick Higgo,72' 0",77765,90,33' 9",520
127,0,33204,Shane Lowry,72' 0",48411,56,33' 9",420
127,0,40006,Erik van Rooyen,72' 0",48361,56,33' 8",170
131,0,49453,Trevor Cone,71' 11",54394,63,33' 8",500
131,0,39997,Corey Conners,71' 11",64748,75,33' 8",180
131,0,37338,Zecheng Dou,71' 11",65606,76,33' 9",380
131,0,25900,Lucas Glover,71' 11",69031,80,33' 7",230
135,0,58967,Trevor Werbylo,71' 10",49991,58,33' 10",190
136,0,46435,Austin Cook,71' 9",48230,56,33' 9",90
136,0,32757,Patton Kizzire,71' 9",71496,83,33' 6",390
136,0,36326,David Lipsky,71' 9",69749,81,33' 8",390
136,0,47995,Davis Riley,71' 9",65434,76,33' 8",230
140,0,28089,Jason Day,71' 8",55008,64,33' 5",140
140,0,35461,Beau Hossler,71' 8",75700,88,33' 8",100
140,0,36799,Stephan Jaeger,71' 8",91978,107,33' 6",400
140,0,36871,Matt NeSmith,71' 8",72201,84,33' 6",500
144,0,51349,Nico Echavarria,71' 6",47178,55,33' 3",260
145,0,30163,Henrik Norlander,71' 5",58282,68,33' 5",260
146,0,52372,Cameron Champ,71' 4",50504,59,33' 4",520
146,0,59018,Ryan Gerard,71' 4",41961,49,33' 9",450
148,0,32640,Troy Merritt,71' 2",59800,70,33' 6",210
148,0,30692,Scott Stallings,71' 2",57238,67,33' 4",520
150,0,51997,Andrew Novak,71' 0",57923,68,33' 5",130
150,0,34610,Matthias Schwab,71' 0",69033,81,33' 4",190
150,0,33448,Justin Thomas,71' 0",57051,67,33' 3",380
153,0,48117,Kurt Kitayama,70' 10",46760,55,33' 3",210
153,0,51491,Brandon Matthews,70' 10",35692,42,33' 3",190
153,0,45242,Kevin Yu,70' 10",40808,48,33' 1",400
156,0,46046,Scottie Scheffler,70' 9",62809,74,33' 2",320
157,0,23108,Matt Kuchar,70' 7",66918,79,33' 2",500
157,0,39324,J.J. Spaun,70' 7",70297,83,33' 0",450
157,0,55893,Sam Stevens,70' 7",70296,83,33' 3",260
157,0,25632,Jimmy Walker,70' 7",64364,76,33' 1",420
161,0,40250,Taylor Pendrith,70' 3",67468,80,32' 10",100
162,0,58168,Davis Thompson,70' 1",73186,87,32' 11",530
163,0,27129,Luke List,70' 0",69720,83,32' 9",520
164,0,27554,Scott Harrington,69' 11",47832,57,32' 10",530
164,0,31557,Jim Herman,69' 11",51993,62,32' 10",230
166,0,46441,Robby Shelton,69' 9",69446,83,32' 10",350
167,0,45609,Tyler Duncan,69' 8",66026,79,32' 8",10
168,0,51890,Greyson Sigg,69' 5",74164,89,32' 6",460
169,0,19803,Ryan Armour,69' 3",55701,67,32' 6",410
169,0,33122,Russell Knox,69' 3",69804,84,32' 4",90
169,0,24140,Sean O'Hair,69' 3",25756,31,32' 7",100
172,0,23320,Ryan Palmer,69' 2",53980,65,32' 5",500
173,0,37455,Si Woo Kim,69' 1",71279,86,32' 4",140
174,0,24925,Jonathan Byrd,68' 9",30528,37,32' 3",390
174,0,46601,Trey Mullinax,68' 9",55300,67,32' 4",30
174,0,34046,Jordan Spieth,68' 9",51153,62,32' 3",230
177,0,57366,Cameron Young,68' 8",55237,67,32' 1",480
178,0,32662,Michael Gligic,68' 6",42750,52,31' 11",30
179,0,39335,Kevin Roy,68' 3",43385,53,32' 0",390
180,0,51414,Brent Grant,68' 1",46596,57,31' 10",530
181,0,25686,Jason Dufner,67' 10",56141,69,31' 9",450
181,0,51070,Vincent Norrman,67' 10",52928,65,31' 11",460
181,0,22056,Cameron Percy,67' 10",36630,45,31' 8",190
181,0,34431,Robert Streb,67' 10",50458,62,31' 10",390
185,0,48084,Wesley Bryan,67' 8",25184,31,31' 11",460
186,0,51950,Max McGreevy,67' 5",51804,64,31' 8",30
187,0,56630,Akshay Bhatia,67' 4",46882,58,31' 9",300
187,0,46414,Aaron Rai,67' 4",70261,87,31' 6",260
189,0,33408,Tyson Alexander,67' 0",56288,70,31' 5",40
189,0,31323,Gary Woodland,67' 0",59468,74,31' 4",380
191,0,12716,Charley Hoffman,66' 11",46596,58,31' 4",570
192,0,36724,Augusto Núñez,66' 8",46371,58,31' 2",30
193,0,33948,Byeong Hun An,66' 6",71010,89,31' 4",460
