RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,24024,Zach Johnson,11' 7",1982.417,171,56' 3",3"
2,0,53165,Doc Redman,11' 3",2641.917,235,57' 7",5"
3,0,27974,Sung Kang,11' 1",1194.083,108,47' 0",2"
3,0,27963,Chris Stroud,11' 1",1448.917,131,57' 8",8"
5,0,55708,Hayden Buckley,11' 0",2378.917,217,71' 5",1"
6,0,31560,Brian Stuard,10' 11",1693.583,155,47' 8",4"
7,0,30163,Henrik Norlander,10' 10",2343.750,217,93' 4",2"
7,0,48119,Ben Taylor,10' 10",3192.417,295,65' 6",3"
9,0,32448,James Hahn,10' 8",2428.833,228,61' 8",2"
9,0,35901,Paul Haley II,10' 8",2339.167,220,67' 6",4"
9,0,27936,Martin Laird,10' 8",2534.083,237,53' 11",5"
9,0,31202,William McGirt,10' 8",1400.250,131,67' 1",2"
9,0,25493,Nick Taylor,10' 8",3050.417,287,67' 9",4"
14,0,29289,S.Y. Noh,10' 7",1739.083,164,45' 10",4"
15,0,33141,Keegan Bradley,10' 6",2867.417,273,60' 0",3"
15,0,34409,David Lingmerth,10' 6",1910.667,182,51' 10",2"
15,0,52513,Carson Young,10' 6",2854.250,271,51' 4",5"
18,0,54628,Lee Hodges,10' 5",3007.000,288,51' 5",3"
18,0,40162,Justin Lower,10' 5",3071.250,294,56' 6",8"
18,0,22405,Justin Rose,10' 5",2075.583,200,34' 1",4"
18,0,27095,Nick Watney,10' 5",1624.917,156,69' 4",8"
22,0,22371,Aaron Baddeley,10' 4",2082.500,201,52' 10",2"
22,0,39954,Cody Gribble,10' 4",1765.333,171,56' 11",3"
22,0,47988,Nick Hardy,10' 4",3376.750,327,61' 3",1"
22,0,49947,Taylor Moore,10' 4",2903.917,281,60' 2",2"
22,0,34610,Matthias Schwab,10' 4",2570.917,248,54' 3",2"
27,0,30927,Brendon Todd,10' 3",3317.667,323,57' 8",5"
28,0,45522,Christiaan Bezuidenhout,10' 2",2642.750,260,54' 1",2"
28,0,46435,Austin Cook,10' 2",1672.250,165,63' 5",4"
28,0,57362,Austin Eckroat,10' 2",2623.167,259,80' 8",2"
28,0,29535,Brice Garnett,10' 2",2230.583,220,52' 4",4"
28,0,54591,Ben Griffin,10' 2",3401.417,334,68' 4",2"
28,0,34098,Russell Henley,10' 2",2739.667,269,52' 11",4"
28,0,49298,Kramer Hickok,10' 2",2487.333,245,53' 6",3"
28,0,58696,Peter Kuest,10' 2",1681.333,166,47' 8",1"
28,0,34256,Andrew Putnam,10' 2",3109.667,305,44' 4",4"
28,0,27214,Kevin Streelman,10' 2",2885.333,283,61' 2",3"
38,0,34076,Joel Dahmen,10' 1",2461.000,245,51' 11",3"
38,0,34099,Harris English,10' 1",2842.333,282,79' 5",7"
38,0,31577,Tano Goya,10' 1",2521.500,250,73' 1",4"
38,0,33597,Harry Higgs,10' 1",1914.167,190,57' 5",6"
