RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,34076,Joel Dahmen,58' 4",58.333,1,58,58' 4"
2,0,27974,Sung Kang,38' 1",76.083,2,60,15' 11"
3,0,52513,Carson Young,37' 6",112.417,3,50,18' 4"
4,0,31202,William McGirt,36' 11",73.833,2,53,20' 5"
5,0,26596,Ryan Moore,34' 4",137.417,4,73,6' 6"
6,0,50493,Justin Suh,33' 9",67.417,2,36,31' 10"
7,0,33413,Ben Martin,33' 1",99.333,3,49,21' 1"
8,0,32366,Kevin Chappell,31' 6",126.000,4,47,15' 11"
9,0,35450,Patrick Cantlay,29' 6",147.583,5,55,5' 4"
9,0,33653,Thomas Detry,29' 6",118.083,4,46,4' 9"
11,0,52411,Kyle Westmoreland,29' 0",116.083,4,48,6' 0"
11,0,57366,Cameron Young,29' 0",29.000,1,29,29' 0"
13,0,48081,Xander Schauffele,28' 7",200.250,7,57,3' 8"
14,0,35532,Tom Hoge,28' 6",170.750,6,75,3' 6"
15,0,39954,Cody Gribble,27' 6",54.917,2,44,11' 3"
16,0,33948,Byeong Hun An,27' 5",164.583,6,67,12' 7"
17,0,35879,Kelly Kraft,27' 0",54.000,2,34,19' 11"
18,0,55454,Carl Yuan,26' 8",159.917,6,72,7' 0"
19,0,35506,Mackenzie Hughes,26' 5",105.583,4,51,9' 5"
20,0,51766,Wyndham Clark,26' 3",131.333,5,42,10' 4"
21,0,39067,MJ Daffue,26' 0",51.917,2,33,18' 11"
22,0,30692,Scott Stallings,25' 10",103.333,4,76,4' 7"
23,0,36801,Mark Hubbard,25' 9",103.083,4,51,2' 4"
23,0,51491,Brandon Matthews,25' 9",103.083,4,77,3' 1"
25,0,28237,Rory McIlroy,25' 3",75.750,3,72,1' 5"
26,0,29725,Tony Finau,25' 2",50.250,2,49,1' 0"
27,0,56762,Will Gordon,24' 6",244.750,10,49,1' 6"
28,0,24925,Jonathan Byrd,24' 2",48.250,2,39,9' 1"
29,0,32757,Patton Kizzire,23' 11",167.250,7,54,3' 9"
30,0,25900,Lucas Glover,23' 8",118.417,5,33,8' 11"
31,0,55789,Taylor Montgomery,23' 4",373.583,16,69,2' 7"
32,0,57975,Harry Hall,22' 11",137.500,6,64,10"
33,0,28089,Jason Day,22' 9",91.000,4,43,5' 9"
34,0,39335,Kevin Roy,22' 6",157.417,7,47,2' 6"
35,0,27963,Chris Stroud,22' 0",44.000,2,33,11' 3"
36,0,35449,Adam Long,21' 9",130.417,6,39,10' 1"
37,0,31646,Emiliano Grillo,21' 6",43.000,2,24,19' 5"
37,0,30926,Chris Kirk,21' 6",150.333,7,55,8' 8"
39,0,46046,Scottie Scheffler,21' 1",105.250,5,40,10' 5"
40,0,25818,Scott Piercy,21' 0",62.917,3,34,12' 3"
41,0,45157,Cam Davis,20' 10",187.500,9,49,5' 9"
41,0,46970,Jon Rahm,20' 10",166.917,8,42,3' 8"
43,0,55893,Sam Stevens,20' 7",82.250,4,49,9' 0"
44,0,35901,Paul Haley II,20' 6",81.833,4,43,10' 2"
44,0,32816,Satoshi Kodaira,20' 6",61.583,3,48,4' 8"
46,0,51997,Andrew Novak,20' 5",61.333,3,40,7' 3"
46,0,48887,Matt Wallace,20' 5",61.167,3,35,5' 9"
48,0,52453,Nicolai Hojgaard,20' 4",60.917,3,30,14' 6"
48,0,45242,Kevin Yu,20' 4",101.500,5,33,7' 7"
50,0,35310,Lanto Griffin,20' 3",101.083,5,51,11' 7"
51,0,40098,Matt Fitzpatrick,20' 1",100.417,5,34,4' 0"
52,0,39971,Sungjae Im,20' 0",159.750,8,64,2' 4"
53,0,52375,Doug Ghim,19' 10",99.167,5,49,10' 4"
53,0,34256,Andrew Putnam,19' 10",59.417,3,38,4' 0"
55,0,45522,Christiaan Bezuidenhout,19' 9",118.417,6,48,8' 5"
55,0,34466,Peter Malnati,19' 9",138.250,7,56,7' 7"
57,0,28252,Seamus Power,19' 7",58.667,3,29,5' 3"
58,0,28775,Nate Lashley,19' 6",116.917,6,39,5' 7"
59,0,46717,Viktor Hovland,19' 5",77.750,4,33,4' 8"
60,0,52374,Brandon Wu,19' 3",172.917,9,44,3' 9"
61,0,39997,Corey Conners,19' 1",133.333,7,44,2' 4"
62,0,46442,Maverick McNealy,18' 11",37.833,2,21,16' 10"
63,0,47504,Sam Burns,18' 10",56.417,3,23,11' 3"
64,0,46601,Trey Mullinax,18' 9",37.417,2,24,13' 4"
65,0,24502,Adam Scott,18' 8",56.083,3,29,12' 5"
66,0,34099,Harris English,18' 7",55.667,3,34,10' 2"
67,0,32333,Kevin Tway,18' 6",203.917,11,41,1' 10"
68,0,51070,Vincent Norrman,18' 5",92.167,5,48,3' 2"
68,0,50095,Austin Smotherman,18' 5",110.333,6,60,6"
70,0,27214,Kevin Streelman,18' 2",36.333,2,20,16' 2"
71,0,33204,Shane Lowry,17' 11",107.333,6,35,5' 5"
72,0,33597,Harry Higgs,17' 10",71.167,4,51,1' 9"
72,0,29221,Webb Simpson,17' 10",124.583,7,62,2' 3"
74,0,47993,Denny McCarthy,17' 9",141.917,8,51,3' 3"
75,0,26476,Chez Reavie,17' 6",105.167,6,58,3' 1"
76,0,27095,Nick Watney,17' 5",69.750,4,33,3' 8"
77,0,25686,Jason Dufner,17' 4",69.250,4,22,11' 6"
78,0,23108,Matt Kuchar,17' 2",86.000,5,31,4' 5"
78,0,22405,Justin Rose,17' 2",68.750,4,35,4' 0"
80,0,31577,Tano Goya,17' 1",17.083,1,17,17' 1"
80,0,51950,Max McGreevy,17' 1",102.250,6,29,3' 8"
82,0,49298,Kramer Hickok,17' 0",67.917,4,33,3' 10"
83,0,34563,Chesson Hadley,16' 9",100.583,6,44,5' 2"
84,0,27554,Scott Harrington,16' 8",100.000,6,47,7' 10"
85,0,39546,Keith Mitchell,16' 7",49.667,3,26,9' 7"
86,0,35617,Martin Trainer,16' 6",66.000,4,31,7' 6"
87,0,27349,Alex Noren,16' 4",81.583,5,43,1' 3"
87,0,49771,J.T. Poston,16' 4",147.083,9,30,4' 8"
89,0,46340,Alex Smalley,16' 2",113.167,7,47,3' 5"
90,0,49947,Taylor Moore,16' 1",80.417,5,27,8' 3"
90,0,47128,Richy Werenski,16' 1",96.250,6,42,6' 10"
92,0,32662,Michael Gligic,15' 10",63.250,4,44,1' 2"
92,0,39058,Lucas Herbert,15' 10",15.833,1,16,15' 10"
92,0,50188,S.H. Kim,15' 10",79.000,5,32,4' 11"
95,0,54628,Lee Hodges,15' 9",110.167,7,37,2' 8"
96,0,39324,J.J. Spaun,15' 8",78.500,5,55,2' 3"
97,0,34363,Tyrrell Hatton,15' 7",109.250,7,40,2' 3"
98,0,20229,Stewart Cink,15' 6",77.667,5,33,1' 6"
99,0,33399,Adam Hadwin,15' 5",46.333,3,20,8' 10"
99,0,47988,Nick Hardy,15' 5",139.000,9,37,3' 8"
99,0,47983,Chad Ramey,15' 5",77.000,5,29,8' 2"
102,0,57362,Austin Eckroat,15' 4",76.750,5,34,2' 10"
103,0,25632,Jimmy Walker,15' 2",45.417,3,18,13' 1"
104,0,34255,Joseph Bramlett,15' 0",30.000,2,24,5' 9"
104,0,34431,Robert Streb,15' 0",75.000,5,25,9' 3"
106,0,58696,Peter Kuest,14' 11",74.750,5,43,4' 4"
107,0,49453,Trevor Cone,14' 7",72.750,5,27,4' 11"
108,0,47079,Harrison Endycott,14' 4",71.750,5,33,4' 1"
109,0,28420,Ryan Brehm,14' 3",99.583,7,21,9' 6"
110,0,47591,Eric Cole,14' 2",113.500,8,35,3' 6"
110,0,12716,Charley Hoffman,14' 2",28.250,2,22,6' 1"
110,0,46414,Aaron Rai,14' 2",56.667,4,17,11' 8"
113,0,37455,Si Woo Kim,13' 10",27.583,2,17,11' 1"
114,0,29420,Billy Horschel,13' 9",27.500,2,21,7' 0"
115,0,48119,Ben Taylor,13' 6",26.917,2,14,12' 9"
115,0,30927,Brendon Todd,13' 6",67.417,5,26,5' 9"
117,0,59018,Ryan Gerard,13' 5",53.583,4,25,1' 1"
117,0,40006,Erik van Rooyen,13' 5",40.250,3,15,12' 7"
119,0,29535,Brice Garnett,13' 4",26.583,2,16,10' 9"
120,0,27129,Luke List,13' 1",65.417,5,28,5"
120,0,50525,Collin Morikawa,13' 1",91.333,7,31,2' 8"
122,0,55708,Hayden Buckley,12' 11",103.333,8,39,2' 3"
123,0,54421,Garrick Higgo,12' 10",102.833,8,26,3' 3"
124,0,40115,Adam Svensson,12' 8",75.917,6,24,6' 5"
125,0,33408,Tyson Alexander,12' 6",37.417,3,25,6' 2"
125,0,29908,C.T. Pan,12' 6",74.750,6,24,4' 11"
127,0,48867,Matti Schmid,12' 5",124.000,10,35,11"
128,0,32102,Rickie Fowler,12' 4",74.167,6,27,3' 4"
128,0,49766,Hank Lebioda,12' 4",12.333,1,12,12' 4"
128,0,51634,Sahith Theegala,12' 4",49.417,4,20,1' 6"
131,0,27936,Martin Laird,12' 3",24.417,2,21,3' 11"
132,0,51414,Brent Grant,12' 2",109.417,9,45,2' 1"
132,0,32791,K.H. Lee,12' 2",48.583,4,22,9"
134,0,36799,Stephan Jaeger,12' 1",48.417,4,19,1' 9"
135,0,33448,Justin Thomas,12' 0",60.167,5,21,4' 2"
136,0,46435,Austin Cook,11' 11",23.750,2,17,6' 10"
136,0,39975,Michael Kim,11' 11",47.667,4,19,6' 2"
138,0,30163,Henrik Norlander,11' 10",35.417,3,18,8' 2"
139,0,47347,Adam Schenk,11' 9",70.667,6,28,10"
140,0,36326,David Lipsky,11' 8",70.167,6,27,1' 3"
140,0,40250,Taylor Pendrith,11' 8",34.917,3,18,7' 9"
142,0,36871,Matt NeSmith,11' 7",81.167,7,26,4' 4"
143,0,33141,Keegan Bradley,11' 6",11.500,1,12,11' 6"
143,0,49960,Sepp Straka,11' 6",45.833,4,20,4' 0"
145,0,51349,Nico Echavarria,11' 5",22.833,2,17,5' 10"
145,0,37275,Sam Ryder,11' 5",22.750,2,14,8' 4"
147,0,36724,Augusto Núñez,11' 4",79.333,7,26,1' 10"
147,0,36699,Patrick Rodgers,11' 4",56.833,5,24,1' 9"
149,0,52955,Ludvig Åberg,11' 3",101.583,9,26,3' 1"
150,0,51890,Greyson Sigg,11' 2",78.417,7,17,3' 4"
151,0,39977,Max Homa,11' 1",77.417,7,23,10"
152,0,27644,Brian Harman,10' 11",54.667,5,24,3' 4"
152,0,22056,Cameron Percy,10' 11",10.917,1,11,10' 11"
154,0,47995,Davis Riley,10' 10",75.667,7,21,2' 4"
155,0,48117,Kurt Kitayama,10' 9",21.417,2,15,6' 4"
156,0,33122,Russell Knox,10' 5",20.833,2,14,7' 4"
157,0,35461,Beau Hossler,10' 3",81.917,8,29,2' 6"
158,0,19803,Ryan Armour,10' 2",20.250,2,16,4' 0"
158,0,37338,Zecheng Dou,10' 2",40.583,4,22,2' 2"
158,0,25493,Nick Taylor,10' 2",40.750,4,12,9' 3"
161,0,48084,Wesley Bryan,9' 9",48.833,5,22,3' 5"
162,0,34610,Matthias Schwab,9' 7",28.833,3,12,7' 8"
162,0,31560,Brian Stuard,9' 7",9.583,1,10,9' 7"
164,0,54591,Ben Griffin,9' 6",37.917,4,12,8' 1"
165,0,30911,Tommy Fleetwood,9' 5",37.667,4,20,3' 1"
166,0,40162,Justin Lower,8' 9",43.667,5,12,4' 10"
167,0,22371,Aaron Baddeley,8' 7",8.583,1,9,8' 7"
167,0,56630,Akshay Bhatia,8' 7",51.583,6,21,1' 11"
167,0,55182,Tom Kim,8' 7",51.583,6,25,1' 3"
170,0,29289,S.Y. Noh,8' 1",24.333,3,11,5' 6"
170,0,31323,Gary Woodland,8' 1",48.583,6,23,2' 0"
172,0,52372,Cameron Champ,7' 8",22.917,3,9,6' 4"
173,0,58168,Davis Thompson,7' 5",22.167,3,8,6' 9"
174,0,32448,James Hahn,7' 3",21.833,3,14,1' 10"
175,0,48699,Callum Tarren,7' 2",14.333,2,10,3' 11"
176,0,32139,Danny Willett,6' 6",19.583,3,9,3' 4"
177,0,40058,Zac Blair,6' 5",25.583,4,9,4' 6"
177,0,29970,Dylan Frittelli,6' 5",19.333,3,9,4' 1"
177,0,32839,Hideki Matsuyama,6' 5",19.333,3,9,1' 0"
177,0,23320,Ryan Palmer,6' 5",32.000,5,8,4' 0"
181,0,46441,Robby Shelton,6' 4",31.833,5,14,4"
182,0,58967,Trevor Werbylo,6' 0",24.083,4,16,10"
183,0,34046,Jordan Spieth,5' 11",17.833,3,9,1' 4"
184,0,32640,Troy Merritt,5' 1",15.333,3,9,1' 10"
185,0,54783,Dylan Wu,4' 8",14.000,3,8,2' 11"
186,0,34098,Russell Henley,4' 5",8.833,2,6,2' 10"
187,0,45609,Tyler Duncan,3' 6",13.833,4,6,1' 8"
