RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,06527,Steve Stricker,1.06,4,378
2,0,20229,Stewart Cink,1.16,5,432
3,0,12645,Brent Geiberger,1.39,5,360
4,0,10201,Matt Gogel,1.44,7,486
5,0,20121,Todd Fischer,1.47,9,612
6,0,20157,Retief Goosen,1.74,5,288
7,0,08725,Tom Gillis,1.85,9,486
7,0,06373,José María Olazábal,1.85,5,270
7,0,20474,Phillip Price,1.85,8,432
10,0,22371,Aaron Baddeley,1.92,9,468
11,0,24507,Jason Bohn,1.98,10,504
12,0,06595,Kevin Sutherland,2.00,9,450
13,0,24357,K.J. Choi,2.02,8,396
13,0,06251,Chris DiMarco,2.02,8,396
13,0,01761,Len Mattiace,2.02,12,594
13,0,23623,Bo Van Pelt,2.02,12,594
17,0,06197,Michael Allen,2.04,11,540
17,0,27095,Nick Watney,2.04,11,540
19,0,24138,Ian Poulter,2.05,7,342
20,0,22405,Justin Rose,2.06,10,486
21,0,26420,Richard Johnson,2.08,6,288
22,0,08537,J.P. Hayes,2.12,8,378
23,0,23320,Ryan Palmer,2.15,12,558
24,0,24502,Adam Scott,2.16,7,324
25,0,20098,Stuart Appleby,2.17,9,414
25,0,12660,Jesper Parnevik,2.17,9,414
27,0,01139,Olin Browne,2.18,11,504
27,0,20645,John Senden,2.18,11,504
29,0,23541,Ben Crane,2.22,8,360
29,0,02223,Bob Tway,2.22,10,450
31,0,21961,Charles Howell III,2.26,11,486
31,0,08385,Omar Uresti,2.26,11,486
33,0,01329,Brad Faxon,2.27,9,396
34,0,21407,Arjun Atwal,2.29,7,306
35,0,23036,Chris Anderson,2.31,10,432
36,0,01810,Phil Mickelson,2.34,8,342
37,0,10912,Craig Perks,2.35,11,468
38,0,20548,Hidemichi Tanaka,2.36,14,594
39,0,20766,Padraig Harrington,2.38,6,252
40,0,01724,Jeff Maggert,2.42,10,414
41,0,23983,Luke Donald,2.43,7,288
41,0,01361,Dan Forsman,2.43,7,288
43,0,01320,Bob Estes,2.44,11,450
43,0,22046,Geoff Ogilvy,2.44,11,450
45,0,12602,Dean Wilson,2.47,12,486
46,0,06567,Vijay Singh,2.49,13,522
47,0,08793,Tiger Woods,2.50,9,360
48,0,07223,Brian Bateman,2.51,14,558
49,0,08123,Jeff Brehaut,2.53,10,396
49,0,20623,Gavin Coles,2.53,10,396
49,0,01706,Davis Love III,2.53,10,396
49,0,01928,Corey Pavin,2.53,10,396
53,0,07457,Steve Flesch,2.58,13,504
54,0,22548,Patrick Sheehan,2.61,16,612
54,0,02214,Kirk Triplett,2.61,8,306
56,0,20433,Mark Hensby,2.63,9,342
56,0,20812,Tjaart van der Walt,2.63,9,342
58,0,01887,Mark O'Meara,2.65,10,378
59,0,06034,Marco Dawson,2.66,11,414
60,0,25900,Lucas Glover,2.67,13,486
60,0,25847,Rob Rashell,2.67,12,450
