RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 5 HOLES,TOTAL HOLE OUTS
1,0,36689,Brooks Koepka,18,242,3
2,0,33448,Justin Thomas,14,336,1
3,0,30925,Dustin Johnson,12,224,2
3,0,23108,Matt Kuchar,12,298,2
3,0,32839,Hideki Matsuyama,12,294,0
3,0,25804,Bubba Watson,12,208,2
7,0,33667,Carlos Ortiz,11,311,3
8,0,22371,Aaron Baddeley,10,228,3
8,0,25274,Steven Bowditch,10,317,2
8,0,23353,J.J. Henry,10,286,1
8,0,21961,Charles Howell III,10,340,2
8,0,29926,Danny Lee,10,374,3
8,0,25818,Scott Piercy,10,278,0
8,0,27064,Jhonattan Vegas,10,271,1
15,0,28089,Jason Day,9,232,1
15,0,34099,Harris English,9,306,0
15,0,31416,Derek Fathauer,9,249,2
15,0,29725,Tony Finau,9,332,0
15,0,34563,Chesson Hadley,9,351,0
15,0,27141,J.B. Holmes,9,276,1
15,0,34174,John Huh,9,322,2
15,0,25345,Carl Pettersson,9,329,1
15,0,35451,Scott Pinckney,9,274,3
15,0,29221,Webb Simpson,9,232,1
15,0,27649,Brandt Snedeker,9,293,1
15,0,34046,Jordan Spieth,9,278,3
15,0,33418,Shawn Stefani,9,300,1
15,0,25834,Daniel Summerhays,9,309,3
29,0,25364,Paul Casey,8,231,2
29,0,32366,Kevin Chappell,8,274,2
29,0,24494,Erik Compton,8,280,1
29,0,24358,Robert Garrigus,8,210,2
29,0,33399,Adam Hadwin,8,298,0
29,0,12716,Charley Hoffman,8,300,1
29,0,33461,Morgan Hoffmann,8,264,3
29,0,30852,Ryo Ishikawa,8,281,2
29,0,26300,Matt Jones,8,286,2
29,0,27936,Martin Laird,8,248,1
39,0,27895,Jonas Blixt,7,241,0
39,0,25686,Jason Dufner,7,227,1
39,0,28500,Martin Flores,7,280,2
39,0,22892,Jason Gore,7,223,1
39,0,32448,James Hahn,7,298,0
39,0,24490,George McNeill,7,284,1
39,0,24140,Sean O'Hair,7,284,0
39,0,26329,Louis Oosthuizen,7,198,1
39,0,28475,Jeff Overton,7,284,2
39,0,23320,Ryan Palmer,7,230,0
39,0,35541,John Peterson,7,271,3
39,0,23621,Rory Sabbatini,7,252,0
39,0,24502,Adam Scott,7,148,0
39,0,06567,Vijay Singh,7,244,2
