RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,28089,Jason Day,4.71,339,72
2,0,34046,Jordan Spieth,4.50,396,88
3,0,22405,Justin Rose,4.44,293,66
4,0,25804,Bubba Watson,4.29,292,68
5,0,30925,Dustin Johnson,4.22,304,72
6,0,33448,Justin Thomas,4.15,440,106
7,0,29725,Tony Finau,4.10,435,106
8,0,32839,Hideki Matsuyama,4.07,370,91
8,0,25632,Jimmy Walker,4.07,350,86
10,0,27141,J.B. Holmes,4.04,343,85
11,0,21528,Henrik Stenson,4.02,241,60
12,0,29518,Brendan Steele,4.00,336,84
13,0,24507,Jason Bohn,3.98,378,95
14,0,26300,Matt Jones,3.97,341,86
14,0,01810,Phil Mickelson,3.97,278,70
14,0,24361,Pat Perez,3.97,381,96
17,0,32102,Rickie Fowler,3.96,285,72
17,0,29926,Danny Lee,3.96,475,120
19,0,21209,Sergio Garcia,3.95,221,56
19,0,34431,Robert Streb,3.95,434,110
21,0,33418,Shawn Stefani,3.94,370,94
22,0,24024,Zach Johnson,3.93,342,87
23,0,34360,Patrick Reed,3.92,392,100
24,0,36699,Patrick Rodgers,3.91,207,53
24,0,34264,Hudson Swafford,3.91,371,95
24,0,34265,Will Wilcox,3.91,211,54
27,0,34098,Russell Henley,3.90,328,84
27,0,36689,Brooks Koepka,3.90,316,81
29,0,12716,Charley Hoffman,3.89,366,94
29,0,35532,Tom Hoge,3.89,307,79
29,0,25396,Kevin Na,3.89,370,95
32,0,25892,Steve Wheatcroft,3.88,322,83
33,0,40026,Daniel Berger,3.85,373,97
33,0,33141,Keegan Bradley,3.85,323,84
33,0,23108,Matt Kuchar,3.85,362,94
36,0,25364,Paul Casey,3.84,315,82
36,0,08075,Jerry Kelly,3.84,303,79
36,0,30944,Jason Kokrak,3.84,338,88
36,0,23621,Rory Sabbatini,3.84,311,81
40,0,29420,Billy Horschel,3.83,368,96
