RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
47,0,02256,Tom Watson,56.32,49,87,+21.00
48,0,01361,Dan Forsman,56.25,54,96,+25.00
49,0,01887,Mark O'Meara,55.96,61,109,+19.00
50,0,01196,Brian Claar,55.80,101,181,+62.00
51,0,01157,Tom Byrum,55.75,63,113,+35.00
52,0,01457,Jay Haas,55.66,59,106,+33.00
53,0,20098,Stuart Appleby,55.62,94,169,+42.00
54,0,01938,David Peoples,55.56,55,99,+35.00
55,0,01201,Lennie Clements,55.47,71,128,+34.00
55,0,01724,Jeff Maggert,55.47,76,137,+43.00
57,0,06064,Jeff Gallagher,55.33,83,150,+50.00
58,0,06657,Steve Rintoul,55.28,68,123,+60.00
59,0,01604,Steve Jurgensen,55.21,90,163,+55.00
60,0,02226,Tray Tyner,55.17,48,87,+29.00
61,0,02206,David Toms,54.93,78,142,+39.00
62,0,01320,Bob Estes,54.81,74,135,+39.00
63,0,06034,Marco Dawson,54.68,76,139,+47.00
64,0,01996,Mike Reid,54.55,54,99,+34.00
65,0,12626,Joey Gullion,54.44,98,180,+67.00
66,0,02167,Mike Sullivan,54.41,74,136,+38.00
67,0,01072,Chip Beck,54.39,93,171,+48.00
68,0,01960,Don Pooley,54.37,56,103,+35.00
69,0,07101,Dave Stockton Jr.,54.22,90,166,+58.00
70,0,01306,David Edwards,54.20,71,131,+49.00
71,0,01185,Brandel Chamblee,54.03,67,124,+35.00
72,0,01132,Mark Brooks,54.02,94,174,+45.00
73,0,01553,John Huston,54.01,74,137,+35.00
74,0,01797,Rocco Mediate,54.00,54,100,+22.00
75,0,08385,Omar Uresti,53.95,82,152,+45.00
76,0,01771,Blaine McCallister,53.90,76,141,+39.00
77,0,01249,John Daly,53.85,70,130,+46.00
78,0,02135,Mike Standly,53.68,73,136,+44.00
79,0,02099,Scott Simpson,53.64,59,110,+51.00
80,0,01024,Billy Andrade,53.60,67,125,+41.00
81,0,02023,Clarence Rose,53.57,75,140,+44.00
81,0,02245,Grant Waite,53.57,75,140,+39.00
83,0,08375,Paul Stankowski,53.49,69,129,+49.00
84,0,01701,Bob Lohr,53.46,85,159,+58.00
85,0,10505,Shane Bertsch,53.44,70,131,+51.00
85,0,01761,Len Mattiace,53.44,70,131,+40.00
87,0,02223,Bob Tway,53.27,57,107,+29.00
88,0,19883,Joe Daley,53.21,58,109,+37.00
89,0,11032,Frank Lickliter II,53.19,75,141,+47.00
90,0,01139,Olin Browne,53.14,93,175,+51.00
91,0,06214,Guy Boros,53.13,85,160,+50.00
92,0,01527,Scott Hoch,53.02,79,149,+43.00
93,0,20095,Carl Paulson,52.98,80,151,+56.00
94,0,01334,Keith Fergus,52.94,63,119,+39.00
94,0,06617,Brian Henninger,52.94,72,136,+37.00
96,0,01706,Davis Love III,52.90,73,138,+39.00
97,0,06036,Scott Dunlap,52.83,56,106,+40.00
98,0,01766,Billy Mayfair,52.74,77,146,+40.00
99,0,08547,John Maginnes,52.63,60,114,+41.00
100,0,02115,Taylor Smith,52.46,64,122,+31.00
101,0,01971,Dillard Pruitt,52.34,56,107,+33.00
102,0,06124,Patrick Burke,52.27,69,132,+41.00
103,0,02246,Duffy Waldorf,52.00,52,100,+39.00
104,0,01723,Andrew Magee,51.94,67,129,+31.00
105,0,20505,Lucas Parsons,51.92,54,104,+34.00
106,0,01920,Craig Parry,51.88,83,160,+54.00
107,0,01864,Larry Nelson,51.82,71,137,+36.00
108,0,01014,Fulton Allem,51.76,44,85,+29.00
109,0,01633,Tom Kite,51.69,46,89,+19.00
110,0,01385,Jim Gallagher Jr.,51.67,62,120,+39.00
111,0,02010,Loren Roberts,51.56,66,128,+45.00
112,0,01444,Ken Green,51.45,71,138,+43.00
112,0,10585,Scott McCarron,51.45,71,138,+48.00
114,0,02186,Brian Tennyson,51.40,55,107,+41.00
115,0,01098,Jay Don Blake,51.32,78,152,+55.00
116,0,06332,Neal Lancaster,51.26,102,199,+62.00
117,0,19913,Ron Whittaker,51.16,44,86,+32.00
118,0,02101,Joey Sindelar,51.08,71,139,+54.00
119,0,10425,Jay Williamson,50.91,56,110,+47.00
120,0,01096,Phil Blackmar,50.65,78,154,+41.00
121,0,01968,Nick Price,50.59,43,85,+22.00
122,0,01035,Tommy Armour III,50.55,46,91,+30.00
123,0,01725,John Mahaffey,50.53,48,95,+41.00
124,0,01783,Mark McCumber,50.48,53,105,+26.00
124,0,01945,Kenny Perry,50.48,53,105,+20.00
126,0,01142,Bart Bryant,50.40,63,125,+46.00
127,0,01677,Tom Lehman,50.39,65,129,+50.00
128,0,01261,Jay Delsing,50.35,71,141,+50.00
129,0,06044,Scott Gump,50.34,73,145,+43.00
129,0,06140,Sean Murphy,50.34,75,149,+59.00
131,0,07235,John Morse,50.32,78,155,+67.00
132,0,01326,Nick Faldo,50.00,40,80,+23.00
132,0,01374,Robin Freeman,50.00,89,178,+69.00
132,0,01607,Brian Kamm,50.00,80,160,+67.00
132,0,02214,Kirk Triplett,50.00,49,98,+36.00
132,0,02321,Fuzzy Zoeller,50.00,42,84,+28.00
137,0,01200,Keith Clearwater,49.63,67,135,+47.00
138,0,09011,David Duval,49.55,55,111,+37.00
139,0,01475,Donnie Hammond,49.46,46,93,+33.00
140,0,07867,Woody Austin,49.45,90,182,+46.00
141,0,01487,Jeff Hart,49.38,40,81,+31.00
142,0,10213,Dicky Pride,49.29,69,140,+58.00
143,0,02131,Mike Springer,49.21,62,126,+48.00
144,0,02279,Mark Wiebe,49.17,59,120,+44.00
145,0,01748,Doug Martin,49.09,81,165,+74.00
146,0,10809,Jim Furyk,48.88,87,178,+52.00
147,0,02106,Chris Smith,48.87,65,133,+55.00
148,0,01143,Brad Bryant,48.85,64,131,+50.00
149,0,02171,Mike Swartz,48.80,61,125,+35.00
150,0,02241,Bobby Wadkins,48.73,77,158,+49.00
151,0,01133,Billy Ray Brown,48.41,61,126,+47.00
152,0,10203,Bryan Gorman,48.36,59,122,+50.00
152,0,06315,Pete Jordan,48.36,59,122,+41.00
154,0,01323,Brad Fabel,48.28,56,116,+42.00
155,0,10569,Mike Brisky,48.20,67,139,+54.00
156,0,02008,Lee Rinker,48.15,78,162,+45.00
157,0,02303,Robert Wrenn,47.75,53,111,+43.00
158,0,01060,Dave Barr,47.73,42,88,+34.00
159,0,01599,Steve Jones,47.59,79,166,+60.00
160,0,02133,Craig Stadler,47.44,37,78,+24.00
161,0,01905,Joe Ozaki,47.42,46,97,+38.00
162,0,01603,Jeff Julian,47.37,54,114,+40.00
163,0,01219,John Cook,47.11,57,121,+56.00
164,0,01307,Joel Edwards,46.83,59,126,+51.00
165,0,01682,Wayne Levi,46.60,48,103,+51.00
166,0,01203,Russ Cochran,46.56,61,131,+55.00
167,0,01156,Curt Byrum,46.34,38,82,+29.00
168,0,02218,Ted Tryba,46.29,81,175,+60.00
169,0,06527,Steve Stricker,45.86,61,133,+52.00
170,0,01569,Peter Jacobsen,45.78,38,83,+28.00
171,0,01707,Steve Lowery,45.56,77,169,+62.00
172,0,02201,Jim Thorpe,45.35,39,86,+35.00
173,0,01837,Gil Morgan,45.24,38,84,+34.00
174,0,06643,Paul Goydos,44.74,68,152,+58.00
175,0,20051,Joe Acosta Jr.,44.63,54,121,+35.00
176,0,06599,John Elliott,44.30,35,79,+35.00
177,0,01549,Mike Hulbert,43.65,55,126,+40.00
178,0,08337,Mike Heinen,43.24,80,185,+80.00
179,0,10649,Tom Scherrer,42.86,69,161,+83.00
180,0,01388,Robert Gamez,42.37,50,118,+53.00
181,0,01958,Dan Pohl,42.22,38,90,+36.00
182,0,01408,Kelly Gibson,42.14,67,159,+39.00
183,0,01068,Andy Bean,41.74,48,115,+58.00
184,0,06595,Kevin Sutherland,41.46,68,164,+67.00
185,0,01331,Rick Fehr,40.59,41,101,+41.00
186,0,12781,Scott Medlin,39.74,31,78,+44.00
187,0,20259,Hisayuki Sasaki,39.02,32,82,+39.00
188,0,10215,Charlie Rymer,38.46,60,156,+73.00
189,0,02170,Hal Sutton,37.98,49,129,+63.00
190,0,01943,Chris Perry,37.35,31,83,+45.00
