RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,20623,Gavin Coles,5.90,51,864,+0.24
2,0,08545,Glen Hnatiuk,6.79,83,1222,+0.27
2,0,01766,Billy Mayfair,6.79,86,1267,+0.13
4,0,02239,Scott Verplank,6.89,78,1132,+0.15
5,0,20029,Notah Begay III,7.01,84,1198,+0.31
6,0,01619,Skip Kendall,7.05,96,1362,+0.05
7,0,06621,Joe Durant,7.27,87,1196,+0.11
8,0,01381,Fred Funk,7.39,100,1354,+0.23
9,0,19881,Robert Damron,7.51,94,1252,+0.20
10,0,01928,Corey Pavin,7.56,83,1098,+0.19
11,0,19972,José Coceres,7.58,57,752,+0.40
12,0,01320,Bob Estes,7.71,81,1050,+0.15
13,0,02010,Loren Roberts,7.78,77,990,+0.09
14,0,01724,Jeff Maggert,8.10,81,1000,+0.31
15,0,10809,Jim Furyk,8.15,95,1166,+0.13
16,0,23135,Tim Clark,8.37,76,908,+0.16
17,0,23036,Chris Anderson,8.66,105,1213,+0.17
17,0,20572,Rod Pampling,8.66,88,1016,+0.14
19,0,26420,Richard Johnson,8.67,99,1142,+0.14
20,0,07721,Pat Bates,8.72,125,1433,E
21,0,22293,Heath Slocum,8.74,119,1361,+0.11
22,0,01945,Kenny Perry,8.76,96,1096,+0.16
23,0,21805,Harrison Frazar,9.00,104,1156,+0.12
24,0,06251,Chris DiMarco,9.03,100,1108,+0.19
25,0,01677,Tom Lehman,9.04,87,962,+0.14
26,0,07941,Mike Grob,9.05,97,1072,+0.22
27,0,06575,Dudley Hart,9.07,76,838,+0.14
28,0,08725,Tom Gillis,9.08,81,892,-0.05
29,0,20548,Hidemichi Tanaka,9.09,137,1507,+0.19
30,0,21878,Mark Wilson,9.17,97,1058,+0.10
31,0,24361,Pat Perez,9.18,107,1166,+0.21
32,0,01569,Peter Jacobsen,9.19,88,958,+0.08
33,0,02170,Hal Sutton,9.21,92,999,+0.17
34,0,01475,Donnie Hammond,9.22,110,1193,+0.12
35,0,01553,John Huston,9.28,93,1002,-0.03
