RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
58,0,02049,Gene Sauers,69.23,783,1131,-0.08
59,0,21739,Aaron Barber,69.21,854,1234,-0.15
60,0,20498,Briny Baird,69.19,1013,1464,-0.21
61,0,20628,Arron Oberholser,69.18,743,1074,-0.18
62,0,01677,Tom Lehman,69.13,665,962,-0.19
63,0,23125,Brad Elder,69.11,434,628,-0.10
64,0,19825,Darren Clarke,68.98,367,532,-0.22
64,0,02101,Joey Sindelar,68.98,854,1238,-0.13
66,0,11032,Frank Lickliter II,68.89,784,1138,-0.13
67,0,10885,Robert Allenby,68.86,617,896,-0.27
67,0,12680,Shigeki Maruyama,68.86,723,1050,-0.16
69,0,22295,Darron Stiles,68.82,777,1129,-0.15
70,0,01132,Mark Brooks,68.68,752,1095,-0.12
71,0,23036,Chris Anderson,68.59,832,1213,-0.15
72,0,20472,Alex Cejka,68.58,753,1098,-0.15
73,0,08537,J.P. Hayes,68.56,700,1021,-0.17
74,0,01948,Tim Petrovic,68.42,884,1292,-0.19
75,0,20572,Rod Pampling,68.41,695,1016,-0.20
76,0,22621,Ben Curtis,68.38,573,838,-0.10
77,0,23177,Kenneth Staton,68.28,523,766,-0.08
78,0,01361,Dan Forsman,68.26,856,1254,-0.18
79,0,21805,Harrison Frazar,68.25,789,1156,-0.18
80,0,06251,Chris DiMarco,68.23,756,1108,-0.24
81,0,23108,Matt Kuchar,68.19,566,830,-0.15
82,0,01685,J.L. Lewis,68.12,827,1214,-0.16
83,0,06078,Esteban Toledo,68.03,966,1420,-0.13
84,0,23338,David Gossett,68.00,833,1225,-0.17
85,0,12602,Dean Wilson,67.94,693,1020,-0.15
86,0,26489,Cameron Yancey,67.84,483,712,-0.04
87,0,01175,Jim Carter,67.74,840,1240,-0.11
88,0,01388,Robert Gamez,67.60,987,1460,-0.23
89,0,10201,Matt Gogel,67.59,634,938,-0.14
90,0,25692,Akio Sadakata,67.58,717,1061,-0.13
90,0,21878,Mark Wilson,67.58,715,1058,-0.09
92,0,23034,Brent Schwarzrock,67.49,519,769,-0.17
93,0,20940,Kenichi Kuboya,67.47,788,1168,-0.11
94,0,12388,Michael Clark II,67.46,479,710,-0.10
94,0,02106,Chris Smith,67.46,792,1174,-0.16
96,0,23353,J.J. Henry,67.42,900,1335,-0.19
97,0,01098,Jay Don Blake,67.40,610,905,-0.15
98,0,01457,Jay Haas,67.36,677,1005,-0.21
99,0,06573,Brandt Jobe,67.35,685,1017,-0.18
100,0,06575,Dudley Hart,67.30,564,838,-0.14
100,0,10213,Dicky Pride,67.30,599,890,-0.17
102,0,12652,Cameron Beckman,67.24,780,1160,-0.16
103,0,01307,Joel Edwards,67.22,562,836,-0.12
104,0,19824,Craig Barlow,67.09,848,1264,-0.21
105,0,01968,Nick Price,67.05,472,704,-0.19
106,0,08633,Per-Ulrik Johansson,67.01,841,1255,-0.18
107,0,01761,Len Mattiace,66.95,703,1050,-0.16
108,0,01378,David Frost,66.89,701,1048,-0.19
109,0,19846,Brian Gay,66.77,830,1243,-0.14
110,0,01706,Davis Love III,66.63,593,890,-0.26
111,0,06004,Stephen Ames,66.53,785,1180,-0.24
112,0,02223,Bob Tway,66.52,735,1105,-0.23
113,0,20094,Jonathan Kaye,66.51,695,1045,-0.17
114,0,02206,David Toms,66.35,621,936,-0.22
115,0,07223,Brian Bateman,66.32,573,864,-0.15
116,0,20566,Kaname Yokoo,66.23,453,684,-0.09
117,0,01161,Mark Calcavecchia,66.16,649,981,-0.17
118,0,20127,Chris Riley,66.08,711,1076,-0.18
119,0,07457,Steve Flesch,66.07,882,1335,-0.22
120,0,12660,Jesper Parnevik,66.03,801,1213,-0.17
121,0,01666,Bernhard Langer,66.02,478,724,-0.16
122,0,06581,David Sutherland,66.00,623,944,-0.18
123,0,06617,Brian Henninger,65.95,459,696,-0.11
124,0,06567,Vijay Singh,65.58,762,1162,-0.29
125,0,10423,Mike Weir,65.51,509,777,-0.21
126,0,01887,Mark O'Meara,65.37,453,693,-0.12
127,0,24925,Jonathan Byrd,65.27,795,1218,-0.20
128,0,23621,Rory Sabbatini,65.15,718,1102,-0.15
129,0,06515,Shaun Micheel,65.10,815,1252,-0.19
130,0,20573,Scott Laycock,65.05,592,910,-0.16
131,0,12782,Tim Herron,65.03,822,1264,-0.24
132,0,08793,Tiger Woods,64.97,473,728,-0.29
133,0,23614,Rich Beem,64.78,572,883,-0.16
134,0,10565,Ian Leggatt,64.63,561,868,-0.15
135,0,12662,Thomas Levet,64.53,675,1046,-0.17
136,0,21961,Charles Howell III,64.43,873,1355,-0.22
137,0,24361,Pat Perez,64.41,751,1166,-0.17
138,0,07867,Woody Austin,64.20,814,1268,-0.22
139,0,20634,Peter Lonard,64.06,679,1060,-0.20
140,0,20574,Mathew Goggin,64.03,689,1076,-0.14
141,0,01707,Steve Lowery,63.99,613,958,-0.18
142,0,08375,Paul Stankowski,63.86,562,880,-0.25
143,0,06595,Kevin Sutherland,63.70,688,1080,-0.20
144,0,24357,K.J. Choi,63.69,791,1242,-0.22
145,0,01577,Lee Janzen,63.64,567,891,-0.19
146,0,20157,Retief Goosen,63.57,445,700,-0.27
147,0,06034,Marco Dawson,63.51,665,1047,-0.18
148,0,20098,Stuart Appleby,63.38,630,994,-0.20
149,0,25345,Carl Pettersson,63.36,664,1048,-0.18
150,0,07101,Dave Stockton Jr.,63.35,636,1004,-0.12
151,0,20121,Todd Fischer,63.27,801,1266,-0.17
152,0,22548,Patrick Sheehan,63.21,828,1310,-0.19
153,0,21806,Paul Gow,63.19,503,796,-0.13
154,0,20568,Anthony Painter,62.72,700,1116,-0.11
155,0,21633,Steve Allan,62.54,409,654,-0.14
156,0,06522,Ernie Els,62.50,385,616,-0.25
157,0,22046,Geoff Ogilvy,62.43,643,1030,-0.19
158,0,24502,Adam Scott,62.39,297,476,-0.22
159,0,26950,John Morgan,62.24,651,1046,-0.14
160,0,11011,Mike Sposa,62.22,565,908,-0.18
161,0,06332,Neal Lancaster,62.21,884,1421,-0.18
162,0,24356,Jason Buha,61.98,476,768,-0.09
163,0,01042,Paul Azinger,61.84,577,933,-0.16
164,0,01024,Billy Andrade,61.60,762,1237,-0.20
165,0,10585,Scott McCarron,61.59,542,880,-0.18
166,0,10107,Deane Pappas,61.43,591,962,-0.21
167,0,01941,Tom Pernice Jr.,61.31,802,1308,-0.20
168,0,23541,Ben Crane,61.03,714,1170,-0.24
169,0,01723,Andrew Magee,60.87,703,1155,-0.18
170,0,01226,Fred Couples,60.82,416,684,-0.26
171,0,20229,Stewart Cink,60.69,744,1226,-0.26
172,0,12645,Brent Geiberger,60.17,429,713,-0.21
173,0,20663,Brenden Pappas,60.16,820,1363,-0.20
174,0,25031,Andy Miller,60.10,595,990,-0.17
175,0,21209,Sergio Garcia,60.03,347,578,-0.16
176,0,01329,Brad Faxon,59.93,652,1088,-0.21
177,0,20593,Greg Chalmers,59.77,774,1295,-0.21
178,0,12823,Carlos Franco,59.62,756,1268,-0.21
179,0,12755,Vance Veazey,59.47,515,866,-0.14
180,0,25450,Ty Tryon,58.25,367,630,-0.13
181,0,07749,Brett Quigley,58.08,654,1126,-0.22
182,0,23656,Jason Caron,57.92,541,934,-0.13
183,0,12661,Todd Barranger,57.73,564,977,-0.14
184,0,22892,Jason Gore,57.25,628,1097,-0.19
185,0,10912,Craig Perks,57.18,585,1023,-0.16
186,0,22371,Aaron Baddeley,56.67,497,877,-0.24
187,0,01249,John Daly,52.29,343,656,-0.16
188,0,23552,Hank Kuehne,51.85,477,920,-0.27
189,0,01810,Phil Mickelson,50.93,410,805,-0.23
190,0,06527,Steve Stricker,48.40,378,781,-0.14
