RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
1,0,19972,José Coceres,1.99,15,752,+0.40
2,0,02239,Scott Verplank,2.39,27,1132,+0.11
3,0,02170,Hal Sutton,2.80,28,999,+0.50
4,0,02002,John Riegger,2.89,19,658,+0.58
5,0,06621,Joe Durant,2.93,35,1196,+0.17
6,0,01619,Skip Kendall,3.16,43,1362,+0.26
7,0,08545,Glen Hnatiuk,3.19,39,1222,+0.33
8,0,01381,Fred Funk,3.25,44,1354,+0.18
9,0,10809,Jim Furyk,3.26,38,1166,-0.05
10,0,23135,Tim Clark,3.30,30,908,+0.30
11,0,07457,Steve Flesch,3.52,47,1335,+0.38
12,0,22621,Ben Curtis,3.70,31,838,+0.26
13,0,01139,Olin Browne,3.71,52,1403,+0.08
14,0,20548,Hidemichi Tanaka,3.72,56,1507,+0.38
15,0,08931,Glen Day,3.78,50,1322,+0.50
15,0,24502,Adam Scott,3.78,18,476,+0.61
17,0,01724,Jeff Maggert,3.80,38,1000,+0.29
18,0,01157,Tom Byrum,3.85,44,1144,+0.41
19,0,10733,Kent Jones,3.87,34,878,+0.44
20,0,10425,Jay Williamson,3.89,46,1184,+0.28
21,0,06004,Stephen Ames,3.90,46,1180,+0.30
22,0,01569,Peter Jacobsen,3.97,38,958,+0.16
23,0,01320,Bob Estes,4.00,42,1050,+0.26
24,0,26420,Richard Johnson,4.03,46,1142,+0.33
25,0,02010,Loren Roberts,4.04,40,990,+0.28
26,0,02214,Kirk Triplett,4.05,44,1086,+0.39
27,0,07941,Mike Grob,4.10,44,1072,+0.36
28,0,19881,Robert Damron,4.15,52,1252,+0.17
29,0,06643,Paul Goydos,4.17,46,1102,+0.24
30,0,01457,Jay Haas,4.18,42,1005,+0.10
31,0,20628,Arron Oberholser,4.19,45,1074,+0.27
32,0,01797,Rocco Mediate,4.36,39,894,+0.36
33,0,22293,Heath Slocum,4.41,60,1361,+0.40
34,0,20498,Briny Baird,4.44,65,1464,+0.08
35,0,01948,Tim Petrovic,4.49,58,1292,+0.12
36,0,08337,Mike Heinen,4.50,52,1156,+0.35
37,0,12510,Chad Campbell,4.51,54,1197,+0.07
38,0,01361,Dan Forsman,4.55,57,1254,+0.07
39,0,10885,Robert Allenby,4.58,41,896,+0.22
40,0,08725,Tom Gillis,4.60,41,892,+0.41
41,0,01475,Donnie Hammond,4.61,55,1193,+0.35
42,0,10423,Mike Weir,4.63,36,777,+0.08
42,0,26489,Cameron Yancey,4.63,33,712,+0.21
44,0,01035,Tommy Armour III,4.67,37,792,+0.14
44,0,20029,Notah Begay III,4.67,56,1198,+0.46
44,0,01761,Len Mattiace,4.67,49,1050,+0.55
47,0,01968,Nick Price,4.69,33,704,+0.12
48,0,19825,Darren Clarke,4.70,25,532,+0.20
49,0,01378,David Frost,4.77,50,1048,+0.62
50,0,02246,Duffy Waldorf,4.82,51,1058,+0.14
51,0,11011,Mike Sposa,4.85,44,908,+0.23
52,0,20095,Carl Paulson,4.86,67,1379,+0.31
53,0,21633,Steve Allan,4.89,32,654,+0.63
53,0,06475,Jeff Klein,4.89,37,756,+0.51
55,0,12705,Cliff Kresge,4.91,61,1242,+0.07
56,0,20645,John Senden,4.92,70,1422,+0.31
57,0,08123,Jeff Brehaut,4.93,69,1401,+0.43
58,0,20634,Peter Lonard,5.00,53,1060,+0.25
59,0,01132,Mark Brooks,5.02,55,1095,+0.38
60,0,21806,Paul Gow,5.03,40,796,+0.45
61,0,01766,Billy Mayfair,5.05,64,1267,+0.23
62,0,20127,Chris Riley,5.11,55,1076,+0.16
63,0,20094,Jonathan Kaye,5.17,54,1045,+0.37
64,0,20436,Garrett Willis,5.18,65,1255,+0.63
65,0,12602,Dean Wilson,5.20,53,1020,+0.38
66,0,23177,Kenneth Staton,5.22,40,766,+0.48
67,0,20098,Stuart Appleby,5.23,52,994,+0.06
67,0,07721,Pat Bates,5.23,75,1433,+0.27
69,0,21739,Aaron Barber,5.27,65,1234,+0.45
70,0,01928,Corey Pavin,5.28,58,1098,+0.16
71,0,20623,Gavin Coles,5.32,46,864,+0.48
71,0,01938,David Peoples,5.32,67,1260,+0.18
73,0,08075,Jerry Kelly,5.34,67,1254,+0.09
73,0,06567,Vijay Singh,5.34,62,1162,E
73,0,02206,David Toms,5.34,50,936,+0.30
73,0,02223,Bob Tway,5.34,59,1105,+0.25
77,0,12388,Michael Clark II,5.35,38,710,+0.68
78,0,01307,Joel Edwards,5.38,45,836,+0.64
79,0,08339,Spike McRoy,5.39,73,1354,+0.25
