RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,01381,Fred Funk,77.86,1185,1522
2,0,08545,Glen Hnatiuk,77.74,964,1240
3,0,02170,Hal Sutton,75.76,844,1114
4,0,10809,Jim Furyk,75.65,1072,1417
5,0,19881,Robert Damron,74.93,1001,1336
6,0,07941,Mike Grob,74.62,841,1127
7,0,01724,Jeff Maggert,74.20,837,1128
8,0,01619,Skip Kendall,74.19,1124,1515
9,0,01569,Peter Jacobsen,74.06,771,1041
10,0,23135,Tim Clark,73.95,795,1075
10,0,06621,Joe Durant,73.95,988,1336
12,0,20548,Hidemichi Tanaka,73.83,1154,1563
13,0,01157,Tom Byrum,73.79,988,1339
14,0,01139,Olin Browne,73.66,1116,1515
15,0,22293,Heath Slocum,73.63,1005,1365
16,0,20623,Gavin Coles,73.56,676,919
17,0,02010,Loren Roberts,73.27,869,1186
18,0,20029,Notah Begay III,73.10,916,1253
19,0,02214,Kirk Triplett,72.90,904,1240
20,0,01928,Corey Pavin,72.34,855,1182
21,0,01797,Rocco Mediate,72.32,768,1062
22,0,20095,Carl Paulson,72.28,1017,1407
23,0,02239,Scott Verplank,72.21,969,1342
24,0,02002,John Riegger,72.13,515,714
25,0,19972,José Coceres,72.11,623,864
26,0,01475,Donnie Hammond,72.07,911,1264
27,0,26420,Richard Johnson,72.02,883,1226
28,0,07721,Pat Bates,71.66,1067,1489
29,0,06643,Paul Goydos,71.65,829,1157
30,0,08725,Tom Gillis,71.41,677,948
31,0,08931,Glen Day,71.40,996,1395
32,0,01766,Billy Mayfair,71.36,1044,1463
33,0,01938,David Peoples,71.29,941,1320
34,0,06475,Jeff Klein,71.18,568,798
35,0,08075,Jerry Kelly,71.17,1022,1436
36,0,10733,Kent Jones,70.97,682,961
37,0,10425,Jay Williamson,70.56,894,1267
38,0,20099,Doug Barron,70.51,863,1224
39,0,20645,John Senden,70.41,1040,1477
40,0,23983,Luke Donald,70.05,863,1232
41,0,20436,Garrett Willis,69.96,927,1325
42,0,01945,Kenny Perry,69.87,932,1334
43,0,08337,Mike Heinen,69.78,845,1211
44,0,08123,Jeff Brehaut,69.51,1026,1476
45,0,02104,Jeff Sluman,69.49,1009,1452
46,0,12705,Cliff Kresge,69.46,969,1395
47,0,20771,Steven Alker,69.32,811,1170
48,0,08547,John Maginnes,69.29,828,1195
49,0,21739,Aaron Barber,69.27,897,1295
50,0,01553,John Huston,68.97,720,1044
51,0,20628,Arron Oberholser,68.94,759,1101
52,0,12510,Chad Campbell,68.92,980,1422
53,0,08339,Spike McRoy,68.87,971,1410
54,0,11032,Frank Lickliter II,68.85,862,1252
55,0,01035,Tommy Armour III,68.72,602,876
56,0,01320,Bob Estes,68.68,875,1274
57,0,02049,Gene Sauers,68.66,815,1187
58,0,23177,Kenneth Staton,68.47,543,793
59,0,06809,Bob Burns,68.45,805,1176
60,0,20498,Briny Baird,68.42,1040,1520
61,0,02101,Joey Sindelar,68.25,864,1266
62,0,10860,Justin Leonard,68.23,715,1048
63,0,23036,Chris Anderson,68.13,902,1324
64,0,23338,David Gossett,68.11,863,1267
65,0,20472,Alex Cejka,68.01,863,1269
65,0,23108,Matt Kuchar,68.01,574,844
65,0,21878,Mark Wilson,68.01,757,1113
68,0,22295,Darron Stiles,67.94,833,1226
69,0,06078,Esteban Toledo,67.88,1004,1479
70,0,01361,Dan Forsman,67.86,927,1366
71,0,01132,Mark Brooks,67.84,812,1197
72,0,01175,Jim Carter,67.78,869,1282
73,0,10885,Robert Allenby,67.77,759,1120
74,0,02246,Duffy Waldorf,67.70,811,1198
75,0,08537,J.P. Hayes,67.69,748,1105
76,0,01948,Tim Petrovic,67.67,971,1435
77,0,10213,Dicky Pride,67.66,678,1002
78,0,20572,Rod Pampling,67.63,775,1146
79,0,06251,Chris DiMarco,67.56,881,1304
80,0,23125,Brad Elder,67.54,462,684
80,0,26489,Cameron Yancey,67.54,518,767
82,0,10201,Matt Gogel,67.53,680,1007
83,0,25692,Akio Sadakata,67.50,754,1117
84,0,22621,Ben Curtis,67.33,639,949
85,0,01677,Tom Lehman,67.32,760,1129
85,0,01968,Nick Price,67.32,587,872
87,0,12602,Dean Wilson,67.29,761,1131
88,0,23034,Brent Schwarzrock,67.25,536,797
89,0,06573,Brandt Jobe,67.19,721,1073
90,0,19824,Craig Barlow,67.18,870,1295
91,0,12652,Cameron Beckman,67.16,779,1160
92,0,21805,Harrison Frazar,67.15,795,1184
93,0,08633,Per-Ulrik Johansson,67.14,891,1327
94,0,01307,Joel Edwards,67.11,561,836
95,0,20940,Kenichi Kuboya,67.08,821,1224
96,0,12680,Shigeki Maruyama,66.97,797,1190
97,0,01378,David Frost,66.94,739,1104
98,0,22913,John Rollins,66.92,787,1176
99,0,01388,Robert Gamez,66.90,1051,1571
100,0,23353,J.J. Henry,66.82,892,1335
101,0,12388,Michael Clark II,66.76,492,737
102,0,07223,Brian Bateman,66.49,611,919
103,0,01098,Jay Don Blake,66.34,684,1031
104,0,02223,Bob Tway,66.19,787,1189
105,0,20566,Kaname Yokoo,66.17,489,739
106,0,06581,David Sutherland,66.10,661,1000
107,0,06575,Dudley Hart,66.08,600,908
107,0,01685,J.L. Lewis,66.08,894,1353
109,0,06004,Stephen Ames,66.02,816,1236
110,0,20127,Chris Riley,65.98,830,1258
111,0,19846,Brian Gay,65.90,893,1355
112,0,01761,Len Mattiace,65.82,857,1302
113,0,20573,Scott Laycock,65.65,625,952
114,0,01666,Bernhard Langer,65.58,585,892
115,0,01457,Jay Haas,65.52,760,1160
116,0,19825,Darren Clarke,65.34,494,756
117,0,12782,Tim Herron,65.26,900,1379
118,0,07457,Steve Flesch,65.25,965,1479
119,0,02106,Chris Smith,65.16,838,1286
120,0,12660,Jesper Parnevik,64.71,902,1394
121,0,01706,Davis Love III,64.61,701,1085
122,0,24925,Jonathan Byrd,64.54,912,1413
123,0,24361,Pat Perez,64.48,824,1278
124,0,06515,Shaun Micheel,64.41,845,1312
125,0,02206,David Toms,64.22,727,1132
126,0,06595,Kevin Sutherland,64.03,835,1304
127,0,01161,Mark Calcavecchia,63.98,746,1166
128,0,06617,Brian Henninger,63.80,497,779
129,0,20094,Jonathan Kaye,63.66,783,1230
130,0,20574,Mathew Goggin,63.52,754,1187
131,0,01887,Mark O'Meara,63.48,584,920
132,0,10565,Ian Leggatt,63.45,604,952
133,0,06567,Vijay Singh,63.41,896,1413
134,0,10423,Mike Weir,63.37,661,1043
135,0,22548,Patrick Sheehan,63.25,864,1366
136,0,12662,Thomas Levet,63.21,732,1158
137,0,25345,Carl Pettersson,63.01,695,1103
138,0,23621,Rory Sabbatini,62.91,816,1297
139,0,08375,Paul Stankowski,62.89,588,935
140,0,07101,Dave Stockton Jr.,62.87,667,1061
141,0,01707,Steve Lowery,62.77,698,1112
142,0,08793,Tiger Woods,62.71,597,952
143,0,07867,Woody Austin,62.67,900,1436
144,0,23614,Rich Beem,62.65,676,1079
145,0,06034,Marco Dawson,62.47,724,1159
146,0,21806,Paul Gow,62.40,531,851
146,0,21961,Charles Howell III,62.40,1004,1609
148,0,20634,Peter Lonard,62.34,783,1256
149,0,21633,Steve Allan,62.28,416,668
150,0,20121,Todd Fischer,62.23,822,1321
151,0,24356,Jason Buha,61.85,501,810
151,0,01577,Lee Janzen,61.85,689,1114
151,0,26950,John Morgan,61.85,681,1101
154,0,24357,K.J. Choi,61.75,896,1451
155,0,11011,Mike Sposa,61.64,585,949
156,0,20098,Stuart Appleby,61.60,733,1190
157,0,06332,Neal Lancaster,61.59,909,1476
158,0,20157,Retief Goosen,61.50,551,896
159,0,20568,Anthony Painter,61.49,720,1171
159,0,24502,Adam Scott,61.49,396,644
161,0,06522,Ernie Els,61.31,515,840
162,0,01941,Tom Pernice Jr.,61.24,869,1419
163,0,10107,Deane Pappas,61.16,622,1017
164,0,22046,Geoff Ogilvy,61.03,697,1142
165,0,23541,Ben Crane,60.59,778,1284
166,0,01723,Andrew Magee,60.54,744,1229
167,0,01042,Paul Azinger,60.37,614,1017
168,0,10585,Scott McCarron,60.30,682,1131
169,0,01024,Billy Andrade,60.25,829,1376
170,0,12645,Brent Geiberger,59.89,427,713
171,0,25031,Andy Miller,59.81,625,1045
172,0,20663,Brenden Pappas,59.69,847,1419
173,0,12755,Vance Veazey,59.50,548,921
174,0,20593,Greg Chalmers,59.49,787,1323
175,0,12823,Carlos Franco,59.32,802,1352
176,0,01329,Brad Faxon,59.27,777,1311
177,0,20229,Stewart Cink,59.18,825,1394
178,0,25450,Ty Tryon,58.10,398,685
179,0,23656,Jason Caron,58.04,574,989
180,0,01226,Fred Couples,57.54,538,935
181,0,21209,Sergio Garcia,57.36,460,802
182,0,12661,Todd Barranger,57.07,589,1032
183,0,07749,Brett Quigley,57.02,690,1210
184,0,22892,Jason Gore,56.60,652,1152
185,0,10912,Craig Perks,56.28,623,1107
186,0,22371,Aaron Baddeley,56.16,524,933
187,0,23552,Hank Kuehne,51.54,503,976
188,0,01249,John Daly,49.74,382,768
189,0,01810,Phil Mickelson,48.96,539,1101
190,0,06527,Steve Stricker,48.02,375,781
