RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,01381,Fred Funk,13.74,186,1354,+1.94
2,0,08545,Glen Hnatiuk,15.63,191,1222,+1.99
3,0,02170,Hal Sutton,15.82,158,999,+0.82
4,0,20623,Gavin Coles,16.55,143,864,+2.59
5,0,23983,Luke Donald,16.81,193,1148,+2.18
5,0,10809,Jim Furyk,16.81,196,1166,+1.22
7,0,19881,Robert Damron,16.85,211,1252,+1.99
8,0,06621,Joe Durant,17.31,207,1196,+1.59
9,0,01569,Peter Jacobsen,17.33,166,958,+1.69
10,0,01619,Skip Kendall,17.55,239,1362,+0.75
11,0,22293,Heath Slocum,17.71,241,1361,+1.20
12,0,01766,Billy Mayfair,17.76,225,1267,+1.42
13,0,01139,Olin Browne,18.10,254,1403,+1.54
14,0,01724,Jeff Maggert,18.20,182,1000,+2.09
15,0,07941,Mike Grob,18.28,196,1072,+2.55
16,0,23135,Tim Clark,18.50,168,908,+1.90
17,0,07721,Pat Bates,18.56,266,1433,+0.56
18,0,20095,Carl Paulson,18.64,257,1379,+1.44
19,0,26420,Richard Johnson,18.74,214,1142,+1.17
20,0,20548,Hidemichi Tanaka,18.78,283,1507,+1.98
21,0,01797,Rocco Mediate,18.90,169,894,+2.60
22,0,01945,Kenny Perry,18.98,208,1096,+1.15
23,0,02010,Loren Roberts,19.09,189,990,+1.22
24,0,20029,Notah Begay III,19.12,229,1198,+1.57
25,0,01928,Corey Pavin,19.13,210,1098,+1.71
26,0,01157,Tom Byrum,19.14,219,1144,+1.92
27,0,22913,John Rollins,19.16,177,924,+1.92
28,0,08075,Jerry Kelly,19.22,241,1254,+1.33
29,0,02239,Scott Verplank,19.35,219,1132,+1.19
30,0,02101,Joey Sindelar,19.39,240,1238,+0.67
31,0,02049,Gene Sauers,19.45,220,1131,+1.95
32,0,12680,Shigeki Maruyama,19.81,208,1050,+1.39
33,0,10860,Justin Leonard,19.82,180,908,+0.33
34,0,08537,J.P. Hayes,19.88,203,1021,+2.12
35,0,20099,Doug Barron,19.90,238,1196,+2.35
36,0,01938,David Peoples,19.92,251,1260,+1.27
37,0,12705,Cliff Kresge,19.97,248,1242,+1.01
38,0,23108,Matt Kuchar,20.12,167,830,+2.46
39,0,08725,Tom Gillis,20.18,180,892,+0.94
40,0,23036,Chris Anderson,20.20,245,1213,+1.27
41,0,06575,Dudley Hart,20.29,170,838,+0.82
42,0,20436,Garrett Willis,20.32,255,1255,+1.69
43,0,01098,Jay Don Blake,20.33,184,905,+3.10
44,0,02214,Kirk Triplett,20.35,221,1086,+0.68
45,0,02002,John Riegger,20.36,134,658,+1.27
46,0,20572,Rod Pampling,20.37,207,1016,+1.26
47,0,08931,Glen Day,20.42,270,1322,+1.07
48,0,08547,John Maginnes,20.48,222,1084,+1.58
49,0,12652,Cameron Beckman,20.52,238,1160,+0.80
50,0,01475,Donnie Hammond,20.54,245,1193,+1.84
51,0,22295,Darron Stiles,20.55,232,1129,+1.85
52,0,20771,Steven Alker,20.57,232,1128,+1.55
53,0,19972,José Coceres,20.61,155,752,+2.58
54,0,06475,Jeff Klein,20.63,156,756,+2.82
55,0,02104,Jeff Sluman,20.68,262,1267,+1.18
56,0,06643,Paul Goydos,20.69,228,1102,+1.62
56,0,10425,Jay Williamson,20.69,245,1184,+1.67
58,0,02246,Duffy Waldorf,20.70,219,1058,+0.78
59,0,01887,Mark O'Meara,20.78,144,693,+1.88
60,0,01553,John Huston,20.86,209,1002,-0.05
61,0,20645,John Senden,20.89,297,1422,+0.61
62,0,11032,Frank Lickliter II,21.00,239,1138,+1.63
63,0,23125,Brad Elder,21.02,132,628,+2.12
64,0,06809,Bob Burns,21.05,224,1064,+2.23
64,0,08339,Spike McRoy,21.05,285,1354,+1.65
66,0,23338,David Gossett,21.06,258,1225,+1.09
67,0,21739,Aaron Barber,21.07,260,1234,+1.69
67,0,10733,Kent Jones,21.07,185,878,+0.59
69,0,06251,Chris DiMarco,21.12,234,1108,+0.85
70,0,20472,Alex Cejka,21.13,232,1098,+0.99
71,0,01132,Mark Brooks,21.19,232,1095,+2.28
72,0,06078,Esteban Toledo,21.20,301,1420,+1.23
73,0,02106,Chris Smith,21.21,249,1174,+1.53
