RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
1,0,25804,Bubba Watson,4.42,252,57
2,0,12716,Charley Hoffman,4.45,334,75
3,0,30925,Dustin Johnson,4.50,333,74
4,0,01810,Phil Mickelson,4.51,212,47
5,0,26301,James Nitties,4.53,417,92
6,0,24925,Jonathan Byrd,4.54,368,81
6,0,23108,Matt Kuchar,4.54,354,78
6,0,23788,D.J. Trahan,4.54,418,92
9,0,20229,Stewart Cink,4.56,369,81
9,0,28620,Aron Price,4.56,219,48
11,0,22946,Henrik Bjornstad,4.57,343,75
11,0,23409,James Driscoll,4.57,320,70
11,0,24924,Bill Haas,4.57,338,74
11,0,21959,Ted Purdy,4.57,320,70
11,0,08375,Paul Stankowski,4.57,274,60
11,0,23623,Bo Van Pelt,4.57,416,91
17,0,08725,Tom Gillis,4.58,531,116
17,0,21949,Joe Ogilvie,4.58,366,80
17,0,24361,Pat Perez,4.58,467,102
17,0,06527,Steve Stricker,4.58,229,50
17,0,27095,Nick Watney,4.58,408,89
22,0,20070,Matt Bettencourt,4.59,436,95
22,0,01313,Steve Elkington,4.59,358,78
22,0,26300,Matt Jones,4.59,422,92
22,0,20645,John Senden,4.59,523,114
22,0,27963,Chris Stroud,4.59,395,86
27,0,27141,J.B. Holmes,4.60,465,101
27,0,26695,Michael Letzig,4.60,428,93
27,0,27060,John Mallinger,4.60,262,57
27,0,01941,Tom Pernice Jr.,4.60,428,93
27,0,22405,Justin Rose,4.60,336,73
32,0,20848,Ángel Cabrera,4.61,166,36
32,0,26851,Marc Leishman,4.61,401,87
34,0,20157,Retief Goosen,4.62,351,76
34,0,21961,Charles Howell III,4.62,647,140
34,0,07749,Brett Quigley,4.62,471,102
34,0,27214,Kevin Streelman,4.62,439,95
34,0,26287,Roland Thatcher,4.62,351,76
34,0,24663,Y.E. Yang,4.62,467,101
40,0,10885,Robert Allenby,4.63,352,76
40,0,23613,Rich Barcelo,4.63,338,73
40,0,25364,Paul Casey,4.63,227,49
40,0,24357,K.J. Choi,4.63,370,80
40,0,23541,Ben Crane,4.63,500,108
