RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
42,0,25190,Jeff Quinney,70.12,3436,49
43,0,20160,Charlie Wi,70.14,3437,49
44,0,28158,Steve Marino,70.16,2596,37
45,0,20766,Padraig Harrington,70.17,1684,24
46,0,28089,Jason Day,70.18,2667,38
47,0,30946,Alex Prugh,70.19,3018,43
48,0,26300,Matt Jones,70.20,3089,44
49,0,06251,Chris DiMarco,70.21,3370,48
49,0,20645,John Senden,70.21,3300,47
51,0,24357,K.J. Choi,70.23,2739,39
51,0,20229,Stewart Cink,70.23,2809,40
53,0,28620,Aron Price,70.24,2037,29
54,0,23788,D.J. Trahan,70.26,3021,43
55,0,06643,Paul Goydos,70.28,2741,39
56,0,20157,Retief Goosen,70.29,2390,34
56,0,27466,Spencer Levin,70.29,3936,56
56,0,27963,Chris Stroud,70.29,3163,45
59,0,10425,Jay Williamson,70.30,3023,43
60,0,21350,Ryuji Imada,70.34,3306,47
60,0,10860,Justin Leonard,70.34,3095,44
62,0,07867,Woody Austin,70.35,3447,49
62,0,23638,Brendon de Jonge,70.35,3588,51
62,0,23353,J.J. Henry,70.35,3588,51
62,0,10585,Scott McCarron,70.35,3236,46
66,0,23541,Ben Crane,70.36,3307,47
66,0,27214,Kevin Streelman,70.36,3518,50
68,0,32102,Rickie Fowler,70.37,3237,46
69,0,23409,James Driscoll,70.38,2815,40
70,0,06522,Ernie Els,70.39,2323,33
70,0,24924,Bill Haas,70.39,2534,36
72,0,08075,Jerry Kelly,70.40,3379,48
72,0,12705,Cliff Kresge,70.40,1760,25
74,0,28307,Matt Every,70.41,1901,27
74,0,21949,Joe Ogilvie,70.41,3591,51
74,0,23320,Ryan Palmer,70.41,3098,44
74,0,25345,Carl Pettersson,70.41,3450,49
78,0,01116,Michael Bradley,70.42,3380,48
79,0,12510,Chad Campbell,70.46,3664,52
79,0,24912,Will MacKenzie,70.46,2607,37
81,0,26881,Jarrod Lyle,70.47,2114,30
81,0,22293,Heath Slocum,70.47,3594,51
83,0,24846,Ricky Barnes,70.48,3524,50
83,0,24925,Jonathan Byrd,70.48,2960,42
85,0,24140,Sean O'Hair,70.53,2398,34
85,0,26679,Kevin Stadler,70.53,3033,43
87,0,24024,Zach Johnson,70.54,3245,46
88,0,22913,John Rollins,70.55,2822,40
88,0,25632,Jimmy Walker,70.55,3104,44
90,0,28237,Rory McIlroy,70.58,1835,26
90,0,12714,Chris Tidland,70.58,3035,43
92,0,01320,Bob Estes,70.59,2753,39
92,0,24781,Hunter Mahan,70.59,2753,39
92,0,23621,Rory Sabbatini,70.59,3106,44
92,0,20436,Garrett Willis,70.59,3247,46
96,0,08537,J.P. Hayes,70.60,2965,42
96,0,01577,Lee Janzen,70.60,2824,40
98,0,11123,Chris Couch,70.61,1977,28
99,0,23673,Michael Connell,70.62,3319,47
100,0,01619,Skip Kendall,70.67,2120,30
101,0,25686,Jason Dufner,70.68,3534,50
101,0,24502,Adam Scott,70.68,1979,28
103,0,25900,Lucas Glover,70.69,2474,35
104,0,10885,Robert Allenby,70.70,2333,33
104,0,21878,Mark Wilson,70.70,3252,46
106,0,27933,John Merrick,70.71,4384,62
106,0,27649,Brandt Snedeker,70.71,3182,45
106,0,27095,Nick Watney,70.71,2899,41
109,0,23325,Vaughn Taylor,70.72,3253,46
110,0,22946,Henrik Bjornstad,70.73,2829,40
110,0,26851,Marc Leishman,70.73,3466,49
112,0,31560,Brian Stuard,70.74,2688,38
113,0,29910,Blake Adams,70.75,3113,44
113,0,01948,Tim Petrovic,70.75,3891,55
115,0,21753,Brian Davis,70.77,3680,52
116,0,26596,Ryan Moore,70.78,2548,36
116,0,24663,Y.E. Yang,70.78,2831,40
118,0,22371,Aaron Baddeley,70.80,3469,49
119,0,01706,Davis Love III,70.81,2620,37
120,0,26301,James Nitties,70.82,3187,45
120,0,07749,Brett Quigley,70.82,3966,56
122,0,20574,Mathew Goggin,70.83,3258,46
122,0,26287,Roland Thatcher,70.83,2550,36
124,0,26420,Richard Johnson,70.85,3259,46
125,0,28475,Jeff Overton,70.86,2976,42
125,0,27330,Josh Teater,70.86,3614,51
127,0,29285,Brent Delahoussaye,70.87,2197,31
128,0,26882,Michael Sim,70.88,1843,26
128,0,27770,Camilo Villegas,70.88,2410,34
130,0,27060,John Mallinger,70.91,2269,32
130,0,27120,Troy Matteson,70.91,3262,46
132,0,22378,Trevor Immelman,70.92,1844,26
133,0,25562,Andres Romero,70.93,2837,40
134,0,06515,Shaun Micheel,70.94,2199,31
135,0,24358,Robert Garrigus,70.95,2696,38
135,0,01724,Jeff Maggert,70.95,2838,40
137,0,27797,Derek Lamely,70.96,3193,45
138,0,27936,Martin Laird,70.98,3265,46
139,0,20472,Alex Cejka,71.07,2985,42
140,0,22621,Ben Curtis,71.09,3199,45
141,0,25818,Scott Piercy,71.10,3413,48
142,0,12652,Cameron Beckman,71.13,2205,31
142,0,20572,Rod Pampling,71.13,3201,45
142,0,21959,Ted Purdy,71.13,3414,48
145,0,24507,Jason Bohn,71.16,3131,44
145,0,20848,Ángel Cabrera,71.16,1779,25
145,0,01161,Mark Calcavecchia,71.16,1779,25
148,0,28780,Nicholas Thompson,71.17,3274,46
149,0,01249,John Daly,71.19,2563,36
149,0,24138,Ian Poulter,71.19,1922,27
151,0,32640,Troy Merritt,71.20,3275,46
151,0,25892,Steve Wheatcroft,71.20,2848,40
153,0,22046,Geoff Ogilvy,71.22,1923,27
154,0,12782,Tim Herron,71.23,2778,39
154,0,01797,Rocco Mediate,71.23,2849,40
154,0,08385,Omar Uresti,71.23,2849,40
157,0,10423,Mike Weir,71.24,2066,29
158,0,24490,George McNeill,71.25,2850,40
159,0,23548,Bill Lunde,71.26,3064,43
160,0,27302,Garth Mulroy,71.27,1853,26
160,0,20663,Brenden Pappas,71.27,2352,33
162,0,20378,Mathias Grönberg,71.29,2424,34
163,0,01766,Billy Mayfair,71.30,2638,37
164,0,25240,D.A. Points,71.31,3494,49
165,0,23613,Rich Barcelo,71.35,2640,37
165,0,26951,Johnson Wagner,71.35,3068,43
167,0,33419,Cameron Tringale,71.40,1785,25
168,0,01945,Kenny Perry,71.48,2216,31
169,0,07457,Steve Flesch,71.49,3360,47
170,0,23307,Roger Tambellini,71.53,2718,38
171,0,02239,Scott Verplank,71.54,2933,41
172,0,20850,Daniel Chopra,71.56,2791,39
172,0,32617,Jerod Turner,71.56,2433,34
174,0,20098,Stuart Appleby,71.57,4008,56
175,0,20070,Matt Bettencourt,71.60,3365,47
176,0,20691,Greg Owen,71.63,2292,32
177,0,28087,Kris Blanks,71.65,2866,40
178,0,28500,Martin Flores,71.67,2580,36
179,0,23718,Nathan Green,71.77,3086,43
180,0,07363,Craig Bowden,71.81,1939,27
180,0,21209,Sergio Garcia,71.81,2226,31
182,0,01707,Steve Lowery,71.82,2801,39
183,0,26392,Chris Wilson,72.03,2233,31
184,0,27613,David Lutterus,72.05,2882,40
185,0,20105,Jeff Gove,72.06,2306,32
186,0,12755,Vance Veazey,72.12,2380,33
187,0,09011,David Duval,72.13,2741,38
188,0,01329,Brad Faxon,72.35,2243,31
189,0,06514,Kevin Johnson,72.44,2318,32
190,0,22122,Andrew McLardy,72.62,1888,26
191,0,24227,Justin Bolli,72.81,1893,26
192,0,06012,Greg Kraft,73.25,1758,24
