RANK,MOVEMENT,PLAYER_ID,PLAYER,ROUNDS
1,0,28158,Steve Marino,65
2,0,27214,Kevin Streelman,63
3,0,20104,Ken Duke,61
4,0,06595,Kevin Sutherland,60
5,0,20498,Briny Baird,59
6,0,21753,Brian Davis,58
6,0,22548,Patrick Sheehan,58
8,0,28780,Nicholas Thompson,57
9,0,19846,Brian Gay,56
9,0,21878,Mark Wilson,56
11,0,10885,Robert Allenby,55
12,0,23325,Vaughn Taylor,54
13,0,01766,Billy Mayfair,53
13,0,01945,Kenny Perry,53
15,0,24924,Bill Haas,52
16,0,01941,Tom Pernice Jr.,51
17,0,23048,Eric Axley,50
17,0,10505,Shane Bertsch,50
17,0,21961,Charles Howell III,50
17,0,25345,Carl Pettersson,50
17,0,27095,Nick Watney,50
22,0,07867,Woody Austin,49
22,0,10860,Justin Leonard,49
24,0,10809,Jim Furyk,48
24,0,22892,Jason Gore,48
24,0,27936,Martin Laird,48
24,0,25396,Kevin Na,48
24,0,21949,Joe Ogilvie,48
24,0,25349,Tim Wilkinson,48
24,0,12602,Dean Wilson,48
31,0,12510,Chad Campbell,47
31,0,20229,Stewart Cink,47
31,0,23353,J.J. Henry,47
31,0,01810,Phil Mickelson,47
31,0,26476,Chez Reavie,47
31,0,22293,Heath Slocum,47
37,0,24490,George McNeill,46
37,0,28475,Jeff Overton,46
37,0,25804,Bubba Watson,46
40,0,06197,Michael Allen,45
40,0,01320,Bob Estes,45
40,0,20574,Mathew Goggin,45
40,0,12716,Charley Hoffman,45
40,0,27933,John Merrick,45
40,0,23497,Tag Ridings,45
40,0,20645,John Senden,45
40,0,23623,Bo Van Pelt,45
40,0,10423,Mike Weir,45
40,0,20160,Charlie Wi,45
50,0,29718,Anthony Kim,44
50,0,27120,Troy Matteson,44
50,0,24361,Pat Perez,44
53,0,12652,Cameron Beckman,43
53,0,23541,Ben Crane,43
53,0,12782,Tim Herron,43
53,0,25190,Jeff Quinney,43
53,0,02223,Bob Tway,43
53,0,10425,Jay Williamson,43
59,0,01313,Steve Elkington,42
59,0,26695,Michael Letzig,42
59,0,11032,Frank Lickliter II,42
59,0,20634,Peter Lonard,42
59,0,24781,Hunter Mahan,42
59,0,26679,Kevin Stadler,42
59,0,02239,Scott Verplank,42
66,0,24358,Robert Garrigus,41
66,0,23718,Nathan Green,41
66,0,01948,Tim Petrovic,41
66,0,22913,John Rollins,41
66,0,06567,Vijay Singh,41
66,0,23788,D.J. Trahan,41
72,0,23135,Tim Clark,40
72,0,23320,Ryan Palmer,40
72,0,26668,Marc Turnesa,40
72,0,26289,Boo Weekley,40
76,0,20098,Stuart Appleby,39
76,0,06621,Joe Durant,39
76,0,07457,Steve Flesch,39
76,0,25900,Lucas Glover,39
76,0,06575,Dudley Hart,39
76,0,01577,Lee Janzen,39
76,0,30925,Dustin Johnson,39
76,0,26300,Matt Jones,39
76,0,27060,John Mallinger,39
76,0,12660,Jesper Parnevik,39
76,0,08845,Scott Sterling,39
87,0,23778,Brad Adamonis,38
87,0,01142,Bart Bryant,38
87,0,28089,Jason Day,38
87,0,23409,James Driscoll,38
87,0,21350,Ryuji Imada,38
87,0,24449,Parker McLachlin,38
87,0,27649,Brandt Snedeker,38
94,0,01035,Tommy Armour III,37
94,0,20378,Mathias Grönberg,37
94,0,01473,Todd Hamilton,37
94,0,24024,Zach Johnson,37
94,0,01797,Rocco Mediate,37
94,0,22348,Nick O'Hern,37
100,0,12823,Carlos Franco,36
100,0,23108,Matt Kuchar,36
100,0,23621,Rory Sabbatini,36
103,0,06004,Stephen Ames,35
103,0,22371,Aaron Baddeley,35
103,0,24227,Justin Bolli,35
103,0,20850,Daniel Chopra,35
103,0,22621,Ben Curtis,35
103,0,27561,Nick Flanagan,35
103,0,25842,Jon Mills,35
103,0,07749,Brett Quigley,35
103,0,02002,John Riegger,35
103,0,27770,Camilo Villegas,35
103,0,23349,Charles Warren,35
103,0,24663,Y.E. Yang,35
115,0,24925,Jonathan Byrd,34
115,0,10875,Todd Demsey,34
115,0,12705,Cliff Kresge,34
115,0,27963,Chris Stroud,34
119,0,21209,Sergio Garcia,33
119,0,27141,J.B. Holmes,33
119,0,01707,Steve Lowery,33
119,0,24140,Sean O'Hair,33
119,0,20572,Rod Pampling,33
124,0,23614,Rich Beem,32
124,0,24357,K.J. Choi,32
124,0,25720,Chad Collins,32
124,0,08075,Jerry Kelly,32
124,0,01706,Davis Love III,32
124,0,01724,Jeff Maggert,32
124,0,01928,Corey Pavin,32
131,0,19803,Ryan Armour,31
131,0,08931,Glen Day,31
131,0,06643,Paul Goydos,31
131,0,20433,Mark Hensby,31
131,0,10733,Kent Jones,31
131,0,07547,Craig Kanada,31
131,0,06090,Jim McGovern,31
131,0,20443,Jin Park,31
131,0,06527,Steve Stricker,31
131,0,08385,Omar Uresti,31
141,0,01024,Billy Andrade,30
141,0,06034,Marco Dawson,30
141,0,23125,Brad Elder,30
141,0,01553,John Huston,30
141,0,20663,Brenden Pappas,30
141,0,25632,Jimmy Walker,30
147,0,21633,Steve Allan,29
147,0,01388,Robert Gamez,29
149,0,23540,Jason Allred,28
149,0,20472,Alex Cejka,28
149,0,01226,Fred Couples,28
149,0,22046,Geoff Ogilvy,28
149,0,02206,David Toms,28
154,0,20623,Gavin Coles,27
154,0,06251,Chris DiMarco,27
154,0,21461,Kenneth Ferrie,27
154,0,21805,Harrison Frazar,27
154,0,21731,Freddie Jacobson,27
154,0,23157,Richard Johnson,27
154,0,06012,Greg Kraft,27
154,0,26596,Ryan Moore,27
154,0,10649,Tom Scherrer,27
163,0,01161,Mark Calcavecchia,26
163,0,20766,Padraig Harrington,26
163,0,21959,Ted Purdy,26
163,0,22582,Kyle Thompson,26
167,0,01139,Olin Browne,25
167,0,22806,Doug LaBelle II,25
167,0,26951,Johnson Wagner,25
170,0,12826,Paul Claxton,24
170,0,25686,Jason Dufner,24
170,0,20157,Retief Goosen,24
170,0,10585,Scott McCarron,24
170,0,24502,Adam Scott,24
170,0,12309,Bob Sowards,24
176,0,25273,Andrew Buckle,23
177,0,24912,Will MacKenzie,22
177,0,20127,Chris Riley,22
177,0,23797,Brett Rumford,22
180,0,01132,Mark Brooks,21
180,0,26500,Alejandro Cañizares,21
180,0,01823,Larry Mize,21
183,0,20848,Ángel Cabrera,20
183,0,25364,Paul Casey,20
183,0,30750,Tommy Gainey,20
183,0,22378,Trevor Immelman,20
183,0,19913,Ron Whittaker,20
188,0,01381,Fred Funk,19
188,0,08537,J.P. Hayes,19
188,0,10117,Bob Heintz,19
188,0,25562,Andres Romero,19
192,0,07223,Brian Bateman,18
192,0,01157,Tom Byrum,18
192,0,06522,Ernie Els,18
192,0,12680,Shigeki Maruyama,18
196,0,24507,Jason Bohn,17
196,0,01116,Michael Bradley,17
196,0,26631,Cody Freeman,17
196,0,26420,Richard Johnson,17
196,0,27613,David Lutterus,17
196,0,20436,Garrett Willis,17
202,0,20105,Jeff Gove,16
