RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,01810,Phil Mickelson,+1.87,70.28,72.15
2,0,20766,Padraig Harrington,+1.68,70.70,72.38
3,0,21209,Sergio Garcia,+1.62,70.60,72.22
4,0,29718,Anthony Kim,+1.51,70.22,71.73
5,0,10809,Jim Furyk,+1.40,70.56,71.96
6,0,27770,Camilo Villegas,+1.38,70.60,71.98
7,0,10885,Robert Allenby,+1.37,70.64,72.01
7,0,06567,Vijay Singh,+1.37,70.27,71.64
9,0,20229,Stewart Cink,+1.22,70.65,71.87
9,0,10860,Justin Leonard,+1.22,70.41,71.63
11,0,20098,Stuart Appleby,+1.18,70.86,72.04
12,0,01945,Kenny Perry,+1.05,70.21,71.26
13,0,22371,Aaron Baddeley,+1.00,70.86,71.86
13,0,10423,Mike Weir,+1.00,70.68,71.68
15,0,06004,Stephen Ames,+.99,70.67,71.66
16,0,22621,Ben Curtis,+.95,70.96,71.91
17,0,24361,Pat Perez,+.94,70.70,71.64
17,0,24502,Adam Scott,+.94,71.45,72.39
17,0,06527,Steve Stricker,+.94,70.83,71.77
20,0,06595,Kevin Sutherland,+.88,70.22,71.10
21,0,19846,Brian Gay,+.87,70.11,70.98
22,0,06522,Ernie Els,+.86,71.44,72.30
23,0,23541,Ben Crane,+.85,70.38,71.23
24,0,22348,Nick O'Hern,+.84,70.89,71.73
25,0,12510,Chad Campbell,+.83,70.37,71.20
25,0,02223,Bob Tway,+.83,69.94,70.77
27,0,28158,Steve Marino,+.82,70.29,71.11
28,0,20498,Briny Baird,+.81,70.44,71.25
28,0,24781,Hunter Mahan,+.81,70.78,71.59
30,0,22046,Geoff Ogilvy,+.77,71.38,72.15
31,0,25345,Carl Pettersson,+.75,70.84,71.59
32,0,24357,K.J. Choi,+.74,71.01,71.75
33,0,01706,Davis Love III,+.72,71.21,71.93
33,0,26289,Boo Weekley,+.72,71.12,71.84
35,0,01313,Steve Elkington,+.70,70.67,71.37
35,0,20574,Mathew Goggin,+.70,70.73,71.43
37,0,20157,Retief Goosen,+.69,71.71,72.40
38,0,01142,Bart Bryant,+.66,71.22,71.88
38,0,20104,Ken Duke,+.66,70.61,71.27
38,0,20160,Charlie Wi,+.66,70.41,71.07
41,0,25364,Paul Casey,+.65,71.75,72.40
41,0,24138,Ian Poulter,+.65,71.84,72.49
43,0,21878,Mark Wilson,+.64,70.44,71.08
44,0,23788,D.J. Trahan,+.63,70.89,71.52
45,0,21350,Ryuji Imada,+.62,71.13,71.75
45,0,21731,Freddie Jacobson,+.62,71.26,71.88
47,0,01226,Fred Couples,+.60,71.22,71.82
47,0,23108,Matt Kuchar,+.60,71.03,71.63
49,0,01941,Tom Pernice Jr.,+.58,70.54,71.12
50,0,24024,Zach Johnson,+.57,71.06,71.63
50,0,20645,John Senden,+.57,70.90,71.47
